PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
16,16,16,Yes,JACKSON DEAN,Fearless,Big Machine,50,12432,11971,461,3372,3274,98,1407,297,416,383,869,11.597,10.911,0.686,19,18,155,0,155,21.8,21.1,0.6,20,1965,36,1096,-,-,16,-,782,-,-,-,-,-,-,-,90
17,18,17,Yes,SCOTTY MCCREERY,Cab In A Solo,Triple Tigers,22,12000,10917,1083,3342,3049,293,1091,345,520,475,911,12.072,10.737,1.335,17,19,156,0,156,21.4,19.5,1.9,16,2251,29,1340,-,-,17,-,769,-,-,-,-,-,-,-,92
18,22,18,Yes,JORDAN DAVIS,Tucson Too Late,MCA Nashville,21,11272,10528,744,3017,2811,206,1055,313,456,360,833,11.27,10.423,0.847,20,20,153,1,153,19.7,18.4,1.3,21,1962,34,1129,-,-,18,-,304,-,-,-,-,-,-,-,101
18,20,19,Yes,GABBY BARRETT,Glory Days,Warner/WAR,33,11057,10672,385,3087,2934,153,1105,282,477,426,797,10.632,9.952,0.68,21,22,155,0,155,19.9,18.9,1,19,1982,32,1185,-,-,19,-,629,-,-,-,-,-,-,-,99
20,23,20,Yes,MORGAN WALLEN,Man Made A Bar f/Eric Church,Big Loud/EMI/Mercury,9,10901,9865,1036,2824,2516,308,767,348,522,393,794,12.336,11.063,1.273,16,17,155,1,155,18.2,16.2,2,18,2057,31,1263,-,-,20,-,302,-,-,-,-,-,-,-,108
21,21,21,Yes,LAINEY WILSON,Wildflowers And Wild Horses,Broken Bow,9,10780,10600,180,3032,2897,135,841,332,535,487,837,11.622,11.508,0.114,18,16,155,1,155,19.6,18.7,0.9,17,2191,27,1354,-,-,21,-,-,-,-,-,-,-,-,-,100
19,19,22,Yes,CARLY PEARCE,We Don't Fight...f/C.Stapleton,Big Machine,31,10718,10725,-7,2906,2849,57,1084,255,463,387,717,10.57,10.345,0.225,22,21,155,0,155,18.7,18.4,0.4,22,1822,35,1105,-,-,22,-,314,-,-,-,-,-,-,-,104
23,25,23,Yes,TYLER HUBBARD,Back Then Right Now,EMI Nashville,19,9537,8864,673,2681,2483,198,877,303,357,351,793,9.715,9.196,0.519,23,23,152,4,152,17.6,16.3,1.3,23,1804,37,1011,-,-,23,-,-,-,-,-,-,-,-,-,114
24,27,24,Yes,KENNY CHESNEY,Take Her Home,Warner Nashville/WEA,11,8781,8160,621,2332,2159,173,792,231,328,267,714,8.812,8.195,0.617,24,24,155,2,155,14.9,13.8,1.1,24,1540,43,826,-,-,24,-,975,-,-,-,-,-,-,-,129
25,26,25,Yes,CARRIE UNDERWOOD,Out Of That Truck,Capitol Nashville,31,8568,8298,270,2237,2184,53,909,183,301,278,566,8.361,7.735,0.626,25,25,147,1,147,15.2,14.9,0.4,26,1328,47,762,-,-,25,-,603,-,-,-,-,-,-,-,131
21,24,26,,BROTHERS OSBORNE,Nobody's Nobody,EMI Nashville,39,7489,8871,-1382,2120,2501,-381,862,195,275,240,548,6.343,7.024,-0.681,28,26,148,0,148,14.3,16.9,-2.6,28,1258,49,710,-,311,26,-,819,-,-,-,-,-,-,-,138
27,28,27,Yes,MEGAN MORONEY,I'm Not Pretty,Columbia/Columbia Nash,22,7297,6991,306,1981,1899,82,731,140,243,199,668,6.066,5.723,0.343,30,28,148,0,148,13.3,12.7,0.6,29,1250,58,582,-,-,27,-,347,-,-,-,-,-,-,-,148
28,29,28,Yes,OLD DOMINION,Can't Break Up Now f/M.Moroney,Columbia Nashville,16,7207,6920,287,1968,1900,68,879,117,228,206,538,7.113,6.924,0.189,26,27,153,2,153,12.9,12.4,0.4,30,1089,60,551,-,-,28,-,546,-,-,-,-,-,-,-,152
29,30,29,Yes,ZACH BRYAN,I Remember... f/K. Musgraves,Warner/WAR,19,7017,6611,406,1987,1802,185,674,175,334,272,532,5.781,5.567,0.214,31,29,143,2,143,13.9,12.6,1.3,27,1313,46,781,135,21,29,-,31,17,-,1347,-,-,1075,662,70
30,33,30,Yes,ASHLEY COOKE,your place,Big Loud,5,6618,5897,721,1832,1641,191,399,126,402,342,563,6.263,5.566,0.697,29,30,134,17,134,13.5,12.1,1.4,25,1433,41,870,-,-,30,-,541,-,-,-,-,-,-,-,161
31,31,31,Yes,SAM HUNT,Outskirts,MCA Nashville,23,6441,6283,158,1742,1726,16,665,117,226,191,543,6.359,5.534,0.825,27,31,142,1,142,12,11.9,0.1,31,1077,62,534,-,-,31,-,539,-,-,-,-,-,-,-,172
32,32,32,,CHASE MATTHEW,Love You Again,Warner/WAR,20,5677,6050,-373,1606,1713,-107,664,119,200,169,454,4.059,4.298,-0.239,36,36,138,1,138,11.2,12,-0.7,33,942,64,488,-,-,32,-,-,-,-,-,-,-,-,-,193
33,34,33,Yes,JASON ALDEAN,Let Your Boys Be Country,Macon Music/Broken Bow,7,5395,5018,377,1411,1322,89,467,86,306,258,294,5.606,4.857,0.749,32,32,124,20,124,11.3,10.6,0.7,32,944,52,650,-,-,33,-,-,-,-,-,-,-,-,-,220
34,36,34,Yes,BAILEY ZIMMERMAN,Where It Ends,Warner/WEA/Elektra,14,5000,4486,514,1315,1212,103,468,106,199,174,368,5.16,4.531,0.629,33,33,109,9,109,12.1,11.1,0.9,34,847,65,479,-,-,34,-,532,-,-,-,-,-,-,-,240
34,35,35,Yes,DILLON CARMICHAEL,Drinkin' Problems,Riser House,25,4818,4700,118,1408,1337,71,642,81,129,127,429,2.56,2.608,-0.048,40,39,140,0,140,10,9.5,0.5,35,766,75,337,-,-,35,-,-,-,-,-,-,-,-,-,222
36,38,36,Yes,CHRIS YOUNG,Young Love & Saturday Nights,RCA Nashville,15,4498,4299,199,1142,1076,66,442,91,180,159,270,4.804,4.337,0.467,34,35,94,9,94,11.9,11.2,0.7,36,700,67,430,-,-,36,-,534,-,-,-,-,-,-,-,278
30,37,37,Yes,GARTH BROOKS & RONNIE DUNN,Rodeo Man,Big Machine,11,4491,4403,88,1234,1185,49,631,59,102,98,344,2.236,2.242,-0.006,43,41,148,14,148,8.3,8,0.3,38,603,85,259,-,-,37,-,978,-,-,-,-,-,-,-,256
38,39,38,Yes,JON PARDI & LUKE BRYAN,Cowboys And Plowboys,Capitol Nashville,14,4330,4144,186,1044,1019,25,490,74,106,99,275,4.14,4.339,-0.199,35,34,108,5,108,9.2,9,0.2,40,554,82,279,-,-,38,-,-,-,-,-,-,-,-,-,317
39,40,39,Yes,BRYAN MARTIN,We Ride,Avg Joes/New Revolution,13,4317,4108,209,1119,1046,73,479,68,153,128,291,3.379,3.077,0.302,38,38,83,4,83,13.2,12.3,0.9,37,640,72,349,-,-,39,-,536,-,-,-,-,-,-,-,287
39,41,40,Yes,MICHAEL RAY,Spirits And Demons f/M.Patrick,Warner/WEA/Riser House,15,4275,3914,361,1078,1067,11,510,43,108,83,334,2.496,2.131,0.365,41,43,112,1,112,9.1,9,0.1,39,568,90,234,-,-,40,-,-,-,-,-,-,-,-,-,303
41,42,41,Yes,COREY KENT,Something's Gonna Kill Me,Combustion/RCA Nashville,19,3653,3678,-25,952,945,7,441,54,106,97,254,3.536,3.611,-0.075,37,37,82,1,82,11.2,11.1,0.1,42,511,86,257,-,-,41,-,-,-,-,-,-,-,-,-,362
42,43,42,Yes,PARMALEE,Gonna Love You,Stoney Creek,9,3349,3373,-24,1029,1012,17,477,58,140,102,252,2.123,2.239,-0.116,44,42,88,3,88,10.9,10.8,0.2,41,552,78,300,-,-,42,-,529,-,-,-,-,-,-,-,325
39,45,43,Yes,JUSTIN MOORE,This Is My Dirt,Valory Music Co.,8,3136,2648,488,907,715,192,440,67,93,80,227,2.907,2.465,0.442,39,40,103,11,103,8.7,6.9,1.8,43,467,87,240,-,-,43,-,615,-,-,-,-,-,-,-,381
44,44,44,Yes,BRETT YOUNG,Dance With You,BMLG,11,2903,2853,50,832,808,24,448,47,81,75,181,1.54,1.529,0.011,46,44,87,2,87,9.3,9.1,0.3,44,384,93,203,-,-,44,-,533,-,-,-,-,-,-,-,419
45,46,45,Yes,LADY A,Love You Back,BMLG,5,2714,2599,115,727,695,32,370,12,67,32,246,1.339,1.037,0.302,50,48,98,5,98,7.3,7,0.3,47,357,109,111,-,-,45,-,-,-,-,-,-,-,-,-,491
46,53,46,Yes,ZACH TOP,Sounds Like The Radio,Leo33,1,2566,1630,936,710,460,250,366,40,75,69,160,1.44,1.022,0.418,47,49,125,60,125,5.5,3.6,2,48,344,95,184,-,-,46,-,-,-,-,-,-,-,-,-,517
47,47,47,Yes,CHRIS LANE,Find Another Bar,Red Street,4,2427,2199,228,676,614,62,351,23,55,54,193,1.54,1.398,0.142,45,45,78,3,78,8.6,7.8,0.8,49,325,104,132,-,-,47,-,-,-,-,-,-,-,-,-,554
48,49,48,Yes,DUSTIN LYNCH,Chevrolet f/Jelly Roll,Broken Bow,2,2279,2063,216,692,622,70,320,51,102,71,148,1.354,1.085,0.269,49,47,68,4,68,10.2,9.1,1,45,372,91,224,-,-,48,-,552,-,-,-,-,-,-,-,536
49,50,49,Yes,TYLER CHILDERS,In Your Love,Hickman Holler/RCA,3,2224,2049,175,722,681,41,360,33,67,57,205,1.116,0.937,0.179,51,50,75,4,75,9.3,8.7,0.5,46,362,100,157,-,-,49,-,-,-,-,137,-,-,-,-,369
48,48,50,Yes,JOE NICHOLS,Brokenhearted,Quartz Hill,2,2154,2119,35,656,638,18,387,28,40,44,157,0.802,0.85,-0.048,53,52,70,2,70,9.1,8.9,0.3,51,269,108,112,-,-,50,-,-,-,-,-,-,-,-,-,577
51,51,51,Yes,DREW BALDRIDGE,She's Somebody's Daughter,Lyric Ridge,-,1779,1816,-37,609,607,2,304,28,64,52,161,0.712,0.706,0.006,55,53,74,2,74,8.1,8.1,0,50,305,102,144,-,-,51,-,-,-,-,-,-,-,-,-,636
52,54,52,Yes,HUNTERGIRL,Ain't About You,Wheelhouse,-,1777,1608,169,532,500,32,297,31,40,34,130,0.722,0.579,0.143,54,56,74,3,74,7.1,6.7,0.4,54,235,112,105,-,-,52,-,550,-,-,-,-,-,-,-,769
52,52,53,Yes,HAILEY WHITTERS,I'm In Love,Big Loud,-,1767,1699,68,487,477,10,283,8,38,40,118,0.841,0.918,-0.077,52,51,65,1,65,7,6.8,0.1,55,204,117,86,-,-,53,-,-,-,-,-,-,-,-,-,846
54,69,54,Yes,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,-,1609,507,1102,409,155,254,156,25,67,61,100,2.484,0.485,1.999,42,61,55,38,55,6.9,2.6,4.3,52,253,101,153,-,-,54,-,-,-,-,-,-,-,-,-,1012
52,55,55,,TOBY KEITH,Don't Let The Old Man In,Show Dog/BMLGR,-,1520,1595,-75,459,486,-27,282,8,11,10,148,0.473,0.491,-0.018,60,60,77,1,77,5.7,6.1,-0.3,58,177,143,29,-,-,55,-,-,-,-,-,-,-,-,-,892
56,56,56,Yes,MATT STELL,Breakin' In Boots,RECORDS Nashville,-,1511,1433,78,480,438,42,284,18,25,28,125,0.566,0.533,0.033,59,57,65,4,65,7.3,6.6,0.6,56,196,121,71,-,-,56,-,551,-,-,-,-,-,-,-,855
57,60,57,Yes,DYLAN MARLOWE & DYLAN SCOTT,Boys Back Home,Columbia Nash/Curb/PIA,-,1499,1244,255,418,353,65,245,11,37,30,95,0.622,0.511,0.111,56,58,58,10,58,7.1,6,1.1,59,173,118,78,-,-,57,-,528,-,-,-,-,-,-,-,979
53,57,58,Yes,HIXTAPE,Pickup Man f/Post Malone ...,Big Loud/Mercury/Republic,-,1476,1368,108,361,347,14,114,23,53,46,125,1.385,1.12,0.265,48,46,69,2,69,5,4.8,0.2,53,247,107,122,-,-,58,-,-,-,-,-,-,-,-,-,1155
58,58,59,,RYAN LARKINS,King Of Country Music,Red Street,-,1195,1289,-94,343,371,-28,216,10,20,19,78,0.413,0.596,-0.183,61,55,52,2,52,5.8,6.3,-0.5,62,127,125,49,-,-,59,-,-,-,-,-,-,-,-,-,1220
58,59,60,,IAN MUNSICK,Long Live Cowgirls,Warner/WEA,-,1170,1245,-75,326,331,-5,143,20,28,26,109,0.58,0.683,-0.103,57,54,36,1,36,8.8,8.9,-0.1,57,183,120,74,-,-,60,-,-,-,-,-,-,-,-,-,1278
61,61,61,,NEON UNION,This Side Of The Dirt,Red Street,-,1147,1157,-10,355,356,-1,219,10,17,21,88,0.359,0.369,-0.01,63,65,46,0,46,7.6,7.6,0,60,136,126,48,-,-,61,-,-,-,-,-,-,-,-,-,1176
62,62,62,Yes,RUNAWAY JUNE,Make Me Wanna Smoke,Quartz Hill,-,1112,1122,-10,347,344,3,217,11,25,21,73,0.402,0.458,-0.056,62,63,43,3,43,8.1,8,0.1,61,130,124,57,-,-,62,-,-,-,-,-,-,-,-,-,1211
60,63,63,Yes,RANDY HOUSER,Cancel,Magnolia Music,-,1097,1106,-9,352,347,5,244,5,13,12,78,0.283,0.323,-0.04,68,67,45,0,45,7.8,7.7,0.1,64,108,142,30,-,-,63,-,-,-,-,-,-,-,-,-,1193
56,64,64,,LAUREN ALAINA,Thicc As Thieves,Big Loud,-,901,1093,-192,262,321,-59,174,8,13,17,50,0.29,0.383,-0.093,66,64,41,1,41,5.8,7.1,-1.3,68,88,134,38,-,-,64,-,-,-,-,-,-,-,-,-,1532
65,65,65,Yes,ANNE WILSON,Rain In The Rearview,Sparrow/EMI Nashville,-,821,836,-15,269,265,4,173,6,13,14,63,0.234,0.275,-0.041,73,69,35,1,35,7.5,7.4,0.1,66,96,140,33,-,-,65,-,-,-,-,-,-,-,-,-,1498
66,66,66,Yes,MADDIE & TAE,Heart They Didn't Break,Mercury Nashville,-,792,812,-20,262,262,0,156,7,22,14,63,0.321,0.324,-0.003,65,66,32,0,32,7.7,7.7,0,65,106,130,43,-,-,66,-,-,-,-,-,-,-,-,-,1537
67,101,67,Yes,TIM MCGRAW,One Bad Habit,Big Machine,-,674,116,558,156,28,128,62,10,16,13,55,0.259,0.075,0.184,70,90,20,9,20,7.1,1.3,5.8,67,94,132,39,-,-,67,-,-,-,-,-,-,-,-,-,2263
68,68,68,Yes,CAROLINE JONES/ZAC BROWN BAND,Million Little Bandaids,True To The Song,-,586,526,60,229,204,25,115,6,18,15,75,0.139,0.11,0.029,80,82,31,4,31,7.4,6.6,0.8,63,114,133,39,-,-,68,-,-,-,-,-,-,-,-,-,1704
69,72,69,Yes,KELSEY HART,Life With You,Curb,-,558,417,141,187,134,53,126,11,14,10,26,0.083,0.035,0.048,93,108,25,4,25,7.5,5.4,2.1,73,61,137,35,-,-,69,-,-,-,-,-,-,-,-,-,1966
70,70,70,Yes,ANNIE BOSKO,Neon Baby,Stone Country,-,551,430,121,170,149,21,100,8,15,15,32,0.192,0.091,0.101,76,85,26,3,26,6.3,5.5,0.8,71,70,135,38,-,-,70,-,-,-,-,-,-,-,-,-,2119
48,67,71,,HANNAH ELLIS,Wine Country,Curb,2,492,679,-187,138,218,-80,60,9,13,13,43,0.246,0.317,-0.071,71,68,26,1,26,3.5,5.6,-2.1,69,78,138,35,-,-,71,-,-,-,-,-,-,-,-,-,2450
72,74,72,Yes,CODY JOHNSON,Dirt Cheap,CoJo/Warner/WMN,-,431,332,99,80,53,27,16,20,16,11,17,0.574,0.466,0.108,58,62,17,12,17,4.7,3.1,1.6,72,64,127,47,-,-,72,-,-,-,-,-,-,-,-,-,-
73,115,73,Yes,TIGIRLILY GOLD,I Tried A Ring On,Monument,-,328,65,263,77,24,53,33,8,7,8,21,0.089,0.034,0.055,87,109,13,9,13,5.5,1.7,3.8,77,44,149,23,-,-,73,-,-,-,-,-,-,-,-,-,-
72,75,74,,JAY ALLEN,No Present Like The Time,ONErpm/16camino,-,302,314,-12,112,114,-2,83,8,4,3,14,0.033,0.05,-0.017,116,99,18,0,18,6.2,6.3,-0.1,84,29,162,15,-,-,74,-,-,-,-,-,-,-,-,-,2796
59,71,75,,JOSH ROSS,Trouble,Mercury Nashville,-,301,419,-118,84,128,-44,53,2,6,4,19,0.064,0.127,-0.063,102,80,13,0,13,2.9,4.4,-1.5,81,31,168,12,-,-,75,-,-,-,-,-,-,-,-,-,-
76,-,76,Yes,ED SHEERAN,Shape Of You,Atlantic,-,222,0,222,75,0,75,0,75,0,0,0,0.329,0,0.329,64,506,38,38,38,2,0,2,70,75,119,75,24,8,76,-,45,824,-,-,3233,660,767,329,150
77,92,77,Yes,RANDALL FOWLER,Two Woman Man,Reviver,-,217,163,54,60,45,15,60,0,0,0,0,0.041,0.031,0.01,110,113,15,0,15,4,3,1,579,0,492,0,-,-,77,-,-,-,-,-,-,-,-,-,-
69,96,78,Yes,TAYLOR SWIFT,Mean (Taylor's Version),Republic,-,194,144,50,38,30,8,8,5,13,9,3,0.287,0.186,0.101,67,75,13,5,13,2.1,1.7,0.4,82,30,147,27,-,-,78,-,-,-,-,-,-,-,-,-,-
79,262,79,Yes,CAYLEE HAMMACK,That Dog,Capitol Nashville,-,182,7,175,50,2,48,0,2,0,0,48,0.088,0.009,0.079,89,174,50,50,50,1,0,0.9,75,50,227,2,-,-,79,-,-,-,-,-,-,-,-,-,-
80,264,80,Yes,COLBIE CAILLAT,Wide Open,Blue Jean Baby,-,182,7,175,50,2,48,0,2,0,0,48,0.088,0.009,0.079,88,171,50,50,50,1,0,0.9,74,50,228,2,-,-,80,-,-,-,-,-,-,-,-,-,-
81,263,81,Yes,CAMILLE PARKER,Heartless,---,-,182,7,175,50,2,48,0,2,0,0,48,0.088,0.009,0.079,90,177,50,50,50,1,0,0.9,76,50,229,2,-,-,81,-,-,-,-,-,-,-,-,-,-
81,81,82,Yes,CATIE OFFERMAN,OK Cowboy,MCA Nashville,-,172,185,-13,41,37,4,2,9,22,0,8,0.234,0.218,0.016,72,71,35,32,35,0.7,0.7,0.1,79,39,141,31,-,-,82,-,-,-,-,-,-,-,-,-,-
83,89,83,Yes,ALISON NICHOLS,Hoops,Alison Nichols,-,168,163,5,47,45,2,46,0,0,0,1,0.034,0.031,0.003,115,116,16,1,16,2.9,2.8,0.1,521,1,493,0,-,-,83,-,-,-,-,-,-,-,-,-,-
84,93,84,Yes,CHANCEY WILLIAMS,A Cowboy Who Would,Younger Brothers Records,-,163,158,5,45,44,1,45,0,0,0,0,0.031,0.034,-0.003,121,110,15,0,15,2.8,2.8,0.1,562,0,494,0,-,-,84,-,632,-,-,-,-,-,-,-,-
83,90,85,Yes,RACHEL LIPSKY,Black Magic,Riot South,-,163,163,0,45,45,0,45,0,0,0,0,0.031,0.031,0,119,115,15,0,15,3,3,0,566,0,495,0,-,-,85,-,995,-,-,-,-,-,-,-,-
80,87,86,,AUSTIN SNELL,Pray All The Way Home,River House/WMN,-,163,168,-5,45,46,-1,45,0,0,0,0,0.031,0.033,-0.002,120,112,15,0,15,3,3.1,-0.1,569,0,496,0,-,-,86,-,-,-,-,-,-,-,-,-,-
86,91,87,,TREY LEWIS,Always You,River House Artists,-,161,163,-2,44,45,-1,44,0,0,0,0,0.03,0.031,-0.001,122,114,15,0,15,2.9,3,-0.1,580,0,497,0,-,-,87,-,-,-,-,-,-,-,-,-,-
80,83,88,,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,158,174,-16,25,28,-3,5,3,6,5,6,0.205,0.215,-0.01,75,72,1,0,1,12.5,14,-1.5,88,20,164,14,-,-,88,-,-,-,-,-,-,-,-,-,-
72,88,89,,COLE SWINDELL,How Is She,Warner/WMN,-,157,167,-10,29,31,-2,9,4,6,5,5,0.181,0.205,-0.024,77,74,1,0,1,29,31,-2,89,20,163,15,-,-,89,-,-,-,-,-,-,-,-,-,-
87,95,90,Yes,WYATT FLORES,West Of Tulsa,Island,-,156,148,8,21,20,1,9,0,0,1,11,0.077,0.071,0.006,97,93,2,0,2,10.5,10,0.5,103,12,266,1,-,-,90,-,-,238,-,-,-,-,-,-,-
54,78,91,,THOMPSON SQUARE,Without You,Quartz Hill,-,156,220,-64,25,34,-9,9,1,7,1,7,0.118,0.164,-0.046,83,78,4,0,4,6.3,8.5,-2.3,90,16,175,9,-,-,91,-,-,-,-,-,-,-,-,-,-
92,173,92,Yes,TAYLOR SWIFT,Back To Dec.(Taylor's Version),Republic,-,149,15,134,44,5,39,0,4,1,0,39,0.083,0.022,0.061,94,127,41,38,41,1,0.1,0.9,78,44,192,5,93,-,92,-,-,-,-,-,-,-,-,-,-
93,97,93,Yes,RED CLAY STRAYS,Wondering Why,---,-,145,140,5,23,23,0,1,0,8,10,4,0.27,0.251,0.019,69,70,1,0,1,11.5,11.5,0,87,22,155,18,-,-,93,-,-,15,-,-,-,-,-,-,963
90,111,94,Yes,WAYLAND,Way Back When,---,-,143,94,49,40,26,14,40,0,0,0,0,0.026,0.017,0.009,129,141,13,0,13,3.1,2,1.1,564,0,498,0,-,-,94,-,-,-,-,-,-,-,-,-,-
95,114,95,Yes,REDFERRIN,Jack And Diet Coke,Warner Music Nashville,-,135,70,65,43,26,17,9,0,6,7,21,0.124,0.085,0.039,82,86,12,10,12,3.6,2.2,1.4,80,34,165,13,-,-,95,-,-,-,-,-,-,-,-,-,-
83,94,96,,DYLAN GOSSETT,Coal,Big Loud/Mercury/Republic,-,125,149,-24,15,18,-3,11,0,0,0,4,0.037,0.074,-0.037,111,92,1,0,1,15,18,-3,156,4,499,0,-,-,96,-,-,56,-,-,-,-,-,-,-
10,82,97,,KEITH URBAN,Brown Eyes Baby,Capitol Nashville,48,121,181,-60,17,31,-14,2,2,5,4,4,0.161,0.211,-0.05,78,73,2,0,2,1.7,3.1,-1.4,95,15,170,11,-,-,97,-,-,-,-,-,-,-,-,-,-
98,-,98,Yes,ALLI WALKER,I Like Big Trucks,Alli Walker Music,-,116,0,116,14,0,14,8,0,0,0,6,0.045,0,0.045,108,561,1,1,1,14,0,14,139,6,500,0,-,-,98,-,-,-,-,-,-,-,-,-,-
85,104,99,Yes,CONNER SWEET,She's Gotta Know,Sweet Music,-,108,108,0,30,30,0,30,0,0,0,0,0.02,0.02,0,143,135,15,0,15,2,2,0,563,0,501,0,-,-,99,-,-,-,-,-,-,-,-,-,-
79,80,100,,CALEB LEE HUTCHINSON,Silverado,Country Reborn,-,108,217,-109,30,60,-30,30,0,0,0,0,0.02,0.041,-0.021,139,104,15,0,15,2,4,-2,567,0,502,0,-,-,100,-,-,-,-,-,-,-,-,-,-
101,102,101,,NATE SMITH,Chasing Cars,RCA Nashville,-,107,112,-5,30,38,-8,0,20,0,0,10,0.126,0.166,-0.04,81,77,26,9,26,0.6,0.8,-0.2,83,30,153,20,-,-,101,-,-,-,-,-,-,-,-,-,-
78,79,102,,ERIC BURGETT,But A Beer Can,Bow To Stern,-,107,217,-110,29,60,-31,29,0,0,0,0,0.02,0.041,-0.021,138,103,15,0,15,1.9,4,-2.1,571,0,503,0,-,-,102,-,-,-,-,-,-,-,-,-,-
