PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
68,99,103,,MICKEY GUYTON,Nothing Compares To..f/K.Brown,Capitol Nashville,-,104,130,-26,19,29,-10,12,2,0,2,3,0.003,0.009,-0.006,385,173,4,0,4,2.4,3.6,-1.3,126,7,199,4,-,-,103,-,-,-,-,-,-,-,-,-,-
104,-,104,Yes,EAMON OWEN,Takin' Turns,---,-,100,0,100,28,0,28,28,0,0,0,0,0.019,0,0.019,145,474,14,14,14,2,0,2,550,0,504,0,-,-,104,-,-,-,-,-,-,-,-,-,-
105,118,105,Yes,BRIAN KELLEY,"Trucks, Ducks, Bucks & Beer",Big Machine,-,99,52,47,15,8,7,5,3,1,3,3,0.013,0.005,0.008,178,218,3,2,3,3.8,2,1.8,105,10,183,7,-,-,105,-,-,-,-,-,-,-,-,-,-
106,105,106,,COLE SWINDELL,3 Feet Tall,Warner/WMN,-,99,106,-7,13,14,-1,6,0,0,2,5,0.086,0.085,0.001,92,87,1,0,1,13,14,-1,128,7,230,2,-,-,106,-,-,-,-,-,-,-,-,-,-
35,110,107,Yes,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,96,94,2,24,23,1,11,2,6,2,3,0.087,0.077,0.01,91,89,4,0,4,6,5.8,0.3,100,13,173,10,-,-,107,-,-,-,-,-,-,-,-,-,-
103,103,108,,THE FRONTMEN,I Need You,BBR Music Group,-,91,109,-18,15,16,-1,9,1,0,1,4,0.053,0.084,-0.031,104,88,2,0,2,7.5,8,-0.5,134,6,231,2,-,-,108,-,-,-,-,-,-,-,-,-,-
91,100,109,,TAYLOR SWIFT,Mine (Taylor's Version),Republic,-,90,118,-28,17,23,-6,2,3,6,3,3,0.148,0.151,-0.003,79,79,6,1,6,2.1,2.9,-0.8,92,15,169,12,58,224,109,-,-,-,-,-,-,-,-,-,-
98,161,110,Yes,12/OC,Forever Bound,---,-,86,22,64,32,8,24,8,3,7,7,7,0.077,0.029,0.048,96,119,1,0,1,32,8,24,85,24,160,17,-,-,110,-,-,-,-,-,-,-,-,-,-
48,107,111,,EASTON CORBIN,Marry That Girl,Stone Country,8,77,104,-27,15,25,-10,10,1,0,1,3,0.019,0.011,0.008,144,162,6,1,6,1.7,2.8,-1.1,152,5,232,2,-,-,111,-,-,-,-,-,-,-,-,-,-
72,113,112,Yes,FLORIDA GEORGIA LINE,Colorado,BMLG,-,74,72,2,18,17,1,3,2,7,4,2,0.108,0.105,0.003,86,83,2,0,2,9,8.5,0.5,91,15,166,13,-,-,112,-,-,-,-,-,-,-,-,-,-
99,98,113,,NATE SMITH,Heart Shaped Box,RCA Nashville,-,74,140,-66,22,45,-23,0,22,0,0,0,0.116,0.183,-0.067,85,76,22,2,22,0.5,1,-0.5,86,22,151,22,-,-,113,-,-,-,-,-,-,-,-,-,-
105,112,114,,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,73,83,-10,14,16,-2,0,2,5,3,4,0.116,0.123,-0.007,84,81,1,0,1,14,16,-2,98,14,174,10,-,-,114,-,-,573,-,-,-,-,-,-,-
115,-,115,Yes,CRAIG MORGAN & JELLY ROLL,Almost Home,Broken Bow,-,69,0,69,14,0,14,0,0,0,0,14,0.037,0,0.037,112,461,7,7,7,2,0,2,96,14,505,0,-,-,115,-,-,-,-,-,-,-,-,-,-
90,-,116,Yes,MORGAN WALLEN,Tennessee Numbers,Big Loud/Mercury/Republic,-,67,0,67,14,0,14,0,0,0,0,14,0.045,0,0.045,109,567,14,14,14,1,0,1,97,14,506,0,-,-,116,-,-,-,-,-,-,-,-,-,-
52,126,117,Yes,CODY JOHNSON,With You I Am,Cojo Music,-,63,41,22,9,7,2,1,1,2,2,3,0.073,0.062,0.011,98,96,3,1,3,3,2.3,0.7,117,8,193,5,-,-,117,-,-,-,-,-,-,-,-,-,-
116,116,118,,PRISCILLA BLOCK,Fake Names,Mercury Nashville,-,59,62,-3,21,22,-1,6,1,5,5,4,0.069,0.074,-0.005,100,91,1,0,1,21,22,-1,94,15,171,11,-,-,118,-,-,-,-,-,-,-,-,-,-
64,76,119,,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,58,258,-200,26,90,-64,14,2,2,0,8,0.012,0.021,-0.009,183,130,5,0,5,1.9,6.4,-4.6,102,12,200,4,-,-,119,-,-,-,-,-,-,-,-,-,-
30,140,120,Yes,MICHAEL RAY,Holy Water,Warner/WEA,29,57,35,22,10,6,4,3,1,3,2,1,0.069,0.046,0.023,101,101,2,1,2,5,3,2,119,7,187,6,-,-,120,-,-,-,-,-,-,-,-,-,-
78,128,121,Yes,CHRIS STAPLETON,The Star-Spangled Banner,---,-,54,41,13,15,12,3,4,2,8,1,0,0.079,0.043,0.036,95,102,15,11,15,0.7,0.5,0.1,104,11,172,11,-,-,121,-,234,-,-,539,-,-,-,-,-
122,-,122,Yes,LARRY FLEET,25-8,Big Loud,-,52,0,52,10,0,10,0,0,0,1,9,0.034,0,0.034,114,372,1,1,1,10,0,10,106,10,267,1,-,-,122,-,-,-,-,-,-,-,-,-,-
117,117,123,Yes,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,47,53,-6,14,14,0,9,0,0,1,4,0.02,0.026,-0.006,140,120,3,1,3,4.7,4.7,0,148,5,268,1,-,-,123,-,-,-,-,-,-,-,-,-,-
95,108,124,,JAKE BANFIELD,Oklahoma Sooner,Jake Banfield Music,-,46,99,-53,12,26,-14,7,1,0,0,4,0.025,0.101,-0.076,130,84,1,0,1,12,26,-14,142,5,269,1,-,-,124,-,-,-,-,-,-,-,-,-,-
125,483,125,Yes,LARRY FLEET,Things I Take For Granted,Big Loud,-,44,3,41,15,1,14,3,2,5,2,3,0.051,0.005,0.046,105,217,6,5,6,2.5,0.2,2.3,101,12,176,9,-,-,125,-,-,-,-,-,-,-,-,-,-
126,144,126,Yes,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,44,32,12,7,5,2,5,0,0,0,2,0.011,0.036,-0.025,186,107,1,0,1,7,5,2,212,2,507,0,-,-,126,-,-,-,-,-,-,-,-,-,-
37,120,127,,RILEY GREEN,If It Wasn't For Trucks,BMLG,19,43,48,-5,23,25,-2,15,1,0,1,6,0.011,0.022,-0.011,185,125,8,1,8,2.6,2.8,-0.2,114,8,233,2,-,-,127,-,-,-,-,-,-,-,-,-,-
80,145,128,Yes,ELLE KING,Tulsa,RCA/Columbia Nashville,-,42,32,10,13,10,3,4,2,4,1,2,0.049,0.033,0.016,107,111,1,0,1,13,10,3,110,9,184,7,-,-,128,-,-,-,-,-,-,-,-,-,-
31,127,129,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,40,41,-1,19,21,-2,4,4,4,5,2,0.029,0.024,0.005,124,122,3,1,3,6.3,7,-0.7,93,15,167,13,-,-,129,-,-,-,-,-,-,-,-,-,-
130,-,130,Yes,AVERY ANNA,Narcissist,Warner Music Nashville,-,39,0,39,9,0,9,0,3,2,3,1,0.06,0,0.06,103,286,1,1,1,9,0,9,113,9,179,8,-,323,130,-,-,-,-,-,-,-,-,-,-
78,119,131,,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,38,49,-11,8,10,-2,3,1,2,1,1,0.008,0,0.008,209,508,2,1,2,4,5,-1,145,5,201,4,-,-,131,-,-,-,-,-,-,-,-,-,-
115,168,132,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,36,17,19,10,6,4,2,1,1,2,4,0.031,0.021,0.01,118,129,3,1,3,3.3,2,1.3,115,8,202,4,-,-,132,-,-,-,-,-,-,-,-,-,-
99,125,133,,ALANA SPRINGSTEEN,goodbye looks good on you,Columbia,-,36,41,-5,15,17,-2,8,0,1,2,4,0.026,0.025,0.001,128,121,1,0,1,15,17,-2,130,7,211,3,-,-,133,-,-,-,-,-,-,-,-,-,-
134,826,134,Yes,CRAIG MORGAN & GARY LEVOX,That's What I Love About Sun.,Broken Bow,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,154,458,7,7,7,1,0,1,125,7,508,0,-,-,134,-,-,-,-,-,-,-,-,-,-
99,833,135,Yes,CHRIS LANE,Stop Coming Over,Big Loud,-,35,0,35,7,0,7,1,0,0,0,6,0.013,0,0.013,179,434,7,7,7,1,0,1,140,6,509,0,-,-,135,-,-,-,-,-,-,-,-,-,-
136,-,136,Yes,CRAIG MORGAN & LUKE COMBS,Raise The Bar,Broken Bow,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,156,460,7,7,7,1,0,1,133,7,510,0,-,-,136,-,-,-,-,-,-,-,-,-,-
62,-,137,Yes,ADAM DOLEAC,Drinkin' It Wrong,Arista Nashville,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,148,349,7,7,7,1,0,1,124,7,511,0,-,-,137,-,-,-,-,-,-,-,-,-,-
138,-,138,Yes,CRAIG MORGAN & BLAKE SHELTON,Redneck Yacht Club,Broken Bow,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,157,462,7,7,7,1,0,1,123,7,512,0,-,-,138,-,-,-,-,-,-,-,-,-,-
139,-,139,Yes,CRAIG MORGAN & LAINEY WILSON,International Harvester,Broken Bow,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,155,459,7,7,7,1,0,1,120,7,513,0,-,-,139,-,-,-,-,-,-,-,-,-,-
82,139,140,Yes,ASHLEY MCBRYDE,When Will I Be Loved,Warner/WMN,-,35,35,0,7,7,0,0,0,0,0,7,0.018,0.018,0,153,138,7,0,7,1,1,0,131,7,514,0,-,-,140,-,-,-,-,-,-,-,-,-,-
76,135,141,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,35,35,0,5,5,0,2,0,1,1,1,0,0,0,496,308,1,0,1,5,5,0,179,3,234,2,-,-,141,-,-,-,-,-,-,-,-,-,-
67,131,142,,GEORGE BIRGE,"Beer Beer, Truck Truck",RECORDS Nashville,-,35,38,-3,7,11,-4,0,0,0,0,7,0.018,0.058,-0.04,147,97,7,5,7,0.4,0.7,-0.3,118,7,515,0,-,-,142,-,-,-,-,-,-,-,-,-,-
46,109,143,,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,35,97,-62,7,18,-11,0,0,0,0,7,0.018,0.037,-0.019,158,106,7,0,7,0.9,2.3,-1.4,127,7,516,0,-,-,143,-,-,-,-,-,-,-,-,-,-
61,106,144,,ERIN KINSEY,Just Drive,RECORDS Nashville,-,35,104,-69,7,21,-14,0,0,0,0,7,0.018,0.055,-0.037,152,98,7,0,7,1,3,-2,121,7,517,0,-,-,144,-,-,-,-,-,-,-,-,-,-
127,143,145,Yes,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,33,33,0,15,15,0,5,0,2,2,6,0.022,0.021,0.001,135,128,1,0,1,15,15,0,107,10,203,4,-,-,145,-,-,-,-,-,-,-,-,-,-
146,391,146,Yes,MIDLAND,Up In Texas,Big Machine,-,32,4,28,5,1,4,1,0,0,3,1,0.05,0.003,0.047,106,244,1,1,1,2.5,0.5,2,155,4,212,3,-,-,146,-,-,-,-,-,-,-,-,-,-
95,146,147,Yes,DAN + SHAY,Bigger Houses,Warner/WAR,-,32,32,0,11,9,2,2,1,2,0,6,0.026,0.04,-0.014,127,105,5,4,5,1.1,0.9,0.2,109,9,213,3,-,-,147,-,-,-,-,-,-,-,-,-,-
25,142,148,Yes,DILLON CARMICHAEL,Son Of A,Riser House,49,32,34,-2,7,7,0,3,1,1,1,1,0.016,0.015,0.001,163,145,2,0,2,2.3,2.3,0,154,4,214,3,-,-,148,-,-,-,-,-,-,-,-,-,-
149,158,149,Yes,FRANK VIEIRA,Holy Smoke,---,-,31,25,6,11,9,2,8,0,0,0,3,0.01,0.009,0.001,196,178,1,0,1,11,9,2,164,3,518,0,-,-,149,-,-,-,-,-,-,-,-,-,-
80,129,150,,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,31,39,-8,14,17,-3,1,0,4,3,6,0.03,0.05,-0.02,123,100,3,0,3,3.5,4.3,-0.8,99,13,185,7,-,-,150,-,-,-,-,-,-,-,-,-,-
56,162,151,Yes,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,29,21,8,8,5,3,3,3,1,1,0,0.026,0.023,0.003,126,123,4,3,4,1.6,1,0.6,147,5,194,5,-,-,151,-,-,-,-,-,-,-,-,-,-
54,229,152,Yes,WALKER HAYES,Good With Me,RCA/Monument,-,28,9,19,6,2,4,4,2,0,0,0,0.015,0.001,0.014,169,264,3,1,3,2,0.7,1.3,191,2,235,2,-,-,152,-,-,-,-,-,-,-,-,-,-
136,136,153,,DAVID J,After We Broke Up,Sony Music Nashville,-,28,35,-7,8,10,-2,8,0,0,0,0,0.002,0.002,0,443,253,1,0,1,8,10,-2,554,0,519,0,-,56,153,-,-,-,-,-,-,-,-,-,-
65,150,154,,RYAN GRIFFIN,Heart To Break,Red Street,-,27,28,-1,19,20,-1,10,0,4,2,3,0.01,0.008,0.002,192,182,1,0,1,19,20,-1,111,9,188,6,-,-,154,-,-,-,-,-,-,-,-,-,-
154,154,155,Yes,MEREDITH FOSTER,I'm Not Blonde,Wildwood,-,26,26,0,12,12,0,3,0,2,1,6,0.018,0.02,-0.002,149,133,1,0,1,12,12,0,108,9,215,3,-,-,155,-,-,-,-,-,-,-,-,-,-
122,147,156,,ELLA LANGLEY & KOE WETZEL,That's Why We Fight,SAWGOD/Columbia,-,26,29,-3,12,13,-1,4,1,2,2,3,0.022,0.02,0.002,136,134,1,0,1,12,13,-1,116,8,195,5,-,-,156,-,-,-,-,-,-,-,-,-,-
45,160,157,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,24,24,0,3,3,0,1,0,1,0,1,0.224,0.507,-0.283,74,59,1,0,1,3,3,0,182,2,270,1,-,-,157,-,-,-,-,-,-,-,-,-,-
158,261,158,Yes,SCOTTY MCCREERY,Can't Pass The Bar,Triple Tigers,-,23,7,16,10,7,3,1,3,2,4,0,0.025,0,0.025,131,446,6,4,6,1.7,1.2,0.5,112,9,177,9,-,-,158,-,-,-,-,-,-,-,-,-,-
59,183,159,Yes,CODY JOHNSON,Wild As You,Cojo Music,-,22,13,9,7,6,1,2,0,1,1,3,0.014,0.012,0.002,173,158,2,1,2,3.5,3,0.5,144,5,236,2,-,-,159,-,-,-,-,-,-,-,-,-,-
48,153,160,,DIERKS BENTLEY,Something Real,Capitol Nashville,4,21,26,-5,8,10,-2,5,0,0,0,3,0.006,0.007,-0.001,229,186,1,0,1,8,10,-2,176,3,520,0,-,-,160,-,-,-,-,-,-,-,-,-,-
24,225,161,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,20,9,11,5,3,2,0,1,3,1,0,0.033,0.008,0.025,117,179,2,1,2,1.3,0.8,0.5,150,5,196,5,-,-,161,-,-,-,-,-,-,-,-,-,-
72,204,162,Yes,CODY JINKS,Loud And Heavy,Late August/16camino,-,19,11,8,6,5,1,3,0,2,0,1,0.01,0.012,-0.002,193,157,2,1,2,3,2.5,0.5,170,3,237,2,-,-,162,-,-,-,-,-,-,-,-,-,-
111,203,163,Yes,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,19,11,8,4,3,1,1,1,2,0,0,0.024,0.011,0.013,132,165,4,4,4,0.6,0.4,0.1,167,3,216,3,-,-,163,-,-,-,-,-,-,-,-,-,-
89,170,164,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,19,16,3,6,5,1,0,0,0,0,6,0.008,0.007,0.001,210,187,1,0,1,6,5,1,135,6,521,0,-,-,164,-,-,3779,-,-,-,-,-,-,-
101,165,165,Yes,JOSH ABBOTT BAND,Settle Me Down,Pretty Damn Tough,-,19,17,2,3,2,1,1,0,0,0,2,0.003,0,0.003,395,416,3,2,3,1,0.7,0.3,192,2,522,0,-,-,165,-,-,-,-,-,-,-,-,-,-
157,157,166,,BRAXTON KEITH,A Little Bit Closer,Torrez Music Group,-,19,25,-6,3,4,-1,3,0,0,0,0,0.002,0.017,-0.015,446,139,1,0,1,3,4,-1,577,0,523,0,-,-,166,-,-,-,-,-,-,-,-,-,-
167,209,167,Yes,ADAM DOLEAC,Ain't She,Mom & Daddy's Money,-,18,10,8,7,4,3,0,0,6,0,1,0.034,0.022,0.012,113,124,1,0,1,7,4,3,132,7,189,6,-,-,167,-,-,-,-,-,-,-,-,-,-
47,134,168,,ASHLEY COOKE & BRETT YOUNG,Never Til Now,Big Loud/Back Blocks/BMLG,6,18,35,-17,4,7,-3,1,1,0,1,1,0.071,0.018,0.053,99,137,2,2,2,0.4,0.8,-0.3,174,3,238,2,-,-,168,-,-,-,-,-,-,-,-,-,-
112,797,169,Yes,MAREN MORRIS,Star Spangled Banner,---,-,17,0,17,3,0,3,1,1,1,0,0,0.02,0,0.02,141,464,3,3,3,1,0,1,196,2,239,2,-,-,169,-,-,-,-,-,-,-,-,-,-
112,807,170,Yes,RANDALL KING,Record High,Warner/WMN,-,17,0,17,2,0,2,0,0,0,0,2,0,0,0,532,427,1,1,1,2,0,2,199,2,524,0,-,-,170,-,-,-,-,-,-,-,-,-,-
77,219,171,Yes,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,17,10,7,7,10,-3,2,1,2,1,1,0.016,0,0.016,164,393,3,2,3,2.3,3.3,-1,141,5,204,4,-,-,171,-,-,-,-,-,-,-,-,-,-
78,206,172,Yes,TEDDY ROBB,Question The Universe,---,-,16,11,5,3,2,1,3,0,0,0,0,0.002,0.001,0.001,451,271,1,0,1,3,2,1,565,0,525,0,-,-,172,-,-,-,-,-,-,-,-,-,-
85,196,173,Yes,ZACH BRYAN,Oklahoma Smokeshow,Warner,-,16,12,4,5,5,0,0,1,2,1,1,0.027,0.012,0.015,125,156,2,1,2,2.5,2.5,0,143,5,205,4,-,-,173,-,-,-,-,-,-,-,-,-,-
48,194,174,Yes,NEON UNION,Bout Damn Time,Red Street,5,16,13,3,7,7,0,1,1,1,2,2,0.017,0.011,0.006,161,164,2,1,2,3.5,3.5,0,136,6,206,4,-,-,174,-,-,-,-,-,-,-,-,-,-
83,186,175,Yes,KANE BROWN,Leave You Alone,RCA Nashville,-,16,13,3,5,4,1,0,5,0,0,0,0.023,0.011,0.012,133,161,5,1,5,1,0.8,0.2,149,5,197,5,-,-,175,-,-,-,-,-,-,-,-,-,-
49,164,176,,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,16,18,-2,6,7,-1,0,0,0,0,6,0.008,0.065,-0.057,205,95,6,2,6,0.9,1,-0.1,137,6,526,0,-,-,176,-,-,-,-,-,-,-,-,-,-
70,218,177,Yes,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,15,10,5,3,2,1,0,2,1,0,0,0,0,0,509,352,1,0,1,3,2,1,165,3,217,3,-,-,177,-,-,-,-,-,-,-,-,-,-
145,205,178,Yes,CARTER FAITH,Wild,Suburban Heartbreak,-,15,11,4,7,5,2,3,0,0,2,2,0.01,0.009,0.001,190,172,1,0,1,7,5,2,158,4,240,2,-,-,178,-,-,-,-,-,-,-,-,-,-
68,172,179,Yes,LUKE COMBS,"Houston, We Got A Problem",River House/Columbia,-,15,15,0,7,7,0,0,0,3,0,4,0.017,0.015,0.002,160,147,1,0,1,7,7,0,122,7,218,3,-,-,179,-,-,-,-,-,-,-,-,-,-
85,171,180,Yes,LAINEY WILSON,Sayin' What I'm Thinkin',Broken Bow,-,15,15,0,7,7,0,1,0,1,2,3,0.014,0.014,0,175,152,1,0,1,7,7,0,138,6,219,3,-,-,180,-,-,-,-,-,-,-,-,-,-
89,176,181,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,15,0,3,3,0,0,0,0,1,2,0,0,0,486,276,1,0,1,3,3,0,169,3,271,1,-,-,181,-,-,-,-,-,-,-,-,-,-
167,167,182,,ZACH BRYAN,Holy Roller f/Sierra Ferrell,Warner,-,15,17,-2,7,8,-1,0,0,1,1,5,0.012,0.008,0.004,182,180,1,0,1,7,8,-1,129,7,241,2,-,-,182,-,-,-,-,-,-,-,-,-,-
79,151,183,,ZACH BRYAN,Sun To Me,Warner,-,15,28,-13,7,11,-4,2,1,2,1,1,0.016,0.016,0,162,142,1,0,1,3.5,5.5,-2,146,5,207,4,-,-,183,-,-,-,-,-,-,-,-,-,-
119,352,184,Yes,RONNIE MILSAP,Stranger In My House f/L.Bryan,Riser House Records,-,14,5,9,3,1,2,1,0,2,0,0,0.023,0.009,0.014,134,176,1,0,1,3,1,2,189,2,242,2,-,-,184,-,-,-,-,-,-,-,-,-,-
69,180,185,Yes,DIPLO & MORGAN WALLEN,Heartless (f/Julia Michaels),Columbia,-,14,14,0,5,4,1,2,1,2,0,0,0.008,0.001,0.007,202,261,2,0,2,2.5,2,0.5,175,3,220,3,-,1322,185,-,888,-,-,-,-,-,-,-,-
141,199,186,Yes,JEREMY MCCOMB,No Yesterday,Average Joes,-,13,11,2,7,6,1,3,2,1,1,0,0.011,0.012,-0.001,187,160,1,0,1,7,6,1,159,4,208,4,-,-,186,-,-,-,-,-,-,-,-,-,-
73,195,187,,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,12,13,-1,5,6,-1,5,0,0,0,0,0.001,0.001,0,469,266,1,0,1,2.5,3,-0.5,548,0,527,0,-,-,187,-,-,-,-,-,-,-,-,-,-
130,200,188,Yes,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,11,11,0,5,5,0,1,0,2,0,2,0.011,0.01,0.001,184,169,1,0,1,5,5,0,161,4,243,2,-,-,188,-,-,-,-,-,-,-,-,-,-
156,202,189,Yes,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,11,11,0,5,5,0,0,0,0,0,5,0.005,0.005,0,296,215,5,0,5,1,1,0,151,5,528,0,-,-,189,-,-,-,-,-,-,-,-,-,-
111,-,190,Yes,RANDALL KING,You In A Honky Tonk,Warner/WAR,-,11,0,11,2,0,2,0,0,0,1,1,0.018,0,0.018,151,428,2,2,2,1,0,1,205,2,272,1,-,-,190,-,-,-,-,-,-,-,-,-,-
85,193,191,,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,11,13,-2,5,6,-1,2,0,1,0,2,0.006,0.01,-0.004,244,170,1,0,1,5,6,-1,181,3,273,1,-,-,191,-,-,-,-,-,-,-,-,-,-
68,177,192,,AARON LEWIS,That Ain't Country,Dot,-,11,15,-4,5,7,-2,2,0,0,3,0,0.01,0.012,-0.002,194,159,1,0,1,5,7,-2,163,3,221,3,-,-,192,-,-,-,-,-,-,-,-,-,-
128,174,193,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,11,15,-4,3,3,0,1,0,2,0,0,0.019,0.022,-0.003,146,126,3,2,3,0.6,0.6,0,210,2,244,2,-,-,193,-,-,-,-,-,-,-,-,-,-
105,163,194,,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,11,18,-7,3,5,-2,0,0,2,1,0,0.021,0.02,0.001,137,131,3,1,3,0.5,0.8,-0.3,177,3,222,3,-,-,194,-,-,-,-,-,-,-,-,-,-
109,426,195,Yes,MORGAN WALLEN,Cover Me Up,Big Loud/Republic,-,10,4,6,5,2,3,1,1,0,3,0,0.009,0.004,0.005,200,226,2,1,2,1.7,0.7,1,160,4,209,4,-,-,195,-,-,-,-,-,-,-,-,-,-
196,414,196,Yes,JON WOLFE,If I Had A Bar,Fool Hearted Productions,-,10,4,6,2,1,1,0,0,0,1,1,0.018,0.003,0.015,159,251,2,1,2,1,0.5,0.5,217,2,274,1,-,-,196,-,-,-,-,-,-,-,-,-,-
154,-,197,Yes,JORDAN DAVIS,A Little Lime,MCA Nashville,-,10,0,10,4,0,4,0,0,0,0,4,0.005,0,0.005,297,344,4,4,4,1,0,1,157,4,529,0,-,-,197,-,-,-,-,-,-,-,-,-,-
198,-,198,Yes,CHRIS KROEZE,Crushin' Cans f/Nick Hoffman,Chris Kroeze,-,10,0,10,2,0,2,1,0,0,0,1,0.002,0,0.002,447,433,2,2,2,1,0,1,374,1,530,0,-,-,198,-,-,-,-,-,-,-,-,-,-
68,214,199,Yes,CRAIG MORGAN,"The Father, My Son, And The...",Broken Bow,-,10,10,0,2,2,0,2,0,0,0,0,0,0,0,539,457,1,0,1,2,2,0,557,0,531,0,-,-,199,-,-,-,-,-,-,-,-,-,-
93,213,200,Yes,FOR KING & COUNTRY,God Only Knows,Curb Word,-,10,10,0,2,2,0,1,0,1,0,0,0,0,0,516,375,1,0,1,2,2,0,241,1,275,1,1824,-,200,-,-,-,-,-,-,-,-,-,-
176,-,201,Yes,BLAKE SHELTON,Honey Bee (Live 2017),Warner Bros./WMN,-,10,0,10,1,0,1,0,0,0,1,0,0.02,0,0.02,142,507,1,1,1,1,0,1,262,1,276,1,-,-,201,-,-,-,-,-,-,-,-,-,-
58,197,202,,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,10,11,-1,2,3,-1,0,1,0,1,0,0,0.003,-0.003,534,242,1,0,1,0.7,1,-0.3,186,2,245,2,-,-,202,-,-,-,-,-,-,-,-,-,-
77,175,203,,TIM DUGGER,You're Gonna Love Me,MCC/Curb,-,10,15,-5,2,3,-1,2,0,0,0,0,0,0,0,510,353,1,0,1,2,3,-1,576,0,532,0,-,-,203,-,-,-,-,-,-,-,-,-,-
37,124,204,,TIGIRLILY GOLD,Shoot Tequila,Monument,-,10,42,-32,3,8,-5,0,0,0,3,0,0.014,0.019,-0.005,174,136,1,0,1,1.5,4,-2.5,172,3,223,3,-,-,204,-,-,-,-,-,-,-,-,-,-
52,811,205,Yes,RYAN GRIFFIN,"Salt, Lime & Tequila",Red Street,-,9,0,9,2,0,2,1,0,1,0,0,0.009,0,0.009,198,383,1,1,1,2,0,2,474,1,277,1,-,-,205,-,-,-,-,-,-,-,-,-,-
206,687,206,Yes,SOUND,All Things,New Day,-,9,0,9,2,0,2,0,2,0,0,0,0.006,0,0.006,275,521,2,2,2,1,0,1,211,2,246,2,-,-,206,-,-,-,-,-,-,-,-,-,-
170,685,207,Yes,KOE WETZEL,Good Die Young,Columbia,-,9,0,9,2,0,2,0,0,0,0,2,0.006,0,0.006,262,432,2,2,2,1,0,1,184,2,533,0,-,-,207,-,-,-,-,-,-,-,-,-,-
159,425,208,Yes,TANNER ADELL,Love You A Little Bit,Columbia,-,9,4,5,4,2,2,3,0,0,0,1,0.002,0.001,0.001,434,259,1,0,1,4,2,2,291,1,534,0,-,-,208,-,-,-,-,-,-,-,-,-,-
209,402,209,Yes,JUSTIFIED QUARTET,Turn Your Back,Big Picture,-,9,4,5,2,1,1,0,2,0,0,0,0.013,0.006,0.007,177,201,1,0,1,2,1,1,194,2,247,2,-,-,209,-,-,-,-,-,-,-,-,-,-
135,420,210,Yes,JOE PETERS,Buckles And Broken Hearts,---,-,9,4,5,2,1,1,0,0,1,0,1,0.01,0,0.01,195,482,1,0,1,2,1,1,204,2,278,1,-,-,210,-,-,-,-,-,-,-,-,-,-
84,299,211,Yes,ZACH BRYAN,Hey Driver f/The War & Treaty,Warner,-,9,5,4,4,1,3,1,0,1,0,2,0.006,0.003,0.003,234,234,2,2,2,1.3,0.3,1,166,3,279,1,-,-,211,-,-,226,-,-,-,-,-,-,-
121,224,212,Yes,TYLER CHILDERS,Whitehouse Road,HickmanHoll/Thirty Tigers,-,9,9,0,4,4,0,0,1,0,0,3,0.006,0.006,0,235,192,2,0,2,2,2,0,153,4,280,1,-,-,212,-,-,2151,-,-,-,-,-,-,-
