PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
103,-,103,Yes,NATE SMITH,Chasing Cars,RCA Nashville,-,112,0,112,38,0,38,0,38,0,0,0,0.166,0,0.166,80,517,38,38,38,1,0,1,81,38,140,38,-,-,103,-,-,-,-,-,-,-,-,-,-
103,103,104,Yes,THE FRONTMEN,I Need You,BBR Music Group,-,109,98,11,16,15,1,8,0,2,1,5,0.084,0.046,0.038,92,108,2,0,2,8,7.5,0.5,120,8,219,3,-,-,104,-,-,-,-,-,-,-,-,-,-
85,100,105,Yes,CONNER SWEET,She's Gotta Know,Sweet Music,-,108,108,0,30,30,0,30,0,0,0,0,0.02,0.02,0,149,139,15,0,15,2,2,0,567,0,501,0,-,-,105,-,-,-,-,-,-,-,-,-,-
106,120,106,Yes,COLE SWINDELL,3 Feet Tall,Warner/WMN,-,106,68,38,14,9,5,7,0,2,0,5,0.085,0.048,0.037,90,107,1,0,1,14,9,5,132,7,237,2,-,-,106,-,-,-,-,-,-,-,-,-,-
61,-,107,Yes,ERIN KINSEY,Just Drive,RECORDS Nashville,-,104,0,104,21,0,21,0,0,0,0,21,0.055,0,0.055,107,437,7,7,7,3,0,3,90,21,502,0,-,-,107,-,-,-,-,-,-,-,-,-,-
95,95,108,,JAKE BANFIELD,Oklahoma Sooner,Jake Banfield Music,-,99,125,-26,26,33,-7,9,4,4,4,5,0.101,0.15,-0.049,87,80,1,0,1,26,33,-7,95,17,171,12,-,-,108,-,-,-,-,-,-,-,-,-,-
46,107,109,Yes,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,97,86,11,18,18,0,1,0,1,1,15,0.037,0.039,-0.002,114,111,8,0,8,2,2,0,97,17,238,2,-,-,109,-,-,-,-,-,-,-,-,-,-
35,115,110,Yes,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,94,71,23,23,18,5,8,1,3,5,6,0.077,0.063,0.014,95,102,4,0,4,5.8,4.5,1.3,101,15,184,9,-,-,110,-,-,-,-,-,-,-,-,-,-
90,90,111,,WAYLAND,Way Back When,---,-,94,142,-48,26,39,-13,26,0,0,0,0,0.017,0.026,-0.009,159,125,13,0,13,2,3,-1,540,0,503,0,-,-,111,-,-,-,-,-,-,-,-,-,-
105,105,112,,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,83,94,-11,16,18,-2,1,3,4,4,4,0.123,0.144,-0.021,84,82,1,0,1,16,18,-2,100,15,176,11,-,-,112,-,-,418,-,-,-,-,-,-,-
72,119,113,Yes,FLORIDA GEORGIA LINE,Colorado,BMLG,-,72,68,4,17,18,-1,1,3,4,5,4,0.105,0.092,0.013,86,92,2,0,2,8.5,9,-0.5,98,16,172,12,-,-,113,-,-,-,-,-,-,-,-,-,-
114,122,114,Yes,REDFERRIN,Jack And Diet Coke,Warner Music Nashville,-,70,67,3,26,23,3,6,1,7,5,7,0.085,0.079,0.006,89,95,2,1,2,8.7,7.7,1,91,20,168,13,-,-,114,-,-,-,-,-,-,-,-,-,-
115,-,115,Yes,TIGIRLILY GOLD,I Tried A Ring On,Monument,-,65,0,65,24,0,24,9,3,2,2,8,0.034,0,0.034,118,533,5,5,5,4.8,0,4.8,102,15,189,7,-,-,115,-,-,-,-,-,-,-,-,-,-
116,123,116,Yes,PRISCILLA BLOCK,Fake Names,Mercury Nashville,-,62,62,0,22,22,0,5,2,5,5,5,0.074,0.067,0.007,97,99,1,0,1,22,22,0,96,17,173,12,-,-,116,-,-,-,-,-,-,-,-,-,-
117,127,117,Yes,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,53,58,-5,14,14,0,11,0,0,1,2,0.026,0.013,0.013,131,156,2,0,2,7,7,0,181,3,289,1,-,-,117,-,-,-,-,-,-,-,-,-,-
118,-,118,Yes,BRIAN KELLEY,"Trucks, Ducks, Bucks & Beer",Big Machine,-,52,0,52,8,0,8,2,1,3,1,1,0.005,0,0.005,307,429,2,2,2,4,0,4,135,6,200,5,-,-,118,-,-,-,-,-,-,-,-,-,-
78,153,119,Yes,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,49,33,16,10,7,3,2,2,1,2,3,0,0.008,-0.008,548,182,1,0,1,5,3.5,1.5,119,8,201,5,-,-,119,-,-,-,-,-,-,-,-,-,-
37,579,120,Yes,RILEY GREEN,If It Wasn't For Trucks,BMLG,19,48,2,46,25,1,24,15,1,3,1,5,0.022,0.001,0.021,137,291,8,7,8,3.1,0.1,3,110,10,202,5,-,-,120,-,-,-,-,-,-,-,-,-,-
83,-,121,Yes,THE CURVES,Whatcha Looking At,ROCO Recordings,-,47,0,47,13,0,13,13,0,0,0,0,0.009,0,0.009,198,355,13,13,13,1,0,1,566,0,504,0,-,-,121,-,-,-,-,-,-,-,-,-,-
108,108,122,,JORDAN DAVIS,Sunday Saints,MCA Nashville,-,45,82,-37,11,20,-9,0,1,4,3,3,0.068,0.102,-0.034,100,87,1,0,1,11,20,-9,106,11,187,8,-,-,122,-,-,-,-,-,-,-,-,-,-
83,126,123,,COLBIE CAILLAT,I'll Be Here f/Sheryl Crow,Blue Jean Baby,-,44,59,-15,12,16,-4,6,0,0,0,6,0.016,0.021,-0.005,161,132,1,0,1,12,16,-4,133,6,505,0,-,-,123,-,-,-,-,-,-,-,-,-,-
37,106,124,,TIGIRLILY GOLD,Shoot Tequila,Monument,11,42,93,-51,8,26,-18,1,0,1,5,1,0.019,0.096,-0.077,150,90,2,0,2,0.5,1.5,-1.1,127,7,195,6,-,-,124,-,-,-,-,-,-,-,-,-,-
99,151,125,Yes,ALANA SPRINGSTEEN,goodbye looks good on you,Columbia,-,41,34,7,17,14,3,7,0,0,1,9,0.025,0.026,-0.001,132,124,1,0,1,17,14,3,111,10,290,1,-,-,125,-,-,-,-,-,-,-,-,-,-
52,135,126,,CODY JOHNSON,With You I Am,Cojo Music,-,41,53,-12,7,8,-1,0,1,1,3,2,0.062,0.095,-0.033,102,91,2,0,2,3.5,4,-0.5,126,7,203,5,-,-,126,-,-,-,-,-,-,-,-,-,-
31,125,127,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,41,60,-19,21,37,-16,3,4,6,2,6,0.024,0.022,0.002,133,127,2,1,2,1.6,2.8,-1.2,92,18,174,12,-,-,127,-,-,-,-,-,-,-,-,-,-
78,87,128,,CHRIS STAPLETON,The Star-Spangled Banner,---,-,41,159,-118,12,51,-39,4,4,4,0,0,0.043,0.158,-0.115,110,79,11,6,11,0.2,0.9,-0.7,122,8,188,8,-,-,128,-,206,-,-,-,-,-,-,-,-
80,141,129,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,39,41,-2,17,17,0,0,1,9,1,6,0.05,0.055,-0.005,108,104,4,0,4,4.3,4.3,0,94,17,177,11,-,-,129,-,-,-,-,-,-,-,-,-,-
102,-,130,Yes,CHRIS YOUNG,If That Ain't God,RCA Nashville,-,38,0,38,11,0,11,0,11,0,0,0,0.058,0,0.058,105,568,11,11,11,1,0,1,105,11,178,11,-,-,130,-,-,-,-,-,-,-,-,-,-
67,-,131,Yes,GEORGE BIRGE,"Beer Beer, Truck Truck",RECORDS Nashville,-,38,0,38,11,0,11,0,11,0,0,0,0.058,0,0.058,103,317,11,11,11,1,0,1,107,11,179,11,-,-,131,-,-,-,-,-,-,-,-,-,-
103,-,132,Yes,BLAKE SHELTON,Jesus Got A Tight Grip,Warner/WMN,-,38,0,38,11,0,11,0,11,0,0,0,0.058,0,0.058,104,506,11,11,11,1,0,1,103,11,180,11,-,-,132,-,-,-,-,-,-,-,-,-,-
90,668,133,Yes,LUKE COMBS & MIRANDA LAMBERT,Outrunnin' Your Memory,River House/Columbia Nash,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,151,348,7,7,7,1,0,1,130,7,506,0,-,-,133,-,-,-,-,-,-,-,-,-,-
47,262,134,Yes,ASHLEY COOKE & BRETT YOUNG,Never Til Now,Big Loud/Back Blocks/BMLG,6,35,8,27,7,2,5,0,0,0,0,7,0.018,0.014,0.004,152,151,7,7,7,0.8,0.2,0.6,123,7,507,0,-,-,134,-,-,-,-,-,-,-,-,-,-
76,178,135,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,35,21,14,5,3,2,0,1,3,0,1,0,0,0,494,326,1,0,1,5,3,2,148,5,206,4,-,-,135,-,-,-,-,-,-,-,-,-,-
136,155,136,Yes,DAVID J,After We Broke Up,Sony Music Nashville,-,35,32,3,10,9,1,10,0,0,0,0,0.002,0.002,0,445,282,1,0,1,10,9,1,539,0,508,0,-,67,136,-,-,-,-,-,-,-,-,-,-
137,-,137,Yes,BAILEY ZIMMERMAN,House On Fire,Warner/WEA/Elektra,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,156,570,7,7,7,1,0,1,124,7,509,0,-,-,137,-,-,-,-,-,-,-,-,-,-
85,-,138,Yes,NATE SMITH,I Found You,RCA Nashville,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,155,519,7,7,7,1,0,1,125,7,510,0,-,-,138,-,-,-,-,-,-,-,-,-,-
82,-,139,Yes,ASHLEY MCBRYDE,When Will I Be Loved,Warner/WMN,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,153,458,7,7,7,1,0,1,129,7,511,0,-,-,139,-,-,-,-,-,-,-,-,-,-
30,129,140,,MICHAEL RAY,Holy Water,Warner/WEA,29,35,54,-19,6,10,-4,1,1,2,1,1,0.046,0.054,-0.008,109,105,1,0,1,3,5,-2,144,5,207,4,-,-,140,-,-,-,-,-,-,-,-,-,-
42,139,141,,JAKE OWEN,On The Boat Again,Big Loud,11,34,45,-11,6,10,-4,4,1,1,0,0,0.001,0.003,-0.002,483,275,2,0,2,2,3.3,-1.3,195,2,239,2,-,-,141,-,-,-,-,-,-,-,-,-,-
25,124,142,,DILLON CARMICHAEL,Son Of A,Riser House,49,34,62,-28,7,14,-7,1,1,1,1,3,0.015,0.031,-0.016,166,115,3,0,3,1.4,2.8,-1.4,136,6,220,3,-,-,142,-,-,-,-,-,-,-,-,-,-
127,145,143,,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,33,35,-2,15,16,-1,7,0,1,3,4,0.021,0.028,-0.007,140,122,1,0,1,15,16,-1,121,8,208,4,-,-,143,-,-,-,-,-,-,-,-,-,-
141,183,144,Yes,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,32,19,13,5,3,2,2,0,0,2,1,0.036,0.005,0.031,116,242,1,0,1,5,3,2,170,3,240,2,-,-,144,-,-,-,-,-,-,-,-,-,-
80,140,145,,ELLE KING,Tulsa,RCA/Columbia Nashville,-,32,42,-10,10,13,-3,3,2,1,2,2,0.033,0.048,-0.015,120,106,1,0,1,10,13,-3,131,7,204,5,-,-,145,-,-,-,-,-,-,-,-,-,-
95,138,146,,DAN + SHAY,Bigger Houses,Warner/WAR,-,32,45,-13,9,12,-3,0,2,1,3,3,0.04,0.03,0.01,113,120,6,5,6,0.6,0.9,-0.2,114,9,196,6,-,-,146,-,-,-,-,-,-,-,-,-,-
122,198,147,Yes,ELLA LANGLEY & KOE WETZEL,That's Why We Fight,SAWGOD/Columbia,-,29,15,14,13,7,6,5,0,2,2,4,0.02,0.011,0.009,147,163,1,0,1,13,7,6,116,8,209,4,-,-,147,-,-,-,-,-,-,-,-,-,-
30,177,148,Yes,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,39,29,21,8,5,3,2,0,1,2,1,1,0,0,0,529,423,2,1,2,2.5,1.5,1,140,5,210,4,-,-,148,-,-,-,-,-,-,-,-,-,-
52,174,149,Yes,HANNAH ELLIS,Country Can,Curb,-,28,22,6,4,4,0,1,0,2,1,0,0,0,0,507,370,1,0,1,2,2,0,176,3,221,3,-,-,149,-,-,-,-,-,-,-,-,-,-
65,172,150,Yes,RYAN GRIFFIN,Heart To Break,Red Street,-,28,25,3,20,18,2,10,0,3,2,5,0.008,0.005,0.003,210,241,1,0,1,20,18,2,112,10,205,5,-,-,150,-,-,-,-,-,-,-,-,-,-
79,166,151,Yes,ZACH BRYAN,Sun To Me,Warner,-,28,26,2,11,12,-1,5,0,2,0,4,0.016,0.021,-0.005,160,131,2,1,2,5.5,6,-0.5,137,6,241,2,-,-,151,-,-,-,-,-,-,-,-,-,-
55,164,152,Yes,BRELAND,For What It's Worth,Bad Realm/Atlantic/Warner,-,28,28,0,4,4,0,1,0,1,1,1,0,0,0,493,321,1,0,1,4,4,0,175,3,242,2,-,-,152,-,-,-,-,-,-,-,-,-,-
48,176,153,Yes,DIERKS BENTLEY,Something Real,Capitol Nashville,4,26,21,5,10,8,2,9,0,1,0,0,0.007,0.005,0.002,220,236,1,0,1,10,8,2,301,1,291,1,-,-,153,-,-,-,-,-,-,-,-,-,-
154,161,154,,MEREDITH FOSTER,I'm Not Blonde,Wildwood,-,26,29,-3,12,13,-1,4,0,3,1,4,0.02,0.018,0.002,146,142,1,0,1,12,13,-1,115,8,211,4,-,-,154,-,-,-,-,-,-,-,-,-,-
98,98,155,,EMILY BROOKE,Hungover You,---,-,26,108,-82,6,21,-15,0,0,0,0,6,0.012,0.064,-0.052,180,101,6,0,6,0.9,3,-2.1,134,6,512,0,-,-,155,-,-,-,-,-,-,-,-,-,-
156,201,156,Yes,ZACH BRYAN,Open The Gate,Warner,-,25,13,12,4,2,2,0,0,1,1,2,0.036,0.017,0.019,115,143,1,0,1,4,2,2,164,4,243,2,-,-,156,-,-,-,-,-,-,-,-,-,-
157,170,157,Yes,BRAXTON KEITH,A Little Bit Closer,Torrez Music Group,-,25,25,0,4,4,0,3,0,0,1,0,0.017,0.002,0.015,157,285,1,0,1,4,4,0,278,1,292,1,-,-,157,-,-,-,-,-,-,-,-,-,-
158,158,158,,FRANK VIEIRA,Holy Smoke,---,-,25,31,-6,9,11,-2,6,0,0,0,3,0.009,0.009,0,204,174,1,0,1,9,11,-2,171,3,513,0,-,-,158,-,-,-,-,-,-,-,-,-,-
58,171,159,,TIM DUGGER,Buy A Bar,Curb,-,24,25,-1,10,11,-1,5,0,0,1,4,0.003,0.003,0,372,264,2,0,2,5,5.5,-0.5,142,5,293,1,-,-,159,-,-,-,-,-,-,-,-,-,-
45,154,160,,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,24,32,-8,3,4,-1,0,0,3,0,0,0.507,0.593,-0.086,60,57,1,0,1,3,4,-1,178,3,222,3,-,-,160,-,-,-,-,-,-,-,-,-,-
98,-,161,Yes,12/OC,Forever Bound,---,-,22,0,22,8,0,8,0,2,2,3,1,0.029,0,0.029,128,297,1,1,1,8,0,8,118,8,190,7,-,-,161,-,-,-,-,-,-,-,-,-,-
56,150,162,,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,21,34,-13,5,9,-4,2,2,1,0,0,0.023,0.041,-0.018,134,110,2,1,2,0.7,1.3,-0.6,172,3,223,3,-,-,162,-,-,-,-,-,-,-,-,-,-
163,181,163,,LAURA BRYNA,Certified,LTD Entertainment LLC,-,18,20,-2,7,8,-1,6,0,0,0,1,0.006,0.007,-0.001,233,183,1,0,1,7,8,-1,261,1,514,0,-,-,163,-,-,-,-,-,-,-,-,-,-
49,110,164,,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,18,78,-60,7,24,-17,2,0,1,0,4,0.065,0.096,-0.031,101,89,5,2,5,0.3,1.1,-0.8,146,5,294,1,-,-,164,-,-,-,-,-,-,-,1826,-,-
101,254,165,Yes,JOSH ABBOTT BAND,Settle Me Down,Pretty Damn Tough,-,17,8,9,2,1,1,0,0,0,0,2,0,0,0,532,426,1,0,1,2,1,1,212,2,515,0,-,-,165,-,-,-,-,-,-,-,-,-,-
135,258,166,Yes,MIKE RYAN,Can Down,Rock & Soul,-,17,8,9,2,1,1,0,0,0,0,2,0,0,0,547,504,1,0,1,2,1,1,191,2,516,0,-,-,166,-,-,-,-,-,-,-,-,-,-
167,209,167,Yes,ZACH BRYAN,Holy Roller f/Sierra Ferrell,Warner,-,17,13,4,8,6,2,3,0,1,0,4,0.008,0.005,0.003,206,237,1,0,1,8,6,2,147,5,295,1,-,-,167,-,-,-,-,-,-,-,-,-,-
115,212,168,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,17,13,4,6,6,0,1,0,3,1,1,0.021,0.013,0.008,141,155,2,1,2,3,3,0,143,5,212,4,-,-,168,-,-,-,-,-,-,-,-,-,-
33,624,169,Yes,PARMALEE,Roots,Stoney Creek,-,16,0,16,4,0,4,0,0,1,0,3,0.011,0,0.011,191,487,4,4,4,1,0,1,168,4,296,1,-,-,169,-,-,-,-,-,-,-,-,-,-
89,196,170,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,16,16,0,5,5,0,0,0,0,0,5,0.007,0.007,0,223,185,1,0,1,5,5,0,138,5,517,0,-,-,170,-,-,1333,-,-,-,-,-,-,-
85,406,171,Yes,LAINEY WILSON,Sayin' What I'm Thinkin',Broken Bow,-,15,4,11,7,2,5,3,0,2,1,1,0.014,0.004,0.01,175,258,1,0,1,7,2,5,151,4,224,3,-,-,171,-,-,-,-,-,-,-,-,-,-
68,261,172,Yes,LUKE COMBS,"Houston, We Got A Problem",River House/Columbia,-,15,8,7,7,4,3,2,0,1,3,1,0.015,0.008,0.007,168,176,1,0,1,7,4,3,150,5,213,4,-,-,172,-,-,-,-,-,-,-,-,-,-
96,240,173,Yes,TAYLOR SWIFT,Back To Dec.(Taylor's Version),Republic,-,15,8,7,5,3,2,1,2,0,2,0,0.022,0.007,0.015,139,186,5,3,5,1,0.6,0.4,153,4,214,4,69,-,173,-,-,-,-,-,-,-,-,-,-
128,219,174,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,15,10,5,3,2,1,1,0,2,0,0,0.022,0.019,0.003,138,140,3,2,3,0.8,0.5,0.3,216,2,244,2,-,-,174,-,-,-,-,-,-,-,-,-,-
89,222,175,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,10,5,3,2,1,2,0,1,0,0,0,0,0,489,300,1,0,1,3,2,1,304,1,297,1,-,-,175,-,-,-,-,-,-,-,-,-,-
77,220,176,Yes,TIM DUGGER,You're Gonna Love Me,MCC/Curb,-,15,10,5,3,2,1,0,0,1,0,2,0,0,0,505,367,1,0,1,3,2,1,169,3,298,1,-,-,176,-,-,-,-,-,-,-,-,-,-
105,190,177,Yes,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,15,17,-2,5,5,0,1,0,4,0,0,0.02,0.024,-0.004,142,126,5,1,5,0.8,0.8,0,167,4,215,4,-,-,177,-,-,-,-,-,-,-,-,-,-
68,184,178,,AARON LEWIS,That Ain't Country,Dot,-,15,19,-4,7,9,-2,2,1,1,1,2,0.012,0.008,0.004,185,179,1,0,1,7,9,-2,139,5,225,3,-,-,178,-,-,-,-,-,-,-,-,-,-
63,162,179,,KIDD G,Daylight Savings,Rebel/Valory/Geffen,-,15,28,-13,5,9,-4,4,0,0,0,1,0.002,0.005,-0.003,453,243,1,0,1,2.5,4.5,-2,240,1,518,0,-,-,179,-,-,-,-,-,-,-,-,-,-
138,743,180,Yes,DIERKS BENTLEY,Star Spangled Banner,Capitol,-,14,0,14,3,0,3,1,1,1,0,0,0.02,0,0.02,143,315,3,3,3,1,0,1,207,2,245,2,-,-,180,-,-,-,-,-,-,-,-,-,-
69,526,181,Yes,DIPLO & MORGAN WALLEN,Heartless (f/Julia Michaels),Columbia,-,14,3,11,4,1,3,2,0,0,0,2,0.001,0.005,-0.004,468,240,2,2,2,1.3,0.3,1,201,2,519,0,-,2104,181,-,664,-,-,-,-,-,-,-,-
71,215,182,Yes,MORGAN WALLEN,'98 Braves,Big Loud/Mercury/Republic,-,14,11,3,4,3,1,1,1,1,0,1,0.014,0.013,0.001,174,158,4,3,4,0.7,0.5,0.2,173,3,246,2,-,-,182,-,-,-,-,-,-,-,-,-,-
32,169,183,,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,40,14,25,-11,5,9,-4,1,0,0,2,2,0.012,0.03,-0.018,181,118,4,0,4,1.3,2.3,-1,156,4,247,2,-,-,183,-,-,-,-,-,-,-,-,-,-
165,539,184,Yes,LUKE COMBS,I Got Away With You,River House/Columbia Nash,-,13,2,11,6,1,5,2,0,1,1,2,0.01,0.005,0.005,194,239,1,0,1,6,1,5,152,4,248,2,-,-,184,-,-,-,-,-,-,-,-,-,-
59,459,185,Yes,CODY JOHNSON,Wild As You,Cojo Music,-,13,4,9,6,2,4,2,0,1,2,1,0.012,0.001,0.011,184,293,1,0,1,6,2,4,159,4,226,3,-,-,185,-,-,-,-,-,-,-,-,-,-
186,272,186,Yes,TAYLOR SWIFT,Ours (Taylor's Version),Republic,-,13,7,6,3,3,0,0,1,2,0,0,0.017,0.007,0.01,158,187,3,2,3,1,1,0,179,3,227,3,-,-,186,-,-,-,-,-,-,-,-,-,-
163,206,187,Yes,TANNER ADELL,Luke Combs,Columbia,-,13,13,0,6,6,0,4,0,0,0,2,0.004,0.003,0.001,329,260,1,0,1,6,6,0,217,2,520,0,-,-,187,-,-,-,-,-,-,-,-,-,-
83,210,188,Yes,KANE BROWN,Leave You Alone,RCA Nashville,-,13,13,0,4,4,0,2,2,0,0,0,0.011,0.011,0,187,160,4,0,4,1,1,0,205,2,249,2,-,-,188,-,-,-,-,-,-,-,-,-,-
137,-,189,Yes,RANDY ROGERS & WADE BOWEN,We Ain't The Only Ones,LBT/Thirty Tigers,-,13,0,13,2,0,2,0,0,0,2,0,0.03,0,0.03,127,497,1,1,1,2,0,2,202,2,250,2,-,-,189,-,-,-,-,-,-,-,-,-,-
137,-,190,Yes,MORGAN WALLEN,Little Rain,Big Loud,-,13,0,13,2,0,2,0,0,1,1,0,0.028,0,0.028,130,548,1,1,1,2,0,2,220,2,251,2,-,-,190,-,-,-,-,-,-,-,-,-,-
191,200,191,Yes,ZACH BRYAN,Quittin' Time,Warner,-,13,13,0,2,2,0,0,0,0,0,2,0.008,0.03,-0.022,207,119,1,0,1,2,2,0,196,2,521,0,-,-,191,-,-,-,-,-,-,-,-,-,-
146,188,192,,JILLIAN RISCOE,Decoration,---,-,13,18,-5,5,7,-2,2,0,2,0,1,0.013,0.006,0.007,178,224,1,0,1,5,7,-2,183,3,252,2,-,-,192,-,-,-,-,-,-,-,-,-,-
182,182,193,,MUSCADINE BLOODLINE,Porch Swing Angel,Grape Juice,-,13,19,-6,2,3,-1,0,0,0,2,0,0.03,0.02,0.01,126,136,1,0,1,2,3,-1,209,2,253,2,-,-,193,-,-,-,-,-,-,-,-,-,-
135,187,194,,ZACH TOP,There's The Sun,Leo33,-,13,19,-6,2,3,-1,2,0,0,0,0,0.001,0.016,-0.015,487,148,1,0,1,2,3,-1,560,0,522,0,-,-,194,-,-,-,-,-,-,-,-,-,-
85,180,195,,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,13,20,-7,6,9,-3,2,0,1,1,2,0.01,0.014,-0.004,196,152,1,0,1,6,9,-3,161,4,254,2,-,-,195,-,-,-,-,-,-,-,-,-,-
48,149,196,,NEON UNION,Bout Damn Time,Red Street,5,13,34,-21,7,15,-8,2,0,2,1,2,0.011,0.032,-0.021,189,114,1,0,1,1,2.1,-1.1,149,5,228,3,-,-,196,-,-,-,-,-,-,-,-,-,-
73,148,197,,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,13,35,-22,6,18,-12,6,0,0,0,0,0.001,0.004,-0.003,474,256,2,0,2,1.5,4.5,-3,557,0,523,0,-,-,197,-,-,-,-,-,-,-,-,-,-
85,179,198,,ZACH BRYAN,Oklahoma Smokeshow,Warner,-,12,21,-9,5,9,-4,2,1,1,1,0,0.012,0.008,0.004,182,175,1,0,1,5,9,-4,184,3,229,3,-,-,198,-,-,-,-,-,-,-,-,-,-
58,291,199,Yes,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,11,5,6,3,1,2,1,0,0,0,2,0.003,0,0.003,401,445,3,2,3,1,0.3,0.7,193,2,524,0,-,-,199,-,-,-,-,-,-,-,-,-,-
150,235,200,Yes,FLATLAND CAVALRY,Come Back Down,---,-,11,8,3,2,1,1,0,0,1,0,1,0.005,0,0.005,302,378,2,1,2,1,0.5,0.5,223,2,299,1,-,-,200,-,-,-,-,-,-,-,-,-,-
141,218,201,Yes,JEREMY MCCOMB,No Yesterday,Average Joes,-,11,11,0,6,6,0,2,1,2,1,0,0.012,0.009,0.003,186,170,1,0,1,6,6,0,162,4,216,4,-,-,201,-,-,-,-,-,-,-,-,-,-
130,217,202,Yes,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,11,11,0,5,5,0,1,0,1,1,2,0.01,0.018,-0.008,195,141,1,0,1,5,5,0,163,4,255,2,-,-,202,-,-,-,-,-,-,-,-,-,-
74,207,203,,THOMAS RHETT,Church Boots,Valory Music Co.,-,11,13,-2,5,6,-1,0,0,0,0,5,0.005,0.005,0,314,248,5,0,5,1,1.2,-0.2,145,5,525,0,-,-,203,-,-,-,-,-,-,-,-,-,-
156,208,204,,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,11,13,-2,5,6,-1,0,0,0,0,5,0.005,0.005,0,297,238,5,0,5,1,1.2,-0.2,141,5,526,0,-,-,204,-,-,-,-,-,-,-,-,-,-
111,204,205,,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,11,13,-2,3,4,-1,1,0,2,0,0,0.011,0.021,-0.01,190,133,3,3,3,0.4,0.6,-0.1,186,2,256,2,-,-,205,-,-,-,-,-,-,-,-,-,-
72,191,206,,CODY JINKS,Loud And Heavy,Late August/16camino,-,11,17,-6,5,8,-3,1,0,1,2,1,0.012,0.014,-0.002,183,153,1,0,1,5,8,-3,160,4,230,3,-,-,206,-,-,-,-,-,-,-,-,-,-
145,189,207,,CARTER FAITH,Wild,Suburban Heartbreak,-,11,18,-7,5,8,-3,1,1,1,0,2,0.009,0.008,0.001,199,178,1,0,1,5,8,-3,166,4,257,2,-,-,207,-,-,-,-,-,-,-,-,-,-
78,175,208,,TEDDY ROBB,Question The Universe,---,-,11,21,-10,2,4,-2,2,0,0,0,0,0.001,0.002,-0.001,484,288,1,0,1,2,4,-2,541,0,527,0,-,-,208,-,-,-,-,-,-,-,-,-,-
59,290,209,Yes,TYLER FARR,Soundtrack To A Small Town...,Night Train/Broken Bow,-,10,5,5,2,1,1,1,0,0,0,1,0,0,0,508,374,1,0,1,2,1,1,438,1,528,0,-,-,209,-,-,-,-,-,-,-,-,-,-
104,229,210,Yes,TIM MCGRAW,Humble and Kind (Nunca Te ...),McGraw/Columbia Nashville,-,10,9,1,6,4,2,2,0,1,1,2,0,0.005,-0.005,539,246,2,0,2,1.5,1,0.5,165,4,258,2,-,-,210,-,-,-,-,-,-,-,-,-,-
211,-,211,Yes,ADAM DOLEAC,Ain't She,Mom & Daddy's Money,-,10,0,10,4,0,4,0,0,4,0,0,0.022,0,0.022,136,364,1,1,1,4,0,4,157,4,217,4,-,-,211,-,-,-,-,-,-,-,-,-,-
115,-,212,Yes,MIKE RYAN,Loser,Rock & Soul,-,10,0,10,2,0,2,0,0,0,1,1,0.018,0,0.018,154,505,2,2,2,1,0,1,192,2,300,1,-,-,212,-,-,-,-,-,-,-,-,-,-
