PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
84,97,103,,ZACH BRYAN,Hey Driver f/The War & Treaty,Warner,-,87,100,-13,38,44,-6,15,1,9,3,10,0.068,0.071,-0.003,103,89,2,0,2,19,22,-3,86,23,174,13,-,-,103,-,-,3846,-,-,-,-,-,-,-
104,142,104,Yes,LAINEY WILSON,Country's Cool Again,Broken Bow,-,83,31,52,41,16,25,10,1,14,10,6,0.077,0.038,0.039,100,111,4,0,4,5.9,2.3,3.6,80,31,152,25,-,-,104,-,-,-,-,1508,-,-,-,-,-
105,109,105,Yes,TIM DUGGER,Man Upstairs,Curb,-,83,69,14,17,14,3,4,5,1,5,2,0.105,0.064,0.041,89,94,1,0,1,17,14,3,107,13,181,11,-,-,105,-,-,-,-,-,-,-,-,-,-
103,103,106,,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,78,83,-5,15,16,-1,1,2,3,6,3,0.123,0.134,-0.011,84,79,1,0,1,15,16,-1,106,14,182,11,-,-,106,-,-,466,-,-,-,-,-,-,-
107,121,107,Yes,LAURA BRYNA,Certified,LTD Entertainment LLC,-,73,52,21,39,30,9,17,0,3,2,17,0.019,0.018,0.001,149,141,9,6,9,4.3,3.3,1,88,22,204,5,-,205,107,-,91,-,-,-,-,-,-,-,-
100,106,108,,LARRY FLEET,Things I Take For Granted,Big Loud,-,73,78,-5,30,33,-3,10,2,5,4,9,0.06,0.063,-0.003,107,95,3,0,3,6,6.6,-0.6,90,20,183,11,-,-,108,-,-,-,-,-,-,-,-,-,-
109,123,109,Yes,RILEY GREEN,Damn Good Day To Leave,BMLG,-,71,52,19,26,13,13,5,3,9,2,7,0.087,0.058,0.029,96,99,5,4,5,2.9,1.4,1.4,89,21,171,14,-,-,109,-,-,-,-,-,-,-,-,-,-
87,110,110,Yes,REDFERRIN,Jack And Diet Coke,Warner Music Nashville,-,70,68,2,25,25,0,6,2,7,3,7,0.08,0.066,0.014,98,92,3,1,3,6.3,6.3,0,95,19,178,12,-,-,110,-,-,-,-,-,-,-,-,-,-
79,861,111,Yes,BEN RECTOR,It's A Great Day To Be Alive,OK Kid,-,66,0,66,20,0,20,0,20,0,0,0,0.11,0,0.11,88,517,20,20,20,1,0,1,92,20,160,20,-,-,111,-,-,-,-,-,-,-,-,-,-
112,114,112,Yes,TYLER BRADEN,Devil You Know,Warner Nashville/WAR,-,64,59,5,23,21,2,7,1,5,6,4,0.074,0.066,0.008,102,91,1,0,1,11.5,10.5,1,99,16,179,12,-,-,112,-,-,-,-,-,-,-,-,-,-
72,115,113,Yes,FLORIDA GEORGIA LINE,Colorado,BMLG,-,61,59,2,15,14,1,1,2,5,3,4,0.091,0.095,-0.004,93,84,2,0,2,7.5,7,0.5,102,14,185,10,-,-,113,-,-,-,-,-,-,-,-,-,-
114,117,114,Yes,COREY KENT,This Heart,Combustion/RCA Nashville,-,60,57,3,20,19,1,5,2,4,1,8,0.051,0.053,-0.002,111,103,3,1,3,4,3.8,0.2,101,15,196,7,-,-,114,-,-,-,-,-,-,-,-,-,-
52,113,115,Yes,CODY JOHNSON,With You I Am,Cojo Music,-,57,62,-5,9,9,0,0,2,3,1,3,0.085,0.104,-0.019,97,83,2,0,2,3,3,0,115,9,201,6,-,-,115,-,-,-,-,-,-,-,-,-,-
116,127,116,Yes,TY HERNDON,How You Get To Heaven,Pivotal,-,55,46,9,6,5,1,0,0,2,3,1,0.094,0.063,0.031,91,96,1,0,1,6,5,1,134,6,205,5,-,-,116,-,-,-,-,-,-,-,-,-,-
117,248,117,Yes,COOPER ALAN,Take Forever,Cooped Up,-,54,7,47,16,3,13,0,11,2,1,2,0.067,0.01,0.057,104,171,15,15,15,0.9,0.2,0.7,98,16,172,14,-,-,117,-,-,-,-,-,-,-,-,-,-
99,99,118,,JESSIE MURPH & JELLY ROLL,Wild Ones,Columbia,-,54,95,-41,24,43,-19,9,1,2,6,6,0.048,0.086,-0.038,113,87,3,1,3,6,10.8,-4.8,100,15,187,9,-,104,118,-,42,-,-,-,-,-,79,-,1279
79,94,119,,CHANCEY WILLIAMS,A Cowboy Who Would,Younger Brothers Records,-,54,108,-54,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,205,139,15,0,15,1,2,-1,585,0,530,0,-,-,119,-,-,-,-,-,-,-,-,-,-
120,-,120,Yes,ENRIQUE IGLESIAS & M. LAMBERT,Space In My Heart,Sony Music Latin,-,47,0,47,16,0,16,0,16,0,0,0,0.076,0,0.076,101,426,16,16,16,1,0,1,97,16,166,16,-,38,120,-,-,-,-,332,-,-,-,-,2069
59,116,121,,JOSH ROSS,Trouble,Mercury Nashville,-,45,59,-14,15,24,-9,10,2,0,0,3,0.018,0.008,0.01,156,185,4,1,4,2.1,3.4,-1.3,139,5,246,2,-,-,121,-,-,-,-,-,-,-,-,-,-
25,153,122,Yes,DILLON CARMICHAEL,Son Of A,Riser House,49,43,23,20,10,6,4,4,1,3,1,1,0.04,0.029,0.011,117,121,3,1,3,2.5,1.5,1,132,6,206,5,-,-,122,-,-,-,-,-,-,-,-,-,-
111,126,123,,LARRY FLEET,25-8,Big Loud,-,42,47,-5,8,9,-1,0,0,0,0,8,0.021,0.031,-0.01,142,116,1,0,1,8,9,-1,120,8,531,0,-,-,123,-,-,-,-,-,-,-,-,-,-
118,125,124,,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,42,50,-8,14,17,-3,2,3,3,2,4,0.052,0.065,-0.013,110,93,2,0,2,7,8.5,-1.5,110,12,193,8,-,-,124,-,656,-,-,-,-,-,-,-,-
99,124,125,,BRIAN KELLEY,"Trucks, Ducks, Bucks & Beer",Big Machine,-,42,51,-9,6,8,-2,1,1,2,1,1,0,0.02,-0.02,577,137,1,0,1,3,4,-1,135,5,209,4,-,-,125,-,-,-,-,-,-,-,-,-,-
30,150,126,Yes,MICHAEL RAY,Holy Water,Warner/WEA,29,41,24,17,7,4,3,2,2,1,1,1,0.044,0.037,0.007,115,112,1,0,1,7,4,3,143,5,210,4,-,-,126,-,-,-,-,-,-,-,-,-,-
127,-,127,Yes,CRAIG MORGAN & GARY LEVOX,That's What I Love About Sun.,Broken Bow,-,38,0,38,11,0,11,0,10,1,0,0,0.059,0,0.059,109,488,11,11,11,1,0,1,111,11,184,11,-,-,127,-,-,-,-,-,-,-,-,-,-
128,-,128,Yes,GABBY BARRETT,Dance Like No One's Watching,Warner Nashville/WAR,-,38,0,38,5,0,5,0,1,2,1,1,0.063,0,0.063,105,301,1,1,1,5,0,5,142,5,211,4,-,-,128,-,-,-,-,-,-,-,-,-,-
24,254,129,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,37,7,30,9,2,7,0,1,0,0,8,0.018,0.011,0.007,150,164,9,8,9,0.9,0.2,0.7,116,9,288,1,-,-,129,-,-,-,-,-,-,-,-,-,-
82,846,130,Yes,ASHLEY MCBRYDE,When Will I Be Loved,Warner/WMN,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,154,478,7,7,7,1,0,1,126,7,532,0,-,-,130,-,-,-,-,-,-,-,-,-,-
131,143,131,Yes,MIDLAND,Up In Texas,Big Machine,-,35,29,6,6,5,1,1,0,2,2,1,0.059,0.035,0.024,108,113,2,0,2,3,2.5,0.5,136,5,212,4,-,-,131,-,-,-,-,-,-,-,-,-,-
69,-,132,Yes,LUKE COMBS,Growin' Up And Gettin' Old,River House/Columbia Nash,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,151,356,7,7,7,1,0,1,121,7,533,0,-,-,132,-,-,-,-,-,-,-,-,-,-
116,-,133,Yes,KEITH URBAN,Polaroid,Capitol Nashville,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,157,580,7,7,7,1,0,1,122,7,534,0,-,-,133,-,-,-,-,-,-,-,-,-,-
99,132,134,Yes,CHRIS LANE,Stop Coming Over,Big Loud,-,35,35,0,7,7,0,0,0,0,0,7,0.018,0.018,0,153,142,7,0,7,1,1,0,125,7,535,0,-,-,134,-,-,-,-,-,-,-,-,-,-
90,129,135,,LUKE COMBS & MIRANDA LAMBERT,Outrunnin' Your Memory,River House/Columbia Nash,-,35,40,-5,7,8,-1,0,0,0,0,7,0.018,0.02,-0.002,152,133,7,0,7,1,1.1,-0.1,123,7,536,0,-,-,135,-,-,-,-,-,-,-,-,-,-
115,158,136,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,34,21,13,10,8,2,4,0,3,1,2,0.028,0.011,0.017,133,167,2,0,2,5,4,1,130,6,213,4,-,-,136,-,-,-,-,-,-,-,-,-,-
136,145,137,Yes,DAVID J,After We Broke Up,Sony Music Nashville,-,32,28,4,9,8,1,9,0,0,0,0,0.002,0.002,0,481,261,1,0,1,9,8,1,577,0,537,0,-,47,137,-,-,-,-,-,-,-,-,-,-
138,-,138,Yes,JOSH ROSS,Single Again,The Core/UMC,-,31,0,31,6,0,6,2,0,1,1,2,0.029,0,0.029,132,528,4,4,4,1.5,0,1.5,156,4,247,2,-,-,138,-,-,-,-,-,-,-,-,-,-
56,131,139,,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,31,37,-6,7,10,-3,1,2,2,0,2,0.036,0.051,-0.015,120,104,4,1,4,1.2,1.7,-0.5,131,6,214,4,-,-,139,-,-,-,-,-,-,-,-,-,-
78,146,140,Yes,ASHLEY MCBRYDE,The Devil I Know,Warner Nashville/WMN,-,30,25,5,11,9,2,5,3,0,1,2,0.017,0.013,0.004,158,158,2,0,2,3.7,3,0.7,128,6,215,4,-,-,140,-,-,-,-,-,-,-,-,-,-
63,-,141,Yes,ADAM DOLEAC,Whiskey's Fine,Arista Nashville,-,30,0,30,6,0,6,1,0,0,0,5,0.014,0,0.014,176,373,6,6,6,1,0,1,137,5,538,0,-,-,141,-,-,-,-,-,-,-,-,-,-
78,122,142,,CHRIS STAPLETON,The Star-Spangled Banner,---,-,30,52,-22,10,18,-8,2,3,4,1,0,0.041,0.057,-0.016,116,101,8,4,8,0.5,0.8,-0.4,117,8,194,8,-,-,142,-,246,-,321,-,-,-,-,-,-
92,157,143,Yes,TAYLOR SWIFT,Back To Dec.(Taylor's Version),Republic,-,29,22,7,11,8,3,1,1,4,2,3,0.039,0.031,0.008,118,119,4,1,4,2.8,2,0.8,113,10,197,7,51,-,143,-,-,-,-,-,-,-,-,-,-
80,144,144,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,29,29,0,10,10,0,1,1,1,1,6,0.025,0.024,0.001,136,127,2,0,2,3.3,3.3,0,114,9,224,3,-,-,144,-,-,-,-,-,-,-,-,-,-
48,140,145,,EASTON CORBIN,Marry That Girl,Stone Country,8,29,32,-3,5,6,-1,4,0,1,0,0,0.015,0.014,0.001,170,153,2,0,2,1.3,1.5,-0.3,445,1,289,1,-,-,145,-,-,-,-,-,-,-,-,-,-
80,133,146,,ELLE KING,Tulsa,RCA/Columbia Nashville,-,29,35,-6,9,11,-2,1,1,2,3,2,0.037,0.04,-0.003,119,109,1,0,1,9,11,-2,119,8,202,6,-,-,146,-,-,-,-,-,-,-,-,-,-
49,155,147,Yes,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,27,22,5,8,6,2,4,0,0,0,4,0.033,0.057,-0.024,124,100,6,2,6,1.1,0.9,0.3,152,4,539,0,-,-,147,-,-,-,-,-,-,-,-,-,-
148,840,148,Yes,ZACH BRYAN,Open The Gate,Warner,-,25,0,25,4,0,4,2,0,0,2,0,0.031,0,0.031,125,333,1,1,1,4,0,4,180,2,248,2,-,-,148,-,-,-,-,-,-,-,-,-,-
126,186,149,Yes,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,25,13,12,4,2,2,1,0,1,2,0,0.044,0.001,0.043,114,270,1,0,1,4,2,2,164,3,225,3,-,-,149,-,-,-,-,-,-,-,-,-,-
135,164,150,Yes,PARKER MCCOLLUM,I Can't Breathe,---,-,25,19,6,4,3,1,1,0,1,1,1,0.033,0.028,0.005,123,125,1,0,1,4,3,1,163,3,249,2,-,-,150,-,-,-,-,-,-,-,-,-,-
45,149,151,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,24,24,0,3,3,0,1,1,0,1,0,0.311,0.183,0.128,69,76,1,0,1,3,3,0,183,2,250,2,-,-,151,-,-,-,-,-,-,-,-,-,-
85,139,152,,LAINEY WILSON,Sayin' What I'm Thinkin',Broken Bow,-,23,32,-9,11,15,-4,3,0,2,4,2,0.024,0.018,0.006,137,143,1,0,1,11,15,-4,118,8,203,6,-,-,152,-,-,-,-,-,-,-,-,-,-
141,141,153,,FRANK VIEIRA,Holy Smoke,---,-,22,31,-9,8,11,-3,5,0,0,0,3,0.008,0.01,-0.002,221,175,1,0,1,8,11,-3,165,3,540,0,-,-,153,-,-,-,-,-,-,-,-,-,-
54,196,154,Yes,WALKER HAYES,Good With Me,RCA/Monument,-,21,11,10,4,2,2,1,2,0,0,1,0.016,0.013,0.003,163,154,1,0,1,4,2,2,177,3,251,2,-,-,154,-,-,-,-,-,-,-,-,-,-
128,187,155,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,21,13,8,5,3,2,2,0,3,0,0,0.035,0.015,0.02,122,152,5,3,5,1,0.6,0.4,167,3,226,3,-,-,155,-,-,-,-,-,-,-,-,-,-
143,147,156,,ZACH BRYAN,Holy Roller f/Sierra Ferrell,Warner,-,21,25,-4,10,12,-2,3,0,3,1,3,0.02,0.02,0,143,132,1,0,1,10,12,-2,127,7,216,4,-,-,156,-,-,-,-,-,-,-,-,-,-
76,138,157,,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,21,35,-14,3,5,-2,0,1,1,1,0,0,0,0,548,328,1,0,1,3,5,-2,160,3,227,3,-,-,157,-,-,-,-,-,-,-,-,-,-
88,843,158,Yes,MIRANDA LAMBERT,Mama's Broken Heart (Live '19),RCA Nashville,-,20,0,20,3,0,3,1,0,0,2,0,0.03,0,0.03,129,458,2,2,2,1.5,0,1.5,223,2,252,2,-,-,158,-,-,-,-,-,-,-,-,-,-
37,148,159,,TIGIRLILY GOLD,Shoot Tequila,Monument,11,20,24,-4,3,4,-1,1,0,0,1,1,0.015,0.005,0.01,174,233,2,1,2,1,1.3,-0.3,193,2,290,1,-,-,159,-,-,-,-,-,-,-,-,-,-
125,163,160,Yes,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,19,19,0,3,3,0,1,0,0,1,1,0.02,0.02,0,146,136,1,0,1,3,3,0,214,2,291,1,-,-,160,-,-,-,-,-,-,-,-,-,-
116,130,161,,RANDALL KING,When My Baby's In Boots,Warner Nashville/WAR,-,19,38,-19,3,6,-3,1,0,1,1,0,0.028,0.06,-0.032,134,98,1,0,1,3,6,-3,207,2,253,2,-,-,161,-,-,-,-,-,-,-,-,-,-
68,183,162,Yes,LUKE COMBS,"Houston, We Got A Problem",River House/Columbia,-,18,13,5,8,6,2,2,0,0,4,2,0.016,0.016,0,161,146,2,0,2,4,3,1,133,6,217,4,-,-,162,-,-,-,-,-,-,-,-,-,-
104,179,163,Yes,MIDLAND,Playboys,Big Machine,-,17,15,2,8,7,1,3,0,2,1,2,0.014,0.004,0.01,182,239,1,0,1,8,7,1,146,5,228,3,-,-,163,-,-,-,-,-,-,-,-,-,-
142,177,164,Yes,CODY JINKS,What Else Is New,Late August,-,17,15,2,8,7,1,2,0,1,2,3,0.014,0.012,0.002,180,163,1,0,1,8,7,1,129,6,229,3,-,-,164,-,-,-,-,-,-,-,-,-,-
165,-,165,Yes,WYATT FLORES,Milwaukee,Island,-,17,0,17,2,0,2,2,0,0,0,0,0.002,0,0.002,485,392,1,1,1,2,0,2,584,0,541,0,-,-,165,-,-,104,-,-,-,-,-,-,-
48,194,166,Yes,NEON UNION,Bout Damn Time,Red Street,5,16,11,5,6,6,0,3,1,0,1,1,0.006,0.006,0,279,214,2,1,2,3,3,0,171,3,254,2,-,-,166,-,-,-,-,-,-,-,-,-,-
58,199,167,Yes,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,16,11,5,4,3,1,0,2,0,0,2,0.013,0.013,0,186,156,3,1,3,1,0.8,0.3,149,4,255,2,-,-,167,-,-,-,-,-,-,-,-,-,-
89,168,168,,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,16,19,-3,5,6,-1,0,0,0,0,5,0.007,0.008,-0.001,238,186,1,0,1,5,6,-1,138,5,542,0,-,-,168,-,-,3552,-,-,-,-,-,-,-
71,152,169,,MORGAN WALLEN,'98 Braves,Big Loud/Mercury/Republic,-,16,23,-7,4,5,-1,0,0,2,1,1,0.03,0.042,-0.012,130,107,2,0,2,1.3,1.7,-0.3,154,4,230,3,-,-,169,-,-,-,-,-,-,-,-,-,-
170,829,170,Yes,JORDAN DAVIS,Damn Good Time,MCA Nashville,-,15,0,15,2,0,2,0,0,0,1,1,0.023,0,0.023,138,367,1,1,1,2,0,2,184,2,292,1,-,-,170,-,-,-,-,-,-,-,-,-,-
69,253,171,Yes,DIPLO & MORGAN WALLEN,Heartless (f/Julia Michaels),Columbia,-,15,7,8,5,3,2,0,0,2,2,1,0.02,0.011,0.009,144,166,3,2,3,1.3,0.8,0.5,147,5,218,4,-,1288,171,-,921,-,-,-,-,-,-,-,-
132,184,172,Yes,ERNEST,Songs We Used To Sing,Big Loud,-,15,13,2,7,6,1,4,0,0,1,2,0.005,0.012,-0.007,325,162,1,0,1,7,6,1,178,3,293,1,-,-,172,-,-,-,-,-,-,-,-,-,-
89,178,173,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,15,0,3,3,0,2,0,0,0,1,0.006,0.022,-0.016,242,128,1,0,1,3,3,0,340,1,543,0,-,-,173,-,-,-,-,-,-,-,-,-,-
31,172,174,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,15,17,-2,15,17,-2,4,0,4,3,4,0,0,0,552,348,1,0,1,15,17,-2,112,11,198,7,-,-,174,-,-,-,-,-,-,-,-,-,-
70,161,175,,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,15,20,-5,3,4,-1,0,0,2,0,1,0.022,0.029,-0.007,140,122,1,0,1,3,4,-1,170,3,256,2,-,-,175,-,-,-,-,-,-,-,-,-,-
30,154,176,,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,39,15,22,-7,3,4,-1,1,1,0,0,1,0,0,0,574,440,2,0,2,1.5,2,-0.5,208,2,294,1,-,-,176,-,-,-,-,-,-,-,-,-,-
52,159,177,,HANNAH ELLIS,Country Can,Curb,-,14,21,-7,2,3,-1,1,0,1,0,0,0,0,0,558,383,1,0,1,2,3,-1,294,1,295,1,-,-,177,-,-,-,-,-,-,-,-,-,-
68,237,178,Yes,AARON LEWIS,That Ain't Country,Dot,-,13,8,5,6,4,2,2,2,1,1,0,0.013,0.007,0.006,187,191,1,0,1,6,4,2,155,4,219,4,-,-,178,-,-,-,-,-,-,-,-,-,-
118,224,179,Yes,CODY JINKS,Ain't A Train,Late August,-,13,8,5,2,1,1,0,0,0,0,2,0.003,0,0.003,426,434,2,1,2,1,0.5,0.5,187,2,544,0,-,-,179,-,-,-,-,-,-,-,-,-,-
32,213,180,Yes,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,40,13,9,4,5,4,1,0,0,1,2,2,0.015,0.007,0.008,168,187,3,1,3,1.3,1,0.3,144,5,231,3,-,-,180,-,-,-,-,-,-,-,-,-,-
159,-,181,Yes,TANNER ADELL,Love You A Little Bit,Columbia,-,13,0,13,6,0,6,2,0,0,3,1,0.012,0,0.012,189,282,1,1,1,6,0,6,158,4,232,3,-,-,181,-,-,-,-,-,-,-,-,-,-
154,185,182,Yes,MEREDITH FOSTER,I'm Not Blonde,Wildwood,-,13,13,0,6,6,0,3,0,1,1,1,0.009,0.005,0.004,211,227,1,0,1,6,6,0,169,3,257,2,-,-,182,-,-,-,-,-,-,-,-,-,-
83,-,183,Yes,KANE BROWN,Leave You Alone,RCA Nashville,-,13,0,13,4,0,4,2,2,0,0,0,0.011,0,0.011,193,331,4,4,4,1,0,1,189,2,258,2,-,-,183,-,-,-,-,-,-,-,-,-,-
132,182,184,Yes,JAKE WORTHINGTON,State You Left Me In,Big Loud,-,13,13,0,2,2,0,1,0,0,0,1,0.005,0.019,-0.014,364,140,1,0,1,2,2,0,534,1,545,0,-,-,184,-,-,-,-,-,-,-,-,-,-
80,181,185,Yes,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,13,13,0,2,2,0,2,0,0,0,0,0.001,0.03,-0.029,528,120,1,0,1,2,2,0,576,0,546,0,-,-,185,-,-,-,-,-,-,-,-,-,-
167,167,186,,JAKE WORTHINGTON,Single At The Same Time,Big Loud,-,13,19,-6,2,3,-1,1,0,0,1,0,0.016,0.005,0.011,165,235,1,0,1,2,3,-1,456,1,296,1,-,-,186,-,-,-,-,-,-,-,-,-,-
165,165,187,,ZACH BRYAN,Quittin' Time,Warner,-,13,19,-6,2,3,-1,1,0,0,0,1,0.005,0.028,-0.023,313,124,1,0,1,2,3,-1,535,1,547,0,-,-,187,-,-,-,-,-,-,-,-,-,-
64,162,188,,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,13,20,-7,4,7,-3,2,0,0,0,2,0.003,0.003,0,458,258,1,0,1,2,3.5,-1.5,213,2,548,0,-,-,188,-,-,-,-,-,-,-,-,-,-
79,160,189,,CARTER FAITH,Greener Pasture,Altadena/Pound It OutLoud,-,13,21,-8,6,10,-4,2,1,1,0,2,0.009,0.02,-0.011,210,134,1,0,1,6,10,-4,148,4,259,2,-,-,189,-,-,-,-,-,-,-,-,-,-
138,838,190,Yes,DIERKS BENTLEY,Star Spangled Banner,Capitol,-,12,0,12,3,0,3,0,2,1,0,0,0.022,0,0.022,139,308,3,3,3,1,0,1,173,3,233,3,-,-,190,-,-,-,-,-,-,-,-,-,-
139,231,191,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,12,8,4,2,1,1,0,0,0,0,2,0.003,0,0.003,456,526,2,1,2,1,0.5,0.5,216,2,549,0,-,-,191,-,-,-,-,-,-,-,-,-,-
118,565,192,Yes,ROADHOUSE,Reckless Kids f/ODELL,---,-,11,1,10,5,1,4,0,0,0,0,5,0.005,0,0.005,350,522,5,4,5,1,0.2,0.8,141,5,550,0,-,-,192,-,-,-,-,-,-,-,-,-,-
111,483,193,Yes,RANDALL KING,You In A Honky Tonk,Warner/WAR,-,11,3,8,2,1,1,1,0,0,0,1,0.004,0.006,-0.002,376,210,2,2,2,0.7,0.3,0.3,266,1,551,0,-,-,193,-,-,-,-,-,-,-,-,-,-
156,343,194,Yes,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,11,5,6,5,3,2,0,0,0,0,5,0.005,0,0.005,317,355,5,2,5,1,0.6,0.4,145,5,552,0,-,-,194,-,-,-,-,-,-,-,-,-,-
118,258,195,Yes,TYLER CHILDERS,House Fire,Hickman Holler/RCA,-,11,6,5,5,3,2,2,0,1,1,1,0.009,0.006,0.003,209,196,1,0,1,5,3,2,172,3,260,2,-,-,195,-,-,853,-,-,-,-,-,-,-
74,251,196,Yes,THOMAS RHETT,Church Boots,Valory Music Co.,-,11,7,4,5,3,2,3,0,0,0,2,0.002,0.002,0,498,266,5,2,5,1,0.6,0.4,203,2,553,0,-,-,196,-,-,-,-,-,-,-,-,-,-
164,238,197,Yes,LUKE COMBS,I Got Away With You,River House/Columbia Nash,-,11,8,3,5,4,1,2,0,1,2,0,0.011,0.009,0.002,194,177,1,0,1,5,4,1,161,3,234,3,-,-,197,-,-,-,-,-,-,-,-,-,-
141,192,198,Yes,JEREMY MCCOMB,No Yesterday,Average Joes,-,11,11,0,6,6,0,4,0,1,1,0,0.007,0.011,-0.004,233,168,1,0,1,6,6,0,219,2,261,2,-,-,198,-,-,-,-,-,-,-,-,-,-
72,198,199,Yes,CODY JINKS,Loud And Heavy,Late August/16camino,-,11,11,0,5,5,0,1,0,2,1,1,0.013,0.013,0,185,155,1,0,1,5,5,0,151,4,235,3,-,-,199,-,-,-,-,-,-,-,-,-,-
191,191,200,Yes,KACEY MUSGRAVES,Deeper Well,MCA Nashville/Interscope,-,11,11,0,4,5,-1,1,2,0,0,1,0.01,0.008,0.002,201,183,3,2,3,1,1.3,-0.3,176,3,262,2,-,190,200,-,779,47,-,-,-,-,-,-,2560
201,-,201,Yes,WARREN ZEIDERS,Pain Killer,Warner/WEA,-,11,0,11,3,0,3,0,0,0,0,3,0.006,0,0.006,304,604,2,2,2,1.5,0,1.5,166,3,554,0,-,-,201,-,-,-,-,-,-,-,-,-,-
78,195,202,Yes,TEDDY ROBB,Question The Universe,---,-,11,11,0,2,2,0,2,0,0,0,0,0.001,0.001,0,534,275,1,0,1,2,2,0,597,0,555,0,-,-,202,-,-,-,-,-,-,-,-,-,-
127,188,203,,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,11,13,-2,5,6,-1,0,1,2,1,1,0.015,0.012,0.003,167,161,1,0,1,5,6,-1,140,5,220,4,-,-,203,-,-,-,-,-,-,-,-,-,-
59,180,204,,CODY JOHNSON,Wild As You,Cojo Music,-,11,13,-2,2,3,-1,0,0,0,0,2,0.006,0.006,0,264,206,2,0,2,1,1.5,-0.5,200,2,556,0,-,-,204,-,-,-,-,-,-,-,-,-,-
205,295,205,Yes,WYATT MCCUBBIN,Keep Your Radio On,50 Egg Records/Tape Room,-,10,5,5,4,2,2,0,0,4,0,0,0.022,0.011,0.011,141,169,1,0,1,4,2,2,150,4,221,4,-,-,205,-,-,-,-,-,-,-,-,-,-
93,342,206,Yes,FOR KING & COUNTRY,God Only Knows,Curb Word,-,10,5,5,2,1,1,0,0,0,1,1,0.012,0.002,0.01,192,262,1,0,1,2,1,1,195,2,297,1,1964,-,206,-,-,-,-,-,-,-,-,-,-
101,-,207,Yes,ERIC CHURCH/JAZMINE SULLIVAN,The Star-Spangled Banner,---,-,10,0,10,2,0,2,1,0,1,0,0,0.008,0,0.008,216,350,2,2,2,1,0,1,343,1,298,1,-,-,207,-,-,-,-,-,-,-,-,-,-
135,174,208,,JON WOLFE,If I Had A Bar,Fool Hearted Productions,-,10,17,-7,2,3,-1,1,0,0,0,1,0.003,0.022,-0.019,474,129,2,0,2,1,1.5,-0.5,382,1,557,0,-,-,208,-,-,-,-,-,-,-,-,-,-
49,173,209,,KAMERON MARLOWE,Giving You Up,Columbia Nashville,-,10,17,-7,2,4,-2,1,0,1,0,0,0.011,0.013,-0.002,195,157,1,0,1,1,2,-1,531,1,299,1,-,-,209,-,-,-,-,-,-,-,-,-,-
158,246,210,Yes,SCOTTY MCCREERY,Can't Pass The Bar,Triple Tigers,-,9,7,2,5,6,-1,4,0,0,0,1,0.003,0.005,-0.002,444,230,2,1,2,1.7,2,-0.3,448,1,558,0,-,-,210,-,-,-,-,-,-,-,-,-,-
175,-,211,Yes,GREATER VISION,Older People,Daywind,-,9,0,9,2,0,2,0,2,0,0,0,0.014,0,0.014,178,406,2,2,2,1,0,1,215,2,263,2,-,-,211,-,-,-,-,-,-,-,-,-,-
207,-,212,Yes,DOYLE LAWSON & QUICKSILVER,No Storms That We Must Fear,Mountain Home Music,-,9,0,9,2,0,2,0,2,0,0,0,0.003,0,0.003,438,463,1,1,1,2,0,2,222,2,264,2,-,-,212,-,-,-,-,-,-,-,-,-,-
