PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
11,11,11,Yes,LAINEY WILSON,Wildflowers And Wild Horses,Broken Bow,14,17022,14917,2105,4633,4101,532,1448,477,852,697,1159,18.096,15.97,2.126,10,11,157,0,157,29.5,26.1,3.4,11,3185,17,2026,-,-,11,-,753,-,-,-,-,-,-,-,68
12,12,12,Yes,SCOTTY MCCREERY,Cab In A Solo,Triple Tigers,27,16341,14879,1462,4467,4035,432,1441,430,855,728,1013,17.919,15.819,2.1,12,14,157,0,157,28.5,25.7,2.8,13,3026,18,2013,-,-,12,-,1055,-,-,-,-,-,-,-,74
13,14,13,Yes,JORDAN DAVIS,Tucson Too Late,MCA Nashville,26,15971,14307,1664,4258,3868,390,1398,421,811,702,926,17.979,15.865,2.114,11,13,157,1,157,27.1,24.6,2.5,14,2860,19,1934,-,-,13,-,690,-,-,-,-,-,-,-,77
14,15,14,Yes,TYLER HUBBARD,Back Then Right Now,EMI Nashville,24,15341,14224,1117,4294,3978,316,1186,454,883,747,1024,16.791,15.268,1.523,14,15,156,0,156,27.5,25.5,2,12,3108,15,2084,-,-,14,-,708,-,-,-,-,-,-,-,75
14,16,15,Yes,JACKSON DEAN,Fearless,Big Machine,55,14080,13783,297,3824,3663,161,1393,372,638,530,891,14.965,14.752,0.213,15,16,156,0,156,24.5,23.5,1,15,2431,24,1540,-,-,15,-,917,-,-,-,-,-,-,-,82
16,20,16,Yes,SAM HUNT,Outskirts,MCA Nashville,28,12466,10155,2311,3342,2731,611,1049,350,634,481,828,13.283,11.033,2.25,16,19,153,2,153,21.8,17.9,4,17,2293,26,1465,-,-,16,-,966,-,-,-,-,-,-,-,99
17,18,17,Yes,KENNY CHESNEY,Take Her Home,Warner Nashville/WEA,16,12209,11444,765,3343,3120,223,1046,336,590,526,845,12.851,11.542,1.309,17,18,156,0,156,21.4,20,1.4,16,2297,27,1452,-,-,17,-,938,-,-,-,-,-,-,-,98
17,17,18,Yes,CARLY PEARCE,We Don't Fight...f/C.Stapleton,Big Machine,36,11951,11868,83,3306,3237,69,1121,324,570,494,797,12.407,12.218,0.189,18,17,156,0,156,21.2,20.8,0.4,18,2185,30,1388,-,-,18,-,996,-,-,-,-,-,-,-,101
18,19,19,,GABBY BARRETT,Glory Days,Warner Nashville/WAR,38,10767,11121,-354,3040,3140,-100,1159,246,443,371,821,10.414,10.876,-0.462,20,20,157,0,157,19.4,20,-0.6,22,1881,36,1060,-,-,19,-,-,-,-,-,-,-,-,-,110
20,21,20,Yes,ASHLEY COOKE,your place,Big Loud,10,10280,9846,434,2874,2754,120,886,284,529,478,697,10.818,10.399,0.419,19,21,147,0,147,19.3,18.5,0.8,20,1988,34,1291,-,-,20,-,1053,-,-,-,-,-,-,-,113
21,23,21,Yes,BAILEY ZIMMERMAN,Where It Ends,Warner/WEA/Elektra,19,10188,8915,1273,2804,2416,388,909,262,422,377,834,10.29,9.42,0.87,21,22,154,1,154,18.2,15.7,2.5,21,1895,35,1061,-,-,21,-,552,-,-,-,-,-,-,-,116
22,22,22,Yes,CARRIE UNDERWOOD,Out Of That Truck,Capitol Nashville,36,9793,9323,470,2595,2515,80,981,263,333,315,703,9.626,9.117,0.509,24,23,151,0,151,17.2,16.7,0.5,24,1614,40,911,-,-,22,-,1002,-,-,-,-,-,-,-,126
1,13,23,,RILEY GREEN,Different Round Here f/L.Combs,BMLG,40,9046,14511,-5465,2506,4039,-1533,481,365,570,437,653,9.958,15.91,-5.952,22,12,147,0,147,16.4,26.4,-10,19,2025,32,1372,-,-,23,-,-,-,-,-,-,-,-,-,131
24,25,24,Yes,OLD DOMINION,Can't Break Up Now f/M.Moroney,Columbia Nashville,21,8852,8418,434,2407,2328,79,861,222,334,296,694,8.903,8.459,0.444,25,25,156,0,156,15.4,14.9,0.5,26,1546,42,852,-,-,24,-,755,-,-,-,-,-,-,-,135
25,26,25,Yes,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,5,8716,8174,542,2325,2158,167,671,168,458,367,661,9.828,9.088,0.74,23,24,154,1,154,15,13.9,1.1,23,1654,38,993,-,-,25,-,925,-,-,-,-,-,-,-,138
24,24,26,Yes,MEGAN MORONEY,I'm Not Pretty,Columbia/Columbia Nash,27,8562,8437,125,2307,2261,46,724,204,334,291,754,8.42,7.533,0.887,26,26,153,1,153,15,14.7,0.3,25,1583,45,829,-,-,26,-,1016,-,-,-,-,-,-,-,142
27,27,27,Yes,JASON ALDEAN,Let Your Boys Be Country,Macon Music/Broken Bow,12,7830,7572,258,2037,1987,50,694,181,288,247,627,7.283,7.007,0.276,27,27,149,1,149,13.4,13.1,0.3,27,1343,50,716,-,-,27,-,854,-,-,-,-,-,-,-,146
28,31,28,Yes,BRYAN MARTIN,We Ride,Avg Joes/New Revolution,18,6788,6106,682,1773,1607,166,703,140,288,227,415,6.141,5.427,0.714,29,30,142,5,142,12.5,11.3,1.2,29,1070,55,655,-,-,28,-,1032,-,-,-,-,-,-,-,167
29,30,29,Yes,CHASE MATTHEW,Love You Again,Warner/WAR,25,6508,6389,119,1793,1767,26,736,116,248,203,490,5.663,5.67,-0.007,31,29,144,0,144,12.1,11.9,0.2,30,1057,59,567,-,-,29,-,-,-,-,-,-,-,-,-,163
30,32,30,Yes,CHRIS YOUNG,Young Love & Saturday Nights,RCA Nashville,20,6144,5504,640,1625,1414,211,639,108,186,178,514,6.32,6.008,0.312,28,28,139,12,139,11.4,9.9,1.5,31,986,61,472,-,-,30,-,956,-,-,-,-,-,-,-,179
31,35,31,Yes,JON PARDI & LUKE BRYAN,Cowboys And Plowboys,Capitol Nashville,19,5364,4914,450,1382,1250,132,636,79,126,112,429,4.677,4.584,0.093,32,31,142,13,142,9.7,8.8,0.9,32,746,75,317,-,-,31,-,-,-,-,-,-,-,-,-,222
30,34,32,Yes,GARTH BROOKS & RONNIE DUNN,Rodeo Man,Big Machine,16,5295,5075,220,1489,1445,44,745,66,87,90,501,2.512,2.215,0.297,44,40,151,1,151,9.9,9.6,0.3,33,744,86,243,-,-,32,-,960,-,-,-,-,-,-,-,198
33,33,33,Yes,DILLON CARMICHAEL,Drinkin' Problems,Riser House,30,5075,5128,-53,1454,1447,7,737,80,144,103,390,3.685,3.926,-0.241,34,32,147,1,147,9.9,9.8,0,34,717,73,327,-,-,33,-,-,-,-,-,-,-,-,-,204
34,-,34,Yes,DIERKS BENTLEY,American Girl,Valory/Capitol Nashville,1,4860,0,4860,1315,0,1315,137,274,325,255,324,5.995,0,5.995,30,305,134,134,134,9.8,0,9.8,28,1178,41,854,-,-,34,-,553,-,-,-,-,-,-,-,237
35,37,35,Yes,PARMALEE,Gonna Love You,Stoney Creek,14,4451,4243,208,1340,1265,75,633,107,172,150,278,2.861,2.593,0.268,39,38,113,2,113,11.6,10.9,0.6,35,707,64,429,-,-,35,-,-,-,-,-,-,-,-,-,230
36,38,36,Yes,JUSTIN MOORE,This Is My Dirt,Valory Music Co.,13,4187,3916,271,1197,1098,99,531,90,156,120,300,3.868,3.452,0.416,33,33,119,3,119,10,9.2,0.8,37,666,67,366,-,-,36,-,606,-,-,-,-,-,-,-,265
36,36,37,,MICHAEL RAY,Spirits And Demons f/M.Patrick,Warner/WEA/Riser House,20,4114,4310,-196,1061,1079,-18,452,61,101,77,370,2.569,2.789,-0.22,43,36,117,0,117,9.1,9.2,-0.2,40,609,90,239,-,-,37,-,1045,-,-,-,-,-,-,-,308
38,39,38,Yes,BRETT YOUNG,Dance With You,BMLG,16,4047,3825,222,1215,1133,82,541,90,139,113,332,2.478,2.406,0.072,45,39,111,18,111,10.8,10.1,0.7,36,674,71,342,-,-,38,-,-,-,-,-,-,-,-,-,257
39,43,39,Yes,DUSTIN LYNCH,Chevrolet f/Jelly Roll,Broken Bow,7,3849,3090,759,1051,885,166,422,59,153,133,284,2.634,2.076,0.558,40,42,99,14,99,10.6,8.9,1.7,39,629,70,345,-,-,39,-,-,-,-,-,-,-,-,-,312
40,40,40,Yes,TIM MCGRAW,One Bad Habit,Big Machine,4,3782,3460,322,1028,923,105,522,43,97,66,300,2.934,2.952,-0.018,37,35,124,7,124,8.1,7.3,0.8,42,506,95,206,-,-,40,-,-,-,-,-,-,-,-,-,322
41,50,41,Yes,BEYONCE,Texas Hold 'Em,Parkwood/ColNash/Columbia,2,3534,2308,1226,997,679,318,365,136,107,116,273,2.58,2.196,0.384,42,41,126,16,126,7,4.8,2.2,38,632,68,359,33,24,41,-,21,42,169,1471,40,25,31,-,35
41,41,42,Yes,ZACH TOP,Sounds Like The Radio,Leo33,6,3502,3407,95,932,925,7,468,49,100,86,229,3.568,3.1,0.468,35,34,100,5,100,8.6,8.6,0.1,43,464,91,235,-,-,42,-,603,-,-,-,-,-,-,-,369
43,51,43,Yes,NATE SMITH,Bulletproof,RCA Nashville,1,3382,2253,1129,795,487,308,338,40,116,112,189,2.985,1.924,1.061,36,43,77,20,77,10.2,6.2,3.9,44,457,84,268,-,-,43,-,-,-,-,-,-,-,-,-,441
41,42,44,Yes,TYLER CHILDERS,In Your Love,Hickman Holler/RCA,8,3195,3160,35,912,916,-4,468,40,95,75,234,2.903,2.784,0.119,38,37,94,4,94,9.4,9.4,0,46,444,94,210,-,-,44,-,-,-,-,-,-,-,-,-,326
44,44,45,Yes,DAN + SHAY,Bigger Houses,Warner/WAR,2,3055,2779,276,774,687,87,404,39,69,58,204,2.607,1.672,0.935,41,45,98,9,98,7.7,6.8,0.9,48,370,99,166,-,-,45,-,-,-,-,-,-,-,-,-,450
45,45,46,Yes,CHRIS LANE,Find Another Bar,Red Street,9,2995,2777,218,889,819,70,443,44,78,77,247,2.024,1.832,0.192,46,44,91,2,91,9.8,9,0.8,45,446,96,199,-,-,46,-,-,-,-,-,-,-,-,-,389
43,46,47,Yes,LADY A,Love You Back,BMLG,10,2874,2668,206,835,777,58,452,26,39,33,285,1.194,1.094,0.1,52,51,111,5,111,7.3,6.8,0.5,47,383,114,98,-,-,47,-,-,-,-,-,-,-,-,-,409
47,47,48,Yes,DREW BALDRIDGE,She's Somebody's Daughter,Lyric Ridge,5,2873,2606,267,947,857,90,409,55,99,86,298,1.461,1.385,0.076,47,48,116,2,116,8.2,7.4,0.8,41,538,89,240,-,-,48,-,-,-,-,-,-,-,-,-,358
48,48,49,Yes,JOE NICHOLS,Brokenhearted,Quartz Hill,7,2511,2444,67,718,711,7,401,32,61,49,175,1.282,1.196,0.086,50,49,70,1,70,10.1,10,0.1,49,317,101,142,-,-,49,-,-,-,-,-,-,-,-,-,500
49,49,50,,HAILEY WHITTERS,I'm In Love,Big Loud,2,2242,2365,-123,624,647,-23,335,27,51,49,162,1.311,1.404,-0.093,49,47,77,3,77,7.3,7.6,-0.3,50,289,103,127,-,-,50,-,-,-,-,-,-,-,-,-,599
51,53,51,Yes,DYLAN MARLOWE & DYLAN SCOTT,Boys Back Home,Columbia Nash/Curb/PIA,-,2174,2005,169,608,566,42,335,25,54,47,147,1.253,1.148,0.105,51,50,71,2,71,8.6,8,0.6,51,273,104,126,-,-,51,-,-,-,-,-,-,-,-,-,619
50,52,52,,HUNTERGIRL,Ain't About You,Wheelhouse,1,1899,2017,-118,605,648,-43,370,24,42,43,126,0.824,0.911,-0.087,54,52,81,10,81,7.1,7.6,-0.5,52,235,108,109,-,-,52,-,-,-,-,-,-,-,-,-,622
53,54,53,Yes,MATT STELL,Breakin' In Boots,RECORDS Nashville,-,1796,1513,283,574,507,67,350,18,34,34,138,0.823,0.675,0.148,55,54,79,12,79,7.1,6.3,0.8,53,224,119,86,-,-,53,-,-,-,-,-,-,-,-,-,674
54,55,54,Yes,TIGIRLILY GOLD,I Tried A Ring On,Monument,-,1505,1434,71,448,417,31,266,4,34,28,116,0.688,0.659,0.029,58,55,64,1,64,6.3,5.9,0.4,56,182,125,66,-,-,54,-,-,-,-,-,-,-,-,-,910
54,58,55,Yes,RYAN LARKINS,King Of Country Music,Red Street,-,1476,1392,84,427,401,26,244,15,36,39,93,0.788,0.638,0.15,56,56,54,1,54,7.6,7.2,0.5,55,183,118,90,-,-,55,-,-,-,-,-,-,-,-,-,957
56,57,56,Yes,RUNAWAY JUNE,Make Me Wanna Smoke,Quartz Hill,-,1435,1401,34,425,416,9,273,15,26,25,86,0.55,0.531,0.019,61,57,45,1,45,9.4,9.2,0.2,60,152,126,66,-,-,56,-,-,-,-,-,-,-,-,-,962
57,63,57,Yes,CHRIS STAPLETON,Think I'm In Love With You,Mercury Nashville,-,1403,995,408,380,275,105,202,17,37,41,83,0.731,0.488,0.243,57,59,51,10,51,6.9,5,1.9,57,178,116,95,-,-,57,-,-,-,-,-,-,280,-,-,1070
53,56,58,,HIXTAPE,Pickup Man f/Post Malone ...,Big Loud/Mercury/Republic,-,1373,1426,-53,299,314,-15,80,20,48,33,118,1.36,1.47,-0.11,48,46,64,3,64,4.5,4.7,-0.2,54,219,112,101,-,-,58,-,-,-,-,-,-,-,-,-,1346
59,60,59,Yes,RESTLESS ROAD,Last Rodeo,RCA Nashville,-,1303,1169,134,347,307,40,223,10,18,17,79,0.478,0.357,0.121,62,65,48,3,48,7.2,6.4,0.8,64,124,134,45,-,-,59,-,-,-,-,-,-,-,-,-,1185
60,65,60,Yes,DYLAN SCOTT,This Town's Been Too Good To..,Curb,-,1282,965,317,389,286,103,226,9,26,17,111,0.432,0.313,0.119,64,68,59,10,59,6.5,4.8,1.7,59,163,131,52,-,-,60,-,-,-,-,-,-,-,-,-,1062
59,59,61,Yes,RANDY HOUSER,Cancel,Magnolia Music,-,1278,1218,60,374,363,11,254,6,17,16,81,0.371,0.345,0.026,65,66,47,1,47,8,7.7,0.2,67,120,137,39,-,-,61,-,-,-,-,-,-,-,-,-,1102
58,61,62,,NEON UNION,This Side Of The Dirt,Red Street,-,975,1024,-49,315,326,-11,206,8,15,12,74,0.299,0.319,-0.02,71,67,43,0,43,7.2,7.4,-0.3,68,109,140,35,-,-,62,-,-,-,-,-,-,-,-,-,1291
63,66,63,Yes,CAROLINE JONES/ZAC BROWN BAND,Million Little Bandaids,True To The Song,-,962,899,63,337,317,20,165,8,16,26,122,0.271,0.257,0.014,72,73,43,2,43,7.7,7.2,0.5,58,172,133,50,-,-,63,-,-,-,-,-,-,-,-,-,1224
47,62,64,,TOBY KEITH,Don't Let The Old Man In,Show Dog/BMLGR,1,926,1001,-75,232,281,-49,86,18,24,21,83,0.577,0.428,0.149,60,61,80,12,80,2.3,2.8,-0.5,61,146,127,63,-,-,64,-,-,-,-,-,-,-,-,-,1659
63,64,65,,ANNE WILSON,Rain In The Rearview,Sparrow/EMI Nashville,-,918,990,-72,309,332,-23,188,8,17,13,83,0.255,0.278,-0.023,73,70,48,1,48,6.3,6.8,-0.5,65,121,139,38,-,-,65,-,-,-,-,-,-,-,-,-,1319
49,70,66,Yes,GWEN STEFANI & BLAKE SHELTON,Purple Irises,Warner/Interscope/WMN,1,914,705,209,258,191,67,162,12,24,20,40,0.46,0.395,0.065,63,63,42,14,42,4.5,3.4,1.2,69,96,130,56,19,26,66,-,163,-,-,886,-,-,-,-,295
67,69,67,Yes,CODY JOHNSON,Dirt Cheap,CoJo/Warner/WMN,-,895,735,160,199,168,31,63,17,47,27,45,0.887,0.817,0.07,53,53,20,6,20,8.7,7.3,1.3,62,136,117,91,-,-,67,-,-,-,-,-,-,-,-,-,1851
66,68,68,Yes,KELSEY HART,Life With You,Curb,-,887,796,91,309,270,39,184,23,17,22,63,0.299,0.281,0.018,70,69,50,2,50,5.9,5.2,0.8,63,125,128,62,-,-,68,-,-,-,-,-,-,-,-,-,1315
67,71,69,Yes,ANNIE BOSKO,Neon Baby,Stone Country,-,724,651,73,226,208,18,146,7,18,10,45,0.233,0.21,0.023,74,75,40,6,40,5.7,5.2,0.5,71,80,141,35,-,-,69,-,-,-,-,-,-,-,-,-,1690
58,67,70,,IAN MUNSICK,Long Live Cowgirls,Warner/WEA,-,562,827,-265,157,243,-86,68,5,10,12,62,0.195,0.514,-0.319,77,58,22,2,22,2.7,4.2,-1.5,70,89,149,27,-,-,70,-,-,-,-,-,-,-,-,-,2188
71,80,71,Yes,RED CLAY STRAYS,Wondering Why,HBYCO/Thirty Tigers,-,512,267,245,131,37,94,11,104,3,5,8,0.644,0.261,0.383,59,72,40,38,40,3.3,0.9,2.4,66,120,107,112,-,-,71,-,-,6,-,515,-,-,-,-,460
72,75,72,Yes,MEGAN MORONEY,No Caller ID,Columbia/Columbia Nash,-,371,314,57,111,87,24,34,3,21,19,34,0.318,0.234,0.084,68,74,5,0,5,22.2,17.4,4.8,72,77,136,43,-,-,72,-,-,-,-,-,-,-,-,-,2802
72,72,73,Yes,MORGAN WALLEN,Spin You Around (2024),Big Loud/Mercury,-,362,400,-38,109,107,2,41,11,19,14,24,0.32,0.407,-0.087,67,62,5,0,5,12.1,11.9,0.2,74,68,135,44,-,-,73,-,-,-,-,-,-,-,-,-,2840
64,73,74,,MADDIE & TAE,Heart They Didn't Break,Mercury Nashville,-,308,390,-82,115,141,-26,64,5,16,10,20,0.079,0.134,-0.055,99,80,14,0,14,5.2,6.4,-1.2,75,51,145,31,-,-,74,-,-,-,-,-,-,-,-,-,2742
72,77,75,,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,298,310,-12,57,59,-2,11,7,10,14,15,0.203,0.167,0.036,76,77,5,0,5,11.4,11.8,-0.4,78,46,146,31,-,-,75,-,-,-,-,-,-,-,-,-,-
76,96,76,Yes,GRAHAM BARHAM,BAYOU BOY,Sony Music Nashville,-,285,102,183,35,13,22,21,0,0,1,13,0.114,0.053,0.061,86,102,2,0,2,17.5,6.5,11,103,14,286,1,-,-,76,-,-,-,-,-,-,-,-,-,-
71,79,77,,JAY ALLEN,No Present Like The Time,ONErpm/16camino,-,235,269,-34,93,100,-7,60,6,5,7,15,0.026,0.027,-0.001,135,126,16,0,16,5.2,5.6,-0.4,79,33,162,18,-,-,77,-,-,-,-,-,-,-,-,-,-
78,-,78,Yes,RED CLAY STRAYS,No One Else Like Me,---,-,211,0,211,71,0,71,0,71,0,0,0,0.323,0,0.323,66,518,38,38,38,1.9,0,1.9,73,71,122,71,-,-,78,-,-,-,-,-,-,-,-,-,-
79,-,79,Yes,NATHAN MEROVICH,Hold On To Me,---,-,194,0,194,54,0,54,54,0,0,0,0,0.036,0,0.036,121,483,15,15,15,3.6,0,3.6,589,0,522,0,-,-,79,-,-,-,-,-,-,-,-,-,-
80,250,80,Yes,LACI KAYE BOOTH,True Love,Geffen,-,182,7,175,50,2,48,0,2,0,0,48,0.088,0.009,0.079,94,176,50,50,50,1,0,0.9,76,50,243,2,-,-,80,-,-,-,-,-,-,-,-,-,-
81,204,81,Yes,ANNE WILSON,God & Country,Sparrow/EMI Nashville,-,182,9,173,50,3,47,0,2,0,0,48,0.088,0.011,0.077,95,170,50,50,50,0.9,0.1,0.9,77,50,244,2,-,-,81,-,-,-,-,-,-,-,-,-,-
82,107,82,Yes,DYLAN GOSSETT,Coal,Big Loud/Mercury/Republic,-,174,78,96,32,9,23,12,1,6,5,8,0.147,0.051,0.096,83,105,3,1,3,10.7,3,7.7,91,20,175,12,-,-,82,-,-,144,-,-,-,-,-,-,-
10,93,83,Yes,KEITH URBAN,Brown Eyes Baby,Capitol Nashville,48,172,138,34,33,30,3,10,3,6,6,8,0.194,0.166,0.028,78,78,6,1,6,3.3,3,0.3,87,23,168,15,-,-,83,-,-,-,-,-,-,-,-,-,-
78,90,84,Yes,MAE ESTES,Thinkin' 'Bout Cheatin',Big Machine,-,163,163,0,45,45,0,45,0,0,0,0,0.031,0.031,0,126,115,15,0,15,3,3,0,602,0,523,0,-,-,84,-,-,-,-,-,-,-,-,-,-
85,87,85,Yes,GUNNAR LATHAM,One Two Step,Major Bob Productions,-,163,163,0,45,45,0,45,0,0,0,0,0.031,0.031,0,127,117,15,0,15,3,3,0,601,0,524,0,-,-,85,-,-,-,-,-,-,-,-,-,-
69,74,86,,TAYLOR SWIFT,Mean (Taylor's Version),Republic,-,160,336,-176,30,85,-55,6,4,9,5,6,0.215,0.262,-0.047,75,71,12,1,12,0.5,1.4,-0.9,84,24,163,18,-,-,86,-,-,-,-,-,-,-,-,-,-
77,-,87,Yes,GEORGE BIRGE,Cowboy Songs,RECORDS Nashville,-,144,0,144,25,0,25,2,8,5,7,3,0.16,0,0.16,79,315,8,8,8,3.1,0,3.1,85,23,159,20,-,-,87,-,-,-,-,-,-,-,-,-,-
88,92,88,Yes,ALLI WALKER,I Like Big Trucks,Alli Walker Music,-,141,141,0,17,17,0,10,0,0,1,6,0.063,0.063,0,106,97,1,0,1,17,17,0,124,7,287,1,-,-,88,-,-,-,-,-,-,-,-,-,-
76,82,89,,AUSTIN SNELL,Pray All The Way Home,River House/WMN,-,133,232,-99,35,63,-28,33,0,0,0,2,0.031,0.046,-0.015,128,106,16,0,16,2.2,3.9,-1.8,221,2,525,0,-,-,89,-,-,-,-,-,-,-,-,-,-
89,100,90,Yes,THE FRONTMEN,I Need You,BBR Music Group,-,125,94,31,24,15,9,5,0,1,1,17,0.097,0.089,0.008,90,85,15,13,15,1.6,1,0.6,94,19,245,2,-,-,90,-,-,-,-,-,-,-,-,-,-
75,76,91,,IAN MUNSICK,White Buffalo,Warner/WEA,-,118,314,-196,31,99,-68,0,26,0,1,4,0.149,0.449,-0.3,82,60,31,9,31,0.5,1.7,-1.2,81,31,150,27,-,-,91,-,-,-,-,-,-,-,-,-,-
48,91,92,,HANNAH ELLIS,Wine Country,Curb,2,117,161,-44,29,40,-11,15,3,4,1,6,0.016,0.029,-0.013,162,123,6,3,6,2.1,2.9,-0.8,104,14,191,8,-,-,92,-,-,-,-,-,-,-,-,-,-
78,88,93,,AUSTIN ENGLISH,Walk Away Slow,---,-,108,163,-55,30,45,-15,30,0,0,0,0,0.02,0.031,-0.011,145,114,15,0,15,2,3,-1,595,0,526,0,-,-,93,-,-,-,-,-,-,-,-,-,-
82,89,94,,TREY LEWIS,Always You,River House Artists,-,108,163,-55,30,45,-15,30,0,0,0,0,0.02,0.031,-0.011,147,118,15,0,15,2,3,-1,600,0,527,0,-,-,94,-,-,-,-,-,-,-,-,-,-
81,81,95,,IAN MUNSICK,Heartbreak King,Warner Nashville/WEA,-,100,255,-155,25,83,-58,0,9,12,0,4,0.149,0.394,-0.245,81,64,25,13,25,0.5,1.5,-1.1,83,25,157,21,-,-,95,-,-,-,-,-,-,-,-,-,-
35,105,96,Yes,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,99,81,18,25,19,6,13,1,4,3,4,0.093,0.075,0.018,92,88,4,1,4,6.3,4.8,1.5,109,12,192,8,-,-,96,-,-,-,-,-,-,-,-,-,-
61,848,97,Yes,ERIN KINSEY,Just Drive,RECORDS Nashville,-,95,0,95,20,0,20,0,0,0,0,20,0.049,0,0.049,112,452,7,7,7,2.9,0,2.9,93,20,528,0,-,-,97,-,-,-,-,-,-,-,-,-,-
90,101,98,Yes,WAYLAND,Way Back When,---,-,94,94,0,26,26,0,26,0,0,0,0,0.017,0.017,0,159,145,13,0,13,2,2,0,580,0,529,0,-,-,98,-,-,-,-,-,-,-,-,-,-
56,102,99,Yes,LAUREN ALAINA,Thicc As Thieves,Big Loud,-,93,84,9,61,56,5,35,3,5,4,14,0.029,0.015,0.014,131,150,9,2,9,6.8,6.2,0.6,82,26,176,12,-,-,99,-,-,-,-,-,-,-,-,-,-
72,104,100,Yes,COLE SWINDELL,How Is She,Warner/WMN,-,92,81,11,17,15,2,4,2,4,3,4,0.111,0.12,-0.009,87,82,1,0,1,17,15,2,108,13,186,9,-,-,100,-,-,-,-,-,-,-,-,-,-
78,108,101,Yes,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,91,74,17,19,18,1,1,15,1,1,1,0.123,0.068,0.055,85,90,12,11,12,0.9,0.9,0.1,96,18,165,17,-,-,101,-,-,-,-,-,-,-,-,-,-
91,111,102,Yes,TAYLOR SWIFT,Mine (Taylor's Version),Republic,-,88,67,21,15,11,4,1,1,7,4,2,0.154,0.121,0.033,80,81,5,1,5,3,2.2,0.8,105,14,177,12,76,292,102,-,-,-,-,-,-,-,-,-,-
