PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
102,-,102,Yes,BLANCO BROWN,"Take Me Home, Country Roads",Wheelhouse,-,112,0,112,39,0,39,0,39,0,0,0,0.178,0,0.178,90,342,39,39,39,1,0,1,84,39,138,39,-,-,102,-,-,-,-,-,-,-,-,-,-
103,-,103,Yes,DOLLY PARTON,Let It Be f/McCartney & Starr,Butterfly/Big Machine,-,112,0,112,39,0,39,19,20,0,0,0,0.103,0,0.103,98,484,39,39,39,1,0,1,98,20,168,20,-,-,103,-,-,1520,323,-,-,-,-,-,-
89,98,104,,CONNER SWEET,She's Gotta Know,Sweet Music,-,110,160,-50,31,45,-14,31,0,0,0,0,0.02,0.029,-0.009,169,138,15,0,15,2.1,3,-0.9,542,0,504,0,-,-,104,-,894,-,-,-,-,-,-,-,-
94,109,105,,ALISON NICHOLS,Hoops,Alison Nichols,-,108,118,-10,30,33,-3,29,0,0,0,1,0.023,0.022,0.001,157,147,16,1,16,1.9,2.1,-0.2,286,1,505,0,-,-,105,-,-,-,-,-,-,-,-,-,-
78,139,106,Yes,ROMAN ALEXANDER,Downtime,Twelve6 Ent.,-,107,53,54,30,15,15,30,0,0,0,0,0.02,0.01,0.01,165,191,15,0,15,2,1,1,518,0,506,0,-,-,106,-,-,-,-,-,-,-,-,-,-
81,103,107,,MATT ROGERS,Tea Was A Little Sweeter,Matt Rogers Country,-,107,145,-38,30,41,-11,30,0,0,0,0,0.02,0.026,-0.006,168,142,15,0,15,2,2.7,-0.7,538,0,507,0,-,-,107,-,-,-,-,-,-,-,-,-,-
91,140,108,Yes,CRAIG CAMPBELL,Summer Soundtrack,Grindstone,-,104,53,51,29,15,14,29,0,0,0,0,0.019,0.01,0.009,170,192,15,0,15,1.9,1,0.9,550,0,508,0,-,-,108,-,-,-,-,-,-,-,-,-,-
109,-,109,Yes,DOLLY PARTON,Every Breath You Take f/Sting,Butterfly/Big Machine,-,104,0,104,35,0,35,12,23,0,0,0,0.121,0,0.121,96,483,23,23,23,1.5,0,1.5,95,23,163,23,-,-,109,-,-,2476,-,-,-,-,-,-,-
91,117,110,Yes,TAYLOR SWIFT,Mine (Taylor's Version),Republic,-,101,94,7,20,18,2,4,5,7,4,0,0.172,0.156,0.016,91,90,6,2,6,2.9,2.6,0.3,109,16,174,16,85,340,110,-,-,-,-,-,-,-,-,-,-
72,108,111,,COLE SWINDELL,How Is She,Warner/WMN,-,100,120,-20,20,24,-4,4,2,6,5,3,0.152,0.154,-0.002,94,91,1,0,1,20,24,-4,106,16,182,13,-,-,111,-,-,-,-,-,-,-,-,-,-
99,134,112,Yes,CHRIS LANE,Stop Coming Over,Big Loud,-,91,58,33,20,13,7,0,0,0,0,20,0.06,0.038,0.022,112,121,7,0,7,2.9,1.9,1,99,20,509,0,-,-,112,-,-,-,-,-,-,-,-,-,-
107,114,113,,JAKE BANFIELD,Oklahoma Sooner,Jake Banfield Music,-,84,106,-22,30,38,-8,8,6,5,4,7,0.088,0.123,-0.035,102,93,1,0,1,30,38,-8,96,22,178,15,-,-,113,-,-,-,-,-,-,-,-,-,-
107,124,114,Yes,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,78,69,9,17,15,2,1,2,6,4,4,0.134,0.119,0.015,95,94,1,0,1,17,15,2,111,16,184,12,-,73,114,-,-,265,-,-,-,-,-,-,-
115,123,115,Yes,MAREN MORRIS,The Tree,Columbia,-,77,70,7,32,29,3,14,0,5,5,8,0.075,0.071,0.004,104,106,1,0,1,32,29,3,104,18,189,10,-,-,115,-,-,503,-,-,-,-,-,-,-
87,116,116,,WYATT FLORES,West Of Tulsa,Island,-,76,98,-22,10,13,-3,5,0,0,0,5,0.024,0.033,-0.009,156,128,2,0,2,5,6.5,-1.5,157,5,510,0,-,-,116,-,-,286,-,-,-,-,-,-,-
83,128,117,Yes,COLBIE CAILLAT,I'll Be Here f/Sheryl Crow,Blue Jean Baby,-,74,62,12,24,20,4,7,1,0,6,10,0.053,0.04,0.013,116,119,1,0,1,24,20,4,105,17,199,7,-,-,117,-,-,-,-,-,-,-,-,-,-
118,130,118,Yes,LAINEY WILSON & DOLLY PARTON,Mama He's Crazy,BMG,-,72,61,11,16,12,4,0,0,0,0,16,0.05,0.092,-0.042,121,101,16,4,16,1,0.8,0.3,107,16,511,0,-,-,118,-,-,-,-,-,-,-,-,-,-
92,757,119,Yes,MORGAN WALLEN,Silverado For Sale,Big Loud/Republic,-,70,0,70,16,0,16,0,1,0,0,15,0.051,0,0.051,119,538,15,15,15,1.1,0,1.1,108,16,299,1,-,-,119,-,-,-,-,-,-,-,-,-,-
72,129,120,Yes,FLORIDA GEORGIA LINE,Colorado,BMLG,-,67,62,5,17,16,1,1,4,3,4,5,0.098,0.083,0.015,99,102,2,0,2,8.5,8,0.5,110,16,186,11,-,-,120,-,-,-,-,-,-,-,-,-,-
110,-,121,Yes,GABBY BARRETT,I Will Always Love You,Warner/WAR,-,67,0,67,14,0,14,0,0,0,0,14,0.044,0,0.044,127,338,7,7,7,2,0,2,114,14,512,0,-,-,121,-,-,-,-,-,-,-,-,-,-
61,122,122,,ERIN KINSEY,Just Drive,RECORDS Nashville,-,67,71,-4,14,15,-1,1,0,0,0,13,0.04,0.047,-0.007,134,116,7,0,7,2,2.1,-0.1,117,13,513,0,-,-,122,-,-,-,-,-,-,-,-,-,-
104,120,123,,MEGAN MORONEY,Georgia Girl,Columbia/Columbia Nash,-,63,76,-13,15,18,-3,3,2,5,2,3,0.091,0.107,-0.016,101,96,1,0,1,15,18,-3,122,12,191,9,-,-,123,-,-,-,-,-,-,-,-,-,-
49,110,124,,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,61,110,-49,15,26,-11,2,0,6,0,7,0.062,0.275,-0.213,110,78,9,2,9,1.3,2.2,-0.9,118,13,209,6,-,-,124,-,-,-,-,-,-,-,-,-,-
77,77,125,,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,59,457,-398,24,132,-108,5,3,4,5,7,0.063,0.416,-0.353,109,68,9,2,9,0.3,1.6,-1.3,102,19,185,12,-,-,125,-,-,-,-,-,-,-,-,-,-
81,137,126,Yes,WAYLAND,Summer To Me,---,-,58,53,5,17,15,2,16,1,0,0,0,0.013,0.01,0.003,200,197,16,1,16,1.1,0.9,0.1,391,1,300,1,-,-,126,-,-,-,-,-,-,-,-,-,-
127,-,127,Yes,MACKENZIE CARPENTER,Country Girls (Just Wanna ...),Valory Music Co.,-,57,0,57,13,0,13,0,0,0,1,12,0.045,0,0.045,126,364,12,12,12,1.1,0,1.1,119,13,301,1,-,-,127,-,-,-,-,-,-,-,-,-,-
79,112,128,,ERIC BURGETT,But A Beer Can,Bow To Stern,-,56,107,-51,16,30,-14,16,0,0,0,0,0.01,0.02,-0.01,221,148,15,0,15,1.1,2,-0.9,544,0,514,0,-,-,128,-,-,-,-,-,-,-,-,-,-
79,102,129,,IAN FLANIGAN,Under A Southern Sky,Reviver,-,56,153,-97,16,43,-27,16,0,0,0,0,0.01,0.028,-0.018,225,139,15,0,15,1.1,2.9,-1.8,534,0,515,0,-,-,129,-,-,-,-,-,-,-,-,-,-
111,135,130,Yes,JORDAN DAVIS,Sunday Saints,MCA Nashville,-,54,54,0,15,15,0,0,1,6,2,6,0.078,0.094,-0.016,103,100,1,0,1,15,15,0,113,15,192,9,-,-,130,-,-,-,-,-,-,-,-,-,-
80,113,131,,LANDON PARKER,Back At The Bar,---,-,53,106,-53,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,235,151,15,0,15,1,2,-1,545,0,516,0,-,-,131,-,-,-,-,-,-,-,-,-,-
78,126,132,,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,52,66,-14,11,17,-6,2,2,2,3,2,0.067,0.068,-0.001,106,108,2,0,2,1.6,2.4,-0.9,130,9,200,7,-,-,132,-,-,-,-,-,-,-,-,-,-
96,131,133,,DYLAN MARLOWE,Record High,Columbia Nashville,-,50,60,-10,15,18,-3,12,0,2,0,1,0.02,0.032,-0.012,167,132,2,0,2,7.5,9,-1.5,189,3,261,2,-,-,133,-,-,-,-,-,-,-,-,-,-
90,101,134,,RANDALL FOWLER,Two Woman Man,Reviver,-,50,154,-104,14,42,-28,14,0,0,0,0,0.009,0.029,-0.02,240,136,14,0,14,0.9,2.8,-1.9,537,0,517,0,-,-,134,-,-,-,-,-,-,-,-,-,-
80,100,135,,CALEB LEE HUTCHINSON,Silverado,Country Reborn,-,50,157,-107,14,44,-30,14,0,0,0,0,0.009,0.029,-0.02,241,137,14,0,14,0.9,2.9,-2,528,0,518,0,-,-,135,-,-,-,-,-,-,-,-,-,-
30,174,136,Yes,MICHAEL RAY,Holy Water,Warner/WEA,29,48,27,21,10,5,5,2,0,4,2,2,0.066,0.033,0.033,107,130,4,3,4,2.5,1.3,1.3,135,8,210,6,-,-,136,-,-,-,-,-,-,-,-,-,-
137,151,137,Yes,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,48,37,11,14,11,3,4,0,4,2,4,0.054,0.052,0.002,115,113,1,0,1,14,11,3,125,10,211,6,-,-,137,-,-,-,-,-,1925,-,-,-,-
42,143,138,Yes,JAKE OWEN,On The Boat Again,Big Loud,11,48,46,2,10,10,0,4,0,1,1,4,0.013,0.011,0.002,198,184,2,0,2,3.3,3.3,0,149,6,262,2,-,-,138,-,-,-,-,-,-,-,-,-,-
124,147,139,Yes,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,47,39,8,15,11,4,9,1,0,2,3,0.049,0.038,0.011,122,120,5,2,5,3,2.2,0.8,150,6,233,3,-,-,139,-,-,3379,-,-,-,-,-,-,-
80,144,140,Yes,ELLE KING,Tulsa,RCA/Columbia Nashville,-,45,42,3,15,14,1,3,3,2,3,4,0.05,0.035,0.015,120,125,1,0,1,15,14,1,120,12,197,8,-,-,140,-,-,985,-,-,-,-,-,-,-
52,142,141,Yes,CODY JOHNSON,With You I Am,Cojo Music,-,45,47,-2,5,5,0,1,0,1,1,2,0.058,0.077,-0.019,113,105,3,1,3,1.7,1.7,0,169,4,263,2,-,-,141,-,-,-,-,-,-,-,-,-,-
65,219,142,Yes,CATIE OFFERMAN,I Just Killed A Man,MCA Nashville,-,44,13,31,10,3,7,3,0,0,0,7,0.025,0.003,0.022,151,289,9,7,9,1.1,0.3,0.8,143,7,519,0,-,-,142,-,-,-,-,-,-,-,-,-,-
25,138,143,,DILLON CARMICHAEL,Son Of A,Riser House,49,44,53,-9,9,11,-2,3,1,3,2,0,0.041,0.045,-0.004,133,117,3,0,3,1.8,2.2,-0.4,148,6,212,6,-,-,143,-,-,-,-,-,-,-,-,-,-
65,150,144,Yes,RYAN GRIFFIN,Heart To Break,Red Street,-,43,38,5,26,24,2,17,0,3,1,5,0.012,0.011,0.001,204,182,2,0,2,13,12,1,131,9,223,4,-,-,144,-,-,-,-,-,-,-,-,-,-
56,165,145,Yes,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,42,31,11,13,9,4,1,3,1,1,7,0.043,0.032,0.011,129,131,9,6,9,1.3,0.9,0.4,121,12,216,5,-,-,145,-,-,-,-,-,-,-,-,-,-
48,127,146,,DIERKS BENTLEY,Something Real,Capitol Nashville,4,42,63,-21,16,21,-5,13,0,1,0,2,0.012,0.08,-0.068,201,104,3,1,3,2.7,3.5,-0.8,190,3,302,1,-,-,146,-,-,-,-,-,-,-,-,-,-
69,268,147,Yes,DIPLO & MORGAN WALLEN,Heartless (f/Julia Michaels),Columbia,-,37,8,29,5,3,2,1,0,1,2,1,0.056,0.012,0.044,114,175,3,2,3,1.3,0.8,0.5,173,4,234,3,-,-,147,-,767,-,-,-,-,-,-,-,-
80,86,148,,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,37,187,-150,5,25,-20,2,0,1,1,1,0.046,0.282,-0.236,123,77,3,1,3,1.7,8.3,-6.7,196,3,264,2,-,-,148,-,-,-,-,-,-,-,-,-,-
75,206,149,Yes,JASON ALDEAN,Let Your Boys Be Country,Macon Music/Broken Bow,-,36,15,21,9,4,5,1,3,1,0,4,0.043,0.005,0.038,128,234,4,3,4,1.3,0.6,0.7,134,8,224,4,-,-,149,-,-,-,-,-,-,-,-,-,-
80,202,150,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,36,16,20,8,6,2,0,1,1,3,3,0.062,0.023,0.039,111,146,4,1,4,1.6,1.2,0.4,133,8,217,5,-,-,150,-,-,-,-,-,-,-,-,-,-
24,164,151,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,36,32,4,7,7,0,0,1,3,2,1,0.063,0.04,0.023,108,118,2,1,2,1.4,1.4,0,141,7,213,6,-,-,151,-,-,-,-,-,-,-,-,-,-
51,605,152,Yes,GABBY BARRETT,Footprints On The Moon,Warner/WAR,-,35,1,34,8,1,7,0,0,1,0,7,0.022,0,0.022,160,337,8,7,8,1,0.1,0.9,132,8,303,1,-,-,152,-,-,-,-,-,-,-,-,-,-
153,187,153,Yes,WILLIAM BECKMANN,Tennessee Drinkin',Highway 90,-,35,22,13,9,6,3,6,1,0,1,1,0.018,0.004,0.014,173,254,1,0,1,4.5,3,1.5,188,3,265,2,-,-,153,-,-,-,-,-,-,-,-,-,-
122,-,154,Yes,KAT & ALEX,Most Nights,Sony Music Nashville,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,163,431,7,7,7,1,0,1,144,7,520,0,-,-,154,-,-,-,-,-,-,-,-,-,-
155,-,155,Yes,GABBY BARRETT,Cowboy Back,Warner Nashville/WAR,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,159,336,7,7,7,1,0,1,140,7,521,0,-,-,155,-,-,-,-,-,-,-,-,-,-
118,-,156,Yes,EMILY BROOKE,Hungover You,---,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,161,350,7,7,7,1,0,1,139,7,522,0,-,-,156,-,-,-,-,-,-,-,-,-,-
129,-,157,Yes,LINDSAY ELL,Hits me,Stoney Creek,-,34,0,34,7,0,7,1,0,0,0,6,0.018,0,0.018,175,390,7,7,7,1,0,1,151,6,523,0,-,-,157,-,-,-,-,-,-,-,-,-,-
127,163,158,Yes,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,32,32,0,15,15,0,5,2,2,2,4,0.024,0.029,-0.005,154,135,1,0,1,15,15,0,126,10,214,6,-,-,158,-,-,-,-,-,-,-,-,-,-
45,162,159,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,32,32,0,4,4,0,1,1,1,1,0,0.48,0.48,0,65,63,1,0,1,4,4,0,183,3,235,3,-,-,159,-,-,-,-,-,-,-,-,-,-
86,-,160,Yes,CARRIE UNDERWOOD,Stretchy Pants,Capitol Nashville,-,30,0,30,13,0,13,2,11,0,0,0,0.042,0,0.042,132,535,5,5,5,2.6,0,2.6,124,11,187,11,-,-,160,-,-,-,-,-,-,-,-,-,-
78,132,161,,CHRIS STAPLETON,The Star-Spangled Banner,---,-,29,59,-30,10,18,-8,1,5,4,0,0,0.043,0.082,-0.039,130,103,10,5,10,0.5,0.8,-0.4,127,9,193,9,-,-,161,-,230,-,317,-,-,-,-,-,-
162,234,162,Yes,WALKER HAYES,Fancy Like Christmas,RCA,-,28,11,17,11,3,8,4,7,0,0,0,0.029,0.019,0.01,144,154,6,6,6,1.2,0.3,0.9,142,7,201,7,68,-,162,-,295,-,-,-,-,-,-,-,-
76,171,163,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,28,28,0,4,4,0,1,0,2,1,0,0,0,0,533,354,1,0,1,4,4,0,191,3,236,3,-,-,163,-,-,-,-,-,-,-,-,-,-
109,255,164,Yes,MORGAN WALLEN,Cover Me Up,Big Loud/Republic,-,27,9,18,6,4,2,0,0,3,2,1,0.053,0.01,0.043,117,196,3,1,3,1.5,1,0.5,152,6,218,5,-,-,164,-,-,-,-,-,-,-,-,-,-
63,146,165,,KIDD G,Daylight Savings,Rebel/Valory/Geffen,-,27,39,-12,14,21,-7,9,0,0,0,5,0.008,0.008,0,246,210,3,0,3,4.7,7,-2.3,158,5,524,0,-,-,165,-,-,-,-,-,-,-,-,-,-
148,253,166,Yes,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,-,26,10,16,8,3,5,2,1,1,3,1,0.037,0.017,0.02,139,156,1,0,1,8,3,5,154,6,219,5,-,-,166,-,-,-,-,-,-,-,-,-,-
48,222,167,Yes,NEON UNION,Bout Damn Time,Red Street,5,26,13,13,10,6,4,1,5,1,2,1,0.035,0.015,0.02,141,164,3,2,3,2.5,1.5,1,128,9,198,8,-,-,167,-,-,-,-,-,-,-,-,-,-
51,218,168,Yes,MORGAN EVANS,Love Is Real,Warner/WEA,-,26,13,13,6,3,3,6,0,0,0,0,0.004,0.002,0.002,355,293,1,0,1,6,3,3,522,0,525,0,-,-,168,-,-,-,-,-,-,-,-,-,-
88,176,169,Yes,WALKER MONTGOMERY,Out Of Nowhere,PIA Entertainment,-,26,26,0,10,10,0,1,2,3,2,2,0.032,0.037,-0.005,143,123,1,0,1,10,10,0,129,9,202,7,-,-,169,-,-,-,-,-,-,-,-,-,-
119,197,170,Yes,RONNIE MILSAP,Stranger In My House f/L.Bryan,Riser House Records,-,25,16,9,5,3,2,1,0,1,1,2,0.032,0.02,0.012,142,150,2,0,2,2.5,1.5,1,170,4,266,2,-,-,170,-,-,-,-,-,-,-,-,-,-
89,189,171,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,25,21,4,7,7,0,0,0,0,1,6,0.025,0.012,0.013,152,179,2,1,2,2.3,2.3,0,145,7,304,1,-,-,171,-,-,3772,-,-,-,-,-,-,-
78,118,172,,TEDDY ROBB,Question The Universe,---,-,25,91,-66,7,27,-20,6,0,0,0,1,0.006,0.02,-0.014,282,152,3,0,3,0.4,1.6,-1.2,436,1,526,0,-,-,172,-,-,-,-,-,-,-,-,-,-
147,180,173,Yes,JESSIE MURPH & JELLY ROLL,Wild Ones,Columbia,-,24,24,0,10,10,0,6,0,0,2,2,0.018,0.013,0.005,176,170,1,0,1,10,10,0,166,4,267,2,-,-,173,-,100,-,-,-,-,-,99,-,-
31,161,174,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,24,32,-8,19,21,-2,6,4,2,3,4,0.002,0.004,-0.002,478,256,2,0,2,9.5,10.5,-1,115,13,194,9,-,-,174,-,-,-,-,-,-,-,-,-,-
122,204,175,Yes,ELLA LANGLEY & KOE WETZEL,That's Why We Fight,SAWGOD/Columbia,-,23,15,8,11,7,4,3,0,2,1,5,0.015,0.01,0.005,188,194,1,0,1,11,7,4,138,8,237,3,-,-,175,-,-,-,-,-,-,-,-,-,-
131,208,176,Yes,MIKE RYAN,Other Side Of The Radio,Rock & Soul,-,22,14,8,3,2,1,1,0,0,1,1,0.023,0.006,0.017,158,233,1,0,1,3,2,1,229,2,305,1,-,-,176,-,-,-,-,-,-,-,-,-,-
137,-,177,Yes,MORGAN WALLEN,Little Rain,Big Loud,-,22,0,22,3,0,3,0,0,0,3,0,0.052,0,0.052,118,537,1,1,1,3,0,3,184,3,238,3,-,-,177,-,-,-,-,-,-,-,-,-,-
30,172,178,Yes,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,39,22,28,-6,4,4,0,0,0,1,1,2,0,0,0,547,427,2,1,2,2,2,0,167,4,268,2,-,-,178,-,-,-,-,-,-,-,-,-,-
176,188,179,Yes,BRYAN MARTIN,Memory To Drown,Dirtified/Average Joes,-,21,21,0,10,10,0,3,0,3,3,1,0.028,0.017,0.011,148,158,1,0,1,10,10,0,146,7,215,6,-,-,179,-,-,-,-,-,-,-,-,-,-
85,185,180,,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,21,23,-2,10,11,-1,4,1,2,1,2,0.016,0.015,0.001,182,161,1,0,1,10,11,-1,156,6,225,4,-,-,180,-,-,-,-,-,-,-,-,-,-
181,-,181,Yes,GARTH BROOKS,St Paul/Minneapolis (A True..),Pearl,-,20,0,20,3,0,3,0,3,0,0,0,0.028,0,0.028,146,353,2,2,2,1.5,0,1.5,193,3,239,3,-,-,181,-,-,-,-,-,-,-,-,-,-
85,85,182,,CATIE OFFERMAN,OK Cowboy,MCA Nashville,-,20,189,-169,6,53,-47,0,0,1,0,5,0.019,0.113,-0.094,172,95,2,0,2,0.1,1,-0.9,153,6,306,1,-,-,182,-,-,-,-,-,-,-,-,-,-
95,236,183,Yes,MORGAN WALLEN,Quittin' Time,Big Loud/Republic,-,19,11,8,9,5,4,1,1,3,1,3,0.025,0.011,0.014,153,189,1,0,1,9,5,4,136,8,220,5,-,-,183,-,-,-,-,-,-,-,-,-,-
75,167,184,,LUKE COMBS,Still,River House/Columbia Nash,-,19,30,-11,9,15,-6,2,1,2,4,0,0.028,0.037,-0.009,147,122,1,0,1,4.5,7.5,-3,147,7,203,7,-,-,184,-,-,-,-,-,-,-,-,-,-
115,192,185,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,17,17,0,8,8,0,2,0,2,2,2,0.02,0.023,-0.003,166,145,1,0,1,4,4,0,155,6,226,4,-,-,185,-,-,-,-,-,-,-,-,-,-
105,183,186,,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,17,23,-6,5,7,-2,0,0,5,0,0,0.037,0.036,0.001,138,124,5,2,5,0.7,1,-0.3,161,5,221,5,-,-,186,-,-,-,-,-,-,-,-,-,-
187,198,187,Yes,CANAAN SMITH,Here Lately,---,-,16,16,0,16,16,0,3,2,5,2,4,0,0,0,549,506,1,0,1,16,16,0,116,13,195,9,-,-,187,-,-,-,-,-,-,-,-,-,-
59,195,188,,INGRID ANDRESS,Feel Like This,Atlantic/Warner/WEA,-,16,17,-1,12,13,-1,8,0,1,2,1,0.005,0.002,0.003,288,291,1,0,1,12,13,-1,175,4,240,3,-,-,188,-,-,-,-,-,-,-,-,-,-
112,177,189,,RANDALL KING,Record High,Warner/WMN,-,16,25,-9,2,4,-2,0,0,0,0,2,0.011,0.017,-0.006,214,157,1,0,1,0.7,1.3,-0.7,215,2,527,0,-,-,189,-,-,-,-,-,-,-,-,-,-
89,351,190,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,5,10,3,1,2,1,0,1,0,1,0.014,0.009,0.005,189,199,1,0,1,3,1,2,217,2,307,1,-,-,190,-,-,-,-,-,-,-,-,-,-
70,245,191,Yes,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,15,10,5,3,2,1,1,1,1,0,0,0.019,0.009,0.01,171,201,1,0,1,3,2,1,222,2,269,2,-,-,191,-,-,-,-,-,-,-,-,-,-
192,231,192,Yes,TAYLOR SWIFT,Now That We... (Taylor's Vers),Republic,-,15,11,4,15,11,4,4,1,4,2,4,0,0,0,551,516,1,0,1,15,11,4,123,11,204,7,-,98,192,-,108,-,-,-,-,-,-,-,-
130,239,193,Yes,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,15,11,4,7,5,2,2,1,2,1,1,0.018,0.012,0.006,174,174,1,0,1,7,5,2,159,5,227,4,-,-,193,-,-,-,-,-,-,-,-,-,-
159,238,194,Yes,TANNER ADELL,Love You A Little Bit,Columbia,-,15,11,4,7,5,2,3,0,3,0,1,0.013,0.006,0.007,194,222,1,0,1,7,5,2,165,4,241,3,-,-,194,-,-,-,-,-,-,-,-,-,-
58,240,195,Yes,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,15,11,4,3,3,0,2,0,1,0,0,0.013,0.009,0.004,197,204,1,0,1,1.5,1.5,0,463,1,308,1,-,-,195,-,-,-,-,-,-,-,-,-,-
141,191,196,,JEREMY MCCOMB,No Yesterday,Average Joes,-,15,17,-2,7,8,-1,2,1,0,2,2,0.01,0.015,-0.005,231,163,1,0,1,7,8,-1,164,5,242,3,-,-,196,-,-,-,-,-,-,-,-,-,-
145,184,197,,CARTER FAITH,Wild,Suburban Heartbreak,-,15,23,-8,7,11,-4,2,0,2,0,3,0.01,0.017,-0.007,224,155,1,0,1,7,11,-4,163,5,270,2,-,-,197,-,-,-,-,-,-,-,-,-,-
185,422,198,Yes,CODY JOHNSON,Leather,CoJo/Warner/WMN,-,14,4,10,2,1,1,0,0,0,2,0,0.035,0.002,0.033,140,296,1,1,1,1,0.5,0.5,231,2,271,2,-,-,198,-,-,-,-,-,-,-,-,-,-
127,314,199,Yes,BRAD PAISLEY,The Star Spangled Banner,---,-,14,6,8,4,1,3,1,1,2,0,0,0.017,0.001,0.016,180,317,4,4,4,0.8,0.2,0.6,199,3,243,3,-,-,199,-,-,-,-,-,-,-,-,-,-
141,291,200,Yes,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,14,7,7,2,1,1,0,0,0,1,1,0.022,0.001,0.021,164,311,1,0,1,2,1,1,202,2,309,1,-,-,200,-,-,-,-,-,-,-,-,-,-
125,310,201,Yes,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,14,7,7,2,1,1,0,0,0,1,1,0.022,0.001,0.021,162,310,1,0,1,2,1,1,233,2,310,1,-,-,201,-,-,-,-,-,-,-,-,-,-
111,251,202,Yes,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,14,10,4,3,3,0,0,1,2,0,0,0.027,0.006,0.021,149,232,3,3,3,0.5,0.5,0,186,3,244,3,-,-,202,-,-,-,-,-,-,-,-,-,-
89,214,203,Yes,AARON WATSON,Seven Year Ache f/J. Paulette,Adub,-,14,14,0,2,2,0,1,0,0,0,1,0.006,0.011,-0.005,285,190,1,0,1,2,2,0,505,1,528,0,-,-,203,-,-,-,-,-,-,-,-,-,-
193,199,204,,LAURA BRYNA,Certified,LTD Entertainment LLC,-,14,16,-2,6,7,-1,6,0,0,0,0,0.005,0.006,-0.001,291,223,1,0,1,6,7,-1,543,0,529,0,-,-,204,-,-,-,-,-,-,-,-,-,-
149,193,205,,RYAN SIMS,Put It On Repeat,Cave Creek,-,14,17,-3,6,7,-1,5,0,0,0,1,0.004,0.005,-0.001,386,249,1,0,1,6,7,-1,332,1,530,0,-,-,205,-,-,-,-,-,-,-,-,-,-
146,194,206,,CODY JINKS,Hippies & Cowboys ('17),Late August,-,14,17,-3,2,3,-1,1,0,0,0,1,0.006,0.003,0.003,274,284,1,0,1,1,1.5,-0.5,278,1,531,0,-,-,206,-,-,-,-,-,-,-,-,-,-
55,173,207,,BRELAND,For What It's Worth,Bad Realm/Atlantic/Warner,-,14,28,-14,2,4,-2,0,0,1,0,1,0,0,0,532,348,1,0,1,2,4,-2,210,2,311,1,-,-,207,-,-,-,-,-,-,-,-,-,-
52,160,208,,HANNAH ELLIS,Country Can,Curb,-,14,32,-18,2,7,-5,0,0,1,0,1,0,0.005,-0.005,540,239,1,0,1,0.7,2.3,-1.7,205,2,312,1,-,-,208,-,-,-,-,-,-,-,-,-,-
29,491,209,Yes,TOBY KEITH,Old School,Show Dog Nashville,-,13,3,10,5,1,4,4,0,0,1,0,0.005,0.001,0.004,307,312,1,0,1,5,1,4,261,1,313,1,-,-,209,-,-,-,-,-,-,-,-,-,-
143,266,210,Yes,KACEY MUSGRAVES,High Time,Mercury,-,13,8,5,6,4,2,2,0,1,2,1,0.014,0.007,0.007,191,219,1,0,1,6,4,2,180,4,245,3,-,-,210,-,-,5074,-,-,-,-,-,-,-
