PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
1,6,11,,RUSSELL DICKERSON,God Gave Me A Girl,Triple Tigers,41,16751,22597,-5846,4921,6451,-1530,1455,716,1003,758,989,20.811,29.731,-8.92,11,5,158,0,158,31.1,40.8,-9.7,11,3466,15,2477,-,-,11,-,680,-,-,-,-,-,-,-,61
12,14,12,Yes,RILEY GREEN,Different Round Here f/L.Combs,BMLG,26,16134,14878,1256,4504,4108,396,1332,432,936,767,1037,17.973,16.602,1.371,14,14,158,0,158,28.5,26,2.5,12,3172,18,2135,-,-,12,-,-,-,-,-,-,-,-,-,69
12,12,13,Yes,CHRIS JANSON,All I Need Is You,BMLG,37,15939,15596,343,4531,4449,82,1367,436,925,721,1082,18.607,17.296,1.311,13,13,158,0,158,28.7,28.2,0.5,14,3164,19,2082,-,-,13,-,-,-,-,-,-,-,-,-,68
13,13,14,Yes,CHRIS STAPLETON,White Horse,Mercury Nashville,18,15639,14955,684,4412,4216,196,1243,475,907,792,995,18.929,17.676,1.253,12,12,158,0,158,27.9,26.7,1.2,13,3169,17,2174,-,-,14,-,781,28,-,-,-,-,-,-,66
14,15,15,Yes,MITCHELL TENPENNY,We Got History,Riser House/Columbia Nash,46,14358,14169,189,4085,3966,119,1257,405,808,670,945,16.53,16.426,0.104,15,15,158,0,158,25.9,25.1,0.8,15,2828,20,1883,-,-,15,-,-,-,-,-,-,-,-,-,76
16,17,16,Yes,CONNER SMITH,Creek Will Rise,Valory Music Co.,32,12964,12540,424,3686,3608,78,1312,351,605,491,927,13.372,13.023,0.349,16,18,158,0,158,23.3,22.8,0.5,16,2374,24,1447,-,-,16,-,675,-,-,-,-,-,-,-,81
17,18,17,Yes,CHAYCE BECKHAM,23,Wheelhouse,33,12081,11988,93,3422,3410,12,1263,329,548,478,804,13.202,13.054,0.148,17,17,158,1,158,21.7,21.6,0.1,18,2159,27,1355,-,-,17,-,-,-,-,-,-,-,-,-,87
18,19,18,Yes,WARREN ZEIDERS,Pretty Little Poison,Warner/WEA,17,12020,11193,827,3271,3030,241,1091,336,545,449,850,12.894,11.347,1.547,18,20,153,0,153,21.4,19.8,1.6,17,2180,28,1330,-,-,18,-,-,-,-,-,-,-,-,-,93
19,23,19,Yes,KANE BROWN,I Can Feel It,RCA Nashville,9,10713,9057,1656,2988,2469,519,894,292,510,424,868,12.282,10.111,2.171,20,22,158,2,158,18.9,15.6,3.3,20,2094,31,1226,-,-,19,-,-,-,-,-,-,-,-,-,98
20,21,20,Yes,CODY JOHNSON,The Painter,CoJo/Warner/WMN,14,10269,9695,574,2921,2780,141,927,325,502,408,759,12.27,10.824,1.446,21,21,157,0,157,18.6,17.7,0.9,21,1994,30,1235,-,-,20,-,-,-,-,-,-,-,-,-,100
21,24,21,Yes,LUKE COMBS,Where The Wild Things Are,River House/Columbia Nash,5,10235,8735,1500,2887,2419,468,738,298,577,531,743,12.368,9.736,2.632,19,24,155,6,155,18.6,15.6,3,19,2149,25,1406,-,-,21,-,-,-,-,-,-,-,-,-,101
22,22,22,Yes,HARDY,TRUCK BED,Big Loud Rock/Big Loud,25,9919,9278,641,2664,2525,139,975,260,350,318,761,11.753,9.921,1.832,22,23,153,1,153,17.3,16.4,0.9,23,1689,35,928,-,-,22,-,944,-,-,-,-,-,-,-,112
14,16,23,,KELSEA BALLERINI,If You Go Down (I'm Going...),Black River Entertainment,46,9906,13768,-3862,2840,3935,-1095,974,279,512,374,701,10.06,13.893,-3.833,23,16,157,0,157,18.1,25.1,-7,22,1866,32,1165,-,-,23,-,-,-,-,-,-,-,-,-,103
24,25,24,Yes,JACKSON DEAN,Fearless,Big Machine,41,8708,8565,143,2417,2376,41,962,253,313,264,625,9.274,9.469,-0.195,25,25,156,0,156,15.5,15.2,0.3,26,1455,40,830,-,-,24,-,563,-,-,-,-,-,-,-,123
19,20,25,,ASHLEY MCBRYDE,Light On In The Kitchen,Warner Nashville/WMN,34,8438,10174,-1736,2367,2895,-528,959,220,286,265,637,10.029,12.109,-2.08,24,19,155,0,155,15,18.3,-3.3,27,1408,47,771,-,-,25,-,-,-,-,-,-,-,-,-,128
22,26,26,Yes,BROTHERS OSBORNE,Nobody's Nobody,EMI Nashville,30,8313,8135,178,2385,2309,76,873,219,312,290,691,7.733,7.72,0.013,27,28,152,0,152,15.5,15,0.5,24,1512,41,821,-,-,26,-,-,-,-,-,-,-,-,-,125
27,27,27,Yes,PARKER MCCOLLUM,Burn It Down,MCA Nashville,20,8038,7953,85,2276,2231,45,765,178,333,288,712,7.908,8.114,-0.206,26,27,151,0,151,15.1,14.8,0.3,25,1511,43,799,-,-,27,-,-,-,-,-,-,-,-,-,133
27,28,28,Yes,BRIAN KELLEY,See You Next Summer,Big Machine,25,7242,7258,-16,2042,2003,39,920,112,179,188,643,5.858,5.896,-0.038,31,34,155,0,155,13.2,12.9,0.3,32,1122,65,479,-,-,28,-,852,-,-,-,-,-,-,-,141
29,29,29,Yes,GABBY BARRETT,Glory Days,Warner/WAR,24,6901,6842,59,1981,1934,47,849,97,212,195,628,5.51,5.984,-0.474,33,33,155,0,155,12.8,12.5,0.3,31,1132,60,504,-,-,29,-,557,-,-,-,-,-,-,-,146
30,31,30,Yes,CARLY PEARCE,We Don't Fight...f/C.Stapleton,Big Machine,22,6409,6170,239,1827,1720,107,677,120,267,250,513,6.865,6.569,0.296,30,32,154,1,154,11.9,11.2,0.7,28,1150,50,637,-,-,30,-,-,-,-,-,-,-,-,-,154
31,33,31,Yes,JORDAN DAVIS,Tucson Too Late,MCA Nashville,12,6269,5799,470,1675,1559,116,648,142,215,205,465,7.293,7.132,0.161,29,31,150,3,150,11,10.3,0.8,33,1027,56,562,-,-,31,-,-,-,-,-,-,-,-,-,169
31,32,32,Yes,SCOTTY MCCREERY,Cab In A Solo,Triple Tigers,13,6247,5904,343,1865,1768,97,730,127,216,186,606,5.587,5.526,0.061,32,35,156,0,156,12,11.3,0.6,29,1135,59,529,-,-,32,-,-,-,-,-,-,-,-,-,149
32,35,33,Yes,CARRIE UNDERWOOD,Out Of That Truck,Capitol Nashville,22,5931,5652,279,1603,1563,40,634,116,161,173,519,5.466,4.684,0.782,34,36,143,2,143,11.1,10.8,0.3,35,969,66,450,-,-,33,-,-,-,-,-,-,-,-,-,174
34,36,34,Yes,THOMAS RHETT,Mamaw's House f/Morgan Wallen,Valory/Big Loud,7,5709,5189,520,1591,1407,184,457,140,285,271,438,7.556,7.14,0.416,28,30,144,3,144,11,9.7,1.3,30,1134,49,696,-,-,34,-,-,-,-,-,-,-,-,-,178
35,37,35,Yes,MEGAN MORONEY,I'm Not Pretty,Columbia/Columbia Nash,13,5407,4833,574,1455,1314,141,520,98,175,149,513,4.503,3.944,0.559,37,37,143,18,143,10.2,9.2,1,37,935,67,422,-,-,35,-,-,-,-,-,-,-,-,-,202
36,38,36,Yes,TYLER HUBBARD,Back Then Right Now,EMI Nashville,10,4745,4659,86,1426,1393,33,476,122,200,174,454,4.554,3.721,0.833,36,39,127,13,127,11.1,10.9,0.3,36,950,62,496,-,-,36,-,-,-,-,-,-,-,-,-,208
35,39,37,Yes,ZACH BRYAN,I Remember... f/K. Musgraves,Warner/WAR,10,4507,4218,289,1326,1224,102,423,109,238,213,343,4.112,3.795,0.317,38,38,103,2,103,12.4,11.4,1,38,903,58,560,153,27,37,-,35,22,-,-,-,-,400,-,80
38,40,38,Yes,SAM HUNT,Outskirts,MCA Nashville,14,4222,4066,156,1209,1176,33,439,73,140,118,439,3.332,2.843,0.489,40,41,137,5,137,8.8,8.5,0.2,39,770,76,331,-,-,38,-,-,-,-,-,-,-,-,-,247
39,-,39,Yes,JUSTIN MOORE,This Is My Dirt,Valory Music Co.,1,4090,0,4090,1174,0,1174,152,254,277,228,263,5.23,0,5.23,35,467,76,76,76,15.4,0,15.4,34,1022,48,759,-,-,39,-,-,-,-,-,-,-,-,-,255
40,41,40,Yes,CHASE MATTHEW,Love You Again,Warner/WAR,11,3916,3618,298,1156,1077,79,473,73,167,135,308,3.027,2.836,0.191,42,42,121,38,121,9.3,8.7,0.6,40,683,70,375,-,-,40,-,-,-,-,-,-,-,-,-,263
41,42,41,Yes,MICHAEL RAY,Spirits And Demons f/M.Patrick,Warner/WEA/Riser House,6,3423,3423,0,914,899,15,482,35,79,74,244,2.078,1.987,0.091,45,45,93,3,93,9.5,9.4,0.2,46,432,94,188,-,-,41,-,-,-,-,-,-,-,-,-,366
42,44,42,Yes,DILLON CARMICHAEL,Drinkin' Problems,Riser House,16,3383,3295,88,1028,992,36,529,33,79,79,308,1.93,1.898,0.032,49,47,109,4,109,9,8.7,0.3,42,499,93,191,-,-,42,-,-,-,-,-,-,-,-,-,305
34,34,43,,KENNY CHESNEY,Take Her Home,Warner Nashville/WEA,2,3221,5779,-2558,861,1575,-714,307,81,165,120,188,2.954,8.226,-5.272,43,26,106,25,106,5.7,10.4,-4.7,41,554,71,366,-,-,43,-,-,-,-,1581,-,-,-,-,398
44,45,44,Yes,OLD DOMINION,Can't Break Up Now f/M.Moroney,Columbia Nashville,7,3111,3018,93,880,855,25,426,36,105,65,248,2.033,1.92,0.113,46,46,92,2,92,6.8,6.6,0.2,44,454,90,206,-,-,44,-,-,-,-,-,-,-,-,-,384
45,46,45,Yes,CHRIS YOUNG,Young Love & Saturday Nights,RCA Nashville,6,3081,2963,118,791,760,31,321,44,132,120,174,3.949,3.555,0.394,39,40,74,2,74,10.5,10.1,0.4,43,470,81,296,-,-,45,-,-,-,-,-,-,-,-,-,444
44,47,46,Yes,COREY KENT,Something's Gonna Kill Me,Combustion/RCA Nashville,10,3005,2916,89,816,821,-5,405,35,80,78,218,2.003,1.876,0.127,48,48,78,1,78,10.1,10.1,-0.1,47,411,92,193,-,-,46,-,-,-,-,-,-,-,-,-,428
44,48,47,Yes,JON PARDI & LUKE BRYAN,Cowboys And Plowboys,Capitol Nashville,5,2932,2814,118,768,745,23,334,69,101,87,177,3.051,2.831,0.22,41,43,90,5,90,8.3,8.1,0.3,45,434,84,257,-,-,47,-,-,-,-,-,-,-,-,-,461
48,50,48,Yes,BAILEY ZIMMERMAN,Where It Ends,Warner/WEA/Elektra,5,2861,2457,404,739,633,106,343,32,74,69,221,2.023,1.79,0.233,47,49,105,42,105,7,6,1,48,396,97,175,-,-,48,-,-,-,-,-,-,-,-,-,484
30,30,49,,GARTH BROOKS & RONNIE DUNN,Rodeo Man,Big Machine,2,2792,6366,-3574,720,1786,-1066,403,30,68,53,166,1.584,7.291,-5.707,52,29,98,1,98,5.1,12.8,-7.6,52,317,101,151,-,-,49,-,554,-,-,-,-,-,-,-,500
49,49,50,Yes,BRYAN MARTIN,We Ride,Avg Joes/New Revolution,4,2592,2494,98,678,671,7,347,28,65,62,176,1.857,1.745,0.112,50,50,66,1,66,10,9.9,0.1,50,331,100,155,-,-,50,-,-,-,-,-,-,-,-,-,543
50,51,51,,BRETT YOUNG,Dance With You,BMLG,2,2254,2319,-65,678,702,-24,366,25,47,37,203,1.119,1.136,-0.017,54,53,89,2,89,7.5,7.7,-0.3,54,312,111,109,-,-,51,-,-,-,-,-,-,-,-,-,545
52,71,52,Yes,MORGAN WALLEN,Man Made A Bar f/Eric Church,Big Loud/EMI/Mercury,-,2169,745,1424,504,204,300,129,51,99,98,127,2.315,0.934,1.381,44,55,80,30,80,4.3,1.8,2.6,49,375,86,248,-,-,52,-,-,-,-,-,-,-,-,-,799
53,73,53,Yes,LAINEY WILSON,Wildflowers And Wild Horses,Broken Bow,-,2046,590,1456,543,167,376,243,36,57,67,140,1.358,0.364,0.994,53,72,80,41,80,4.4,1.3,3,55,300,99,160,-,-,53,-,-,-,-,-,-,-,-,-,732
40,43,54,,KASSI ASHTON,Drive You Out Of My Mind,MCA Nashville/Interscope,26,2006,3410,-1404,549,988,-439,285,25,41,34,164,1.099,2.149,-1.05,55,44,97,0,97,4.7,8.4,-3.7,57,264,113,100,-,-,54,-,-,-,-,-,-,-,-,-,720
55,56,55,Yes,PARMALEE,Gonna Love You,Stoney Creek,-,1888,1550,338,613,456,157,285,39,81,68,140,1.096,0.705,0.391,56,59,60,5,60,8.9,6.6,2.3,51,328,95,188,-,-,55,-,-,-,-,-,-,-,-,-,620
51,52,56,,HANNAH ELLIS,Wine Country,Curb,-,1874,2243,-369,652,713,-61,364,33,49,43,163,0.883,1.167,-0.284,58,52,78,2,78,8,8.8,-0.8,56,288,105,125,-,-,56,-,-,-,-,-,-,-,-,-,573
53,54,57,Yes,TYLER CHILDERS,In Your Love,Hickman Holler/RCA,-,1734,1638,96,606,549,57,294,32,74,59,147,1.037,1.117,-0.08,57,54,67,10,67,7.8,7,0.7,53,312,98,165,-,-,57,-,-,8,-,80,-,-,-,-,234
53,53,58,Yes,JOE NICHOLS,Brokenhearted,Quartz Hill,-,1720,1698,22,523,514,9,311,15,41,35,121,0.8,0.82,-0.02,59,56,64,5,64,8,7.9,0.1,60,212,115,91,-,-,58,-,-,-,-,-,-,-,-,-,763
55,55,59,Yes,CHRIS LANE,Find Another Bar,Red Street,-,1707,1624,83,552,500,52,328,23,50,34,117,0.764,0.656,0.108,61,60,63,1,63,8.4,7.6,0.8,59,224,112,107,-,-,59,-,-,-,-,-,-,-,-,-,713
60,60,60,Yes,HIXTAPE,Pickup Man f/Post Malone ...,Big Loud/Mercury/Republic,-,1369,1256,113,305,338,-33,68,75,53,50,59,1.778,1.44,0.338,51,51,58,11,58,2.7,3,-0.3,58,237,96,178,-,-,60,-,-,-,-,-,-,-,-,-,1350
56,58,61,Yes,LAUREN ALAINA,Thicc As Thieves,Big Loud,-,1290,1291,-1,372,368,4,201,15,29,33,94,0.764,0.737,0.027,60,57,63,13,63,5.8,5.8,0.1,62,171,116,77,-,-,61,-,-,-,-,-,-,-,-,-,1119
52,57,62,,TOBY KEITH,Don't Let The Old Man In,Show Dog/BMLGR,-,1286,1452,-166,394,411,-17,238,7,10,14,125,0.404,0.489,-0.085,68,62,65,3,65,5.3,5.6,-0.2,63,156,147,31,-,-,62,-,-,-,-,-,-,-,-,-,1040
60,61,63,,HUNTERGIRL,Ain't About You,Wheelhouse,-,1169,1204,-35,367,375,-8,257,8,10,19,73,0.37,0.406,-0.036,70,70,56,4,56,6.2,6.4,-0.1,68,110,140,37,-,-,63,-,-,-,-,-,-,-,-,-,1130
57,59,64,,HAILEY WHITTERS,I'm In Love,Big Loud,-,1167,1282,-115,359,394,-35,210,12,25,31,81,0.619,0.714,-0.095,62,58,61,2,61,5.4,6,-0.5,64,149,119,68,-,-,64,-,-,-,-,-,-,-,-,-,1156
54,62,65,Yes,DREW BALDRIDGE,She's Somebody's Daughter,Lyric Ridge,-,1149,1152,-3,426,416,10,243,20,39,34,90,0.565,0.558,0.007,63,61,51,5,51,8,7.8,0.2,61,183,114,93,-,-,65,-,-,-,-,-,-,-,-,-,960
59,63,66,,JOSH ROSS,Trouble,Mercury Nashville,-,1087,1116,-29,342,344,-2,239,10,10,10,73,0.343,0.343,0,72,74,55,1,55,6,6,0,70,103,150,30,-,-,66,-,-,-,-,-,-,-,-,-,1204
63,66,67,Yes,RANDY HOUSER,Cancel,Magnolia Music,-,1015,972,43,334,317,17,218,14,20,20,62,0.434,0.411,0.023,67,69,42,2,42,8,7.5,0.4,67,116,126,54,-,-,67,-,-,-,-,-,-,-,-,-,1229
68,68,68,Yes,IAN MUNSICK,Long Live Cowgirls,Warner/WEA,-,969,872,97,266,251,15,125,8,19,19,95,0.54,0.472,0.068,64,64,47,15,47,4.8,4.5,0.3,65,141,133,46,-,-,68,-,-,-,-,-,-,-,-,-,1521
62,65,69,Yes,NEON UNION,This Side Of The Dirt,Red Street,-,950,983,-33,303,300,3,186,4,21,11,81,0.304,0.377,-0.073,73,71,40,3,40,5.8,5.8,0.1,66,117,141,36,-,-,69,-,-,-,-,-,-,-,-,-,1365
66,67,70,Yes,RUNAWAY JUNE,Make Me Wanna Smoke,Quartz Hill,-,904,921,-17,300,299,1,196,12,22,20,50,0.465,0.419,0.046,66,67,37,2,37,8.1,8.1,0,69,104,127,54,-,-,70,-,-,-,-,-,-,-,-,-,1377
66,69,71,,MADDIE & TAE,Heart They Didn't Break,Mercury Nashville,-,741,848,-107,263,285,-22,166,8,11,10,68,0.251,0.351,-0.1,80,73,39,1,39,5.1,5.5,-0.4,72,97,153,29,-,-,71,-,-,-,-,-,-,-,-,-,1538
64,70,72,,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,738,779,-41,280,283,-3,179,17,11,13,60,0.229,0.238,-0.009,83,81,35,1,35,8,8.1,-0.1,71,101,136,41,-,-,72,-,-,-,-,-,-,-,-,-,1459
48,64,73,,EASTON CORBIN,Marry That Girl,Stone Country,8,723,1027,-304,208,339,-131,129,5,14,15,45,0.347,0.467,-0.12,71,65,37,1,37,3.8,6.2,-2.4,75,79,143,34,-,-,73,-,-,-,-,-,-,-,-,-,1858
69,72,74,Yes,ANNE WILSON,Rain In The Rearview,Sparrow/EMI Nashville,-,648,661,-13,222,213,9,129,9,12,14,58,0.235,0.224,0.011,82,82,38,1,38,5.8,5.6,0.2,73,93,142,35,-,-,74,-,-,-,-,-,-,-,-,-,1768
74,74,75,Yes,LADY A,Love You Back,BMLG,-,542,517,25,110,102,8,72,3,8,8,19,0.404,0.423,-0.019,69,66,18,0,18,4.2,3.9,0.3,85,38,170,19,-,-,75,-,-,-,-,-,-,-,-,-,2956
68,75,76,,MICKEY GUYTON,Nothing Compares To..f/K.Brown,Capitol Nashville,-,460,514,-54,132,137,-5,81,5,13,9,24,0.194,0.213,-0.019,89,83,21,0,21,6,6.2,-0.2,81,51,156,27,-,-,76,-,-,-,-,-,-,-,-,-,2605
74,76,77,Yes,RYAN LARKINS,King Of Country Music,Red Street,-,444,464,-20,90,80,10,47,7,7,3,26,0.224,0.312,-0.088,85,75,12,5,12,6.9,6.2,0.8,83,43,173,17,-,-,77,-,-,-,-,-,-,-,-,-,-
78,81,78,Yes,JAY ALLEN,No Present LIke The Time,ONErpm/16camino,-,325,271,54,96,79,17,60,7,7,8,14,0.045,0.033,0.012,124,127,13,1,13,7.4,6.1,1.3,86,36,165,22,-,-,78,-,-,-,-,-,-,-,-,-,-
79,119,79,Yes,TENILLE ARTS,Wonder Woman,Dreamcatcher Artists,-,296,83,213,85,26,59,0,13,18,0,54,0.289,0.141,0.148,74,92,56,32,56,1.5,0.4,1,74,85,148,31,-,-,79,-,-,-,-,-,-,-,-,-,-
54,78,80,,THOMPSON SQUARE,Without You,Quartz Hill,-,282,372,-90,72,106,-34,38,5,7,3,19,0.264,0.29,-0.026,78,76,11,0,11,3.6,5.3,-1.7,87,34,176,15,-,-,80,-,-,-,-,-,-,-,-,-,-
73,80,81,,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,280,290,-10,89,101,-12,66,2,3,1,17,0.039,0.047,-0.008,137,115,18,1,18,4.5,5,-0.6,94,23,206,6,-,-,81,-,-,-,-,-,-,-,-,-,-
82,297,82,Yes,MAGGIE ROSE,Underestimate Me,Big Loud,-,255,7,248,75,2,73,0,26,0,0,49,0.228,0.011,0.217,84,186,55,53,55,1.4,0,1.3,76,75,157,26,-,-,82,-,-,-,-,-,-,-,-,-,-
83,84,83,Yes,ANNIE BOSKO,Neon Baby,Stone Country,-,230,208,22,80,67,13,48,7,6,10,9,0.045,0.068,-0.023,125,107,16,5,16,4.2,3.5,0.7,88,32,161,23,-,-,83,-,-,-,-,-,-,-,-,-,-
84,-,84,Yes,DOLLY PARTON,Don't Let The Sun Go..f/E.John,Butterfly/Big Machine,-,223,0,223,78,0,78,19,59,0,0,0,0.28,0,0.28,76,482,39,39,39,2,0,2,77,59,124,59,-,-,84,-,-,-,-,-,-,-,-,-,-
58,82,85,,TIM DUGGER,Buy A Bar,Curb,-,213,265,-52,53,60,-7,24,2,4,7,16,0.196,0.243,-0.047,87,80,6,0,6,8.8,10,-1.2,89,29,181,13,-,-,85,-,-,-,-,-,-,-,-,-,-
86,-,86,Yes,DOLLY PARTON,My Blue Tears f/Simon Le Bon,Butterfly/Big Machine,-,211,0,211,73,0,73,19,54,0,0,0,0.261,0,0.261,79,485,39,39,39,1.9,0,1.9,80,54,128,54,-,-,86,-,-,-,-,-,-,-,-,-,-
76,95,87,Yes,OLD DOMINION,Ain't Got A Worry,Columbia Nashville,-,203,179,24,26,23,3,6,4,5,6,5,0.287,0.271,0.016,75,79,1,0,1,26,23,3,101,20,177,15,-,-,87,-,-,-,-,-,-,-,-,-,-
46,83,88,,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,197,234,-37,47,62,-15,23,0,2,1,21,0.072,0.057,0.015,105,111,24,0,24,2,2.6,-0.6,92,24,232,3,-,-,88,-,-,-,-,-,-,-,-,-,-
89,296,89,Yes,KIMBERLY PERRY,God's Hometown,RECORDS Nashville,-,171,7,164,49,2,47,0,2,0,0,47,0.095,0.011,0.084,100,185,49,49,49,1,0,0.9,82,49,259,2,-,-,89,-,-,-,-,-,-,-,-,-,-
60,87,90,,LEE BRICE,Save The Roses,Curb,-,168,186,-18,17,19,-2,17,0,0,0,0,0.024,0.03,-0.006,155,133,1,0,1,8.5,9.5,-1,525,0,502,0,-,-,90,-,-,-,-,-,-,-,-,-,-
88,-,91,Yes,THE CHAINSMOKERS,Closer f/Halsey,Disruptor/Columbia,-,164,0,164,54,0,54,0,54,0,0,0,0.264,0,0.264,77,522,30,30,30,1.8,0,1.8,78,54,129,54,216,24,91,-,41,-,-,-,-,-,791,227,243
10,99,92,Yes,KEITH URBAN,Brown Eyes Baby,Capitol Nashville,48,161,160,1,22,27,-5,3,5,4,5,5,0.197,0.18,0.017,86,87,4,0,4,3.1,3.9,-0.7,103,19,179,14,-,-,92,-,-,-,-,-,-,-,-,-,-
37,97,93,,TIGIRLILY GOLD,Shoot Tequila,Monument,11,159,164,-5,36,38,-2,9,4,10,6,7,0.154,0.159,-0.005,93,89,6,0,6,5.1,5.4,-0.3,90,27,167,20,-,-,93,-,-,-,-,-,-,-,-,-,-
83,111,94,Yes,RACHEL LIPSKY,Black Magic,Riot South,-,157,107,50,44,30,14,44,0,0,0,0,0.029,0.02,0.009,145,149,15,0,15,2.9,2,0.9,519,0,503,0,-,-,94,-,-,-,-,-,-,-,-,-,-
95,-,95,Yes,DOLLY PARTON,Wrecking Ball f/Miley Cyrus,Butterfly/Big Machine,-,154,0,154,54,0,54,0,54,0,0,0,0.246,0,0.246,81,487,39,39,39,1.4,0,1.4,79,54,130,54,-,94,95,-,117,3141,-,-,-,-,960,-,-
69,104,96,Yes,TAYLOR SWIFT,Mean (Taylor's Version),Republic,-,144,137,7,32,28,4,12,3,11,5,1,0.195,0.18,0.015,88,86,14,2,14,2.1,1.9,0.3,100,20,171,19,-,-,96,-,-,-,-,-,-,-,-,-,-
54,79,97,,WALKER HAYES,Good With Me,RCA/Monument,-,140,360,-220,37,112,-75,22,3,1,2,9,0.039,0.175,-0.136,136,88,11,0,11,1.5,4.5,-3,112,15,207,6,-,-,97,-,-,-,-,-,-,-,-,-,-
35,115,98,Yes,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,134,102,32,35,26,9,11,11,4,6,3,0.166,0.106,0.06,92,97,13,9,13,2.7,2,0.7,93,24,166,21,-,-,98,-,-,-,-,-,-,-,-,-,-
84,166,99,Yes,CAROLINE JONES/ZAC BROWN BAND,Million Little Bandaids,True To The Song,-,129,30,99,48,7,41,27,2,1,3,15,0.039,0.007,0.032,135,212,13,12,13,3.2,0.5,2.7,97,21,208,6,-,-,99,-,-,-,-,-,-,-,-,-,-
72,287,100,Yes,CODY JINKS,Loud And Heavy,Late August/16camino,-,124,8,116,45,4,41,20,22,1,0,2,0.116,0.007,0.109,97,216,39,38,39,1.2,0.1,1.1,91,25,162,23,-,-,100,-,-,-,-,-,-,-,-,-,-
81,105,101,Yes,MATT STELL,Breakin' In Boots,RECORDS Nashville,-,113,125,-12,32,32,0,24,1,0,1,6,0.042,0.035,0.007,131,126,7,0,7,3.6,3.6,0,137,8,260,2,-,-,101,-,-,-,-,-,-,-,-,-,-
