PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
83,101,103,,RACHEL LIPSKY,Black Magic,Riot South,-,98,107,-9,29,30,-1,29,0,0,0,0,0.019,0.02,-0.001,176,158,15,0,15,1.9,2,-0.1,570,0,555,0,-,-,103,-,-,-,-,-,-,-,-,-,-
91,107,104,Yes,TAYLOR SWIFT,Mine (Taylor's Version),Republic,-,95,91,4,17,16,1,3,2,5,5,2,0.177,0.164,0.013,81,83,6,1,6,2.1,2,0.1,109,14,185,12,95,315,104,-,-,-,-,-,-,-,-,-,-
78,125,105,Yes,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,92,52,40,21,11,10,1,14,2,1,3,0.126,0.06,0.066,91,107,14,12,14,1.5,0.8,0.7,89,20,166,17,-,-,105,-,-,-,-,-,-,-,-,-,-
54,158,106,Yes,WALKER HAYES,Good With Me,RCA/Monument,-,91,33,58,20,8,12,3,2,0,0,15,0.064,0.024,0.04,112,143,18,15,18,1,0.4,0.6,95,17,285,2,-,-,106,-,-,-,-,-,-,-,-,-,-
73,-,107,Yes,CONNER SMITH,I Hate Alabama,Valory Music Co.,-,88,0,88,21,0,21,1,6,8,4,2,0.157,0,0.157,87,518,1,1,1,21,0,21,91,20,164,18,-,-,107,-,-,-,-,-,-,-,-,-,-
46,106,108,,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,81,93,-12,16,23,-7,1,0,0,0,15,0.044,0.035,0.009,125,128,8,0,8,1.8,2.6,-0.8,105,15,556,0,-,-,108,-,-,-,-,-,-,-,-,-,-
73,87,109,,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,78,160,-82,34,59,-25,25,2,1,2,4,0.015,0.02,-0.005,195,157,9,0,9,2.4,4.2,-1.8,125,9,226,5,-,-,109,-,-,-,-,-,-,-,-,-,-
96,121,110,Yes,JON PARDI,Beer For Santa,Capitol Nashville,-,77,62,15,12,14,-2,2,0,5,2,3,0.244,0.154,0.09,72,84,8,5,8,0.7,0.8,-0.1,121,10,210,7,-,-,110,-,-,-,-,-,-,-,-,-,-
87,114,111,Yes,WYATT FLORES,West Of Tulsa,Island,-,76,74,2,10,9,1,5,0,0,1,4,0.039,0.012,0.027,128,183,2,0,2,5,4.5,0.5,157,5,337,1,-,-,111,-,-,255,-,-,-,-,-,-,-
107,115,112,Yes,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,74,74,0,16,16,0,1,2,6,2,5,0.115,0.118,-0.003,94,89,1,0,1,16,16,0,100,15,192,10,-,76,112,-,-,378,-,-,-,-,-,-,-
107,108,113,,JAKE BANFIELD,Oklahoma Sooner,Jake Banfield Music,-,73,87,-14,26,31,-5,8,6,2,5,5,0.072,0.107,-0.035,107,92,1,0,1,26,31,-5,93,18,179,13,-,-,113,-,-,-,-,-,-,-,-,-,-
99,99,114,,THE FRONTMEN,Left Their Mark,BBR Music Group,-,72,109,-37,23,38,-15,0,23,0,0,0,0.12,0.173,-0.053,92,82,23,4,23,0.5,0.9,-0.4,86,23,155,23,-,-,114,-,-,-,-,-,-,-,-,-,-
25,118,115,Yes,DILLON CARMICHAEL,Son Of A,Riser House,49,69,69,0,13,15,-2,4,2,2,2,3,0.03,0.045,-0.015,142,119,3,0,3,1.6,1.9,-0.3,123,9,216,6,-,-,115,-,-,-,-,-,-,-,-,-,-
35,103,116,,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,69,104,-35,18,25,-7,6,2,3,3,4,0.083,0.099,-0.016,102,95,5,1,5,1.5,2.1,-0.6,115,12,202,8,-,-,116,-,-,-,-,-,-,-,-,-,-
61,154,117,Yes,ERIN KINSEY,Just Drive,RECORDS Nashville,-,67,34,33,14,7,7,0,0,0,0,14,0.044,0.022,0.022,123,152,7,0,7,2,1,1,110,14,557,0,-,-,117,-,-,-,-,-,-,-,-,-,-
72,119,118,Yes,FLORIDA GEORGIA LINE,Colorado,BMLG,-,67,67,0,17,17,0,3,1,7,3,3,0.102,0.094,0.008,97,96,2,0,2,8.5,8.5,0,107,14,187,11,-,-,118,-,-,-,-,-,-,-,-,-,-
111,124,119,Yes,JORDAN DAVIS,Sunday Saints,MCA Nashville,-,65,54,11,18,15,3,0,0,7,3,8,0.092,0.078,0.014,99,98,1,0,1,18,15,3,94,18,193,10,-,-,119,-,-,-,-,-,-,-,-,-,-
75,-,120,Yes,MORGAN WALLEN,Keith Whitley,Big Loud/Mercury/Republic,-,64,0,64,15,0,15,0,0,1,0,14,0.047,0,0.047,122,567,15,15,15,1,0,1,102,15,338,1,-,-,120,-,-,-,-,-,-,-,-,-,-
40,74,121,,KASSI ASHTON,Drive You Out Of My Mind,MCA Nashville/Interscope,26,62,388,-326,26,104,-78,11,3,3,3,6,0.051,0.131,-0.08,118,87,6,1,6,1.5,6.1,-4.6,104,15,197,9,-,-,121,-,-,-,-,-,-,-,-,-,-
122,483,122,Yes,DYLAN MARLOWE,Boys Back Home f/Dylan Scott,Columbia Nashville,-,60,3,57,24,1,23,15,2,5,1,1,0.047,0.007,0.04,121,223,5,5,5,4,0.2,3.8,124,9,203,8,-,-,122,-,-,-,-,-,-,-,-,-,-
115,120,123,,MAREN MORRIS,The Tree,Columbia,-,60,67,-7,25,28,-3,10,0,5,5,5,0.069,0.07,-0.001,108,99,1,0,1,25,28,-3,106,15,194,10,-,-,123,-,-,497,-,-,-,-,-,-,-
94,96,124,,ALISON NICHOLS,Hoops,Alison Nichols,-,58,111,-53,16,31,-15,15,0,0,0,1,0.013,0.023,-0.01,208,147,16,0,16,1,1.9,-0.9,368,1,558,0,-,-,124,-,-,-,-,-,-,-,-,-,-
125,163,125,Yes,ELVIS PRESLEY & KANE BROWN,Blue Christmas,RCA Nashville,-,57,28,29,15,7,8,0,3,3,5,4,0.213,0.101,0.112,75,93,9,4,9,1.7,0.8,0.9,101,15,188,11,-,-,125,-,-,-,-,-,-,-,-,-,-
24,156,126,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,55,33,22,13,7,6,2,0,5,2,4,0.073,0.048,0.025,105,117,7,6,7,1.6,0.9,0.8,118,11,211,7,-,-,126,-,-,-,-,-,-,-,-,-,-
49,138,127,Yes,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,55,46,9,15,15,0,1,1,3,2,8,0.066,0.059,0.007,110,110,7,1,7,1.9,1.9,0,108,14,217,6,-,-,127,-,-,-,-,-,-,-,-,-,-
128,339,128,Yes,KELSEA BALLERINI,What I Have,Black River Entertainment,-,54,4,50,16,2,14,0,2,10,1,3,0.09,0.006,0.084,100,228,15,15,15,0.9,0.1,0.8,97,16,180,13,-,-,128,-,-,-,-,-,-,-,-,-,-
129,338,129,Yes,BEN GALLAHER,Stomp,Stone Country,-,54,4,50,16,2,14,0,11,2,1,2,0.075,0.006,0.069,104,231,15,15,15,0.9,0.1,0.8,98,16,177,14,-,-,129,-,-,-,-,-,-,-,-,-,-
80,800,130,Yes,LANDON PARKER,Back At The Bar,---,-,53,0,53,15,0,15,15,0,0,0,0,0.01,0,0.01,231,492,15,15,15,1,0,1,553,0,559,0,-,-,130,-,-,-,-,-,-,-,-,-,-
93,344,131,Yes,FRANK RAY,Feliz Navidad,Stoney Creek,-,53,4,49,12,1,11,4,1,4,2,1,0.031,0.008,0.023,140,216,6,5,6,2,0.2,1.8,134,8,212,7,-,-,131,-,-,-,-,-,-,-,-,-,-
83,122,132,,COLBIE CAILLAT,I'll Be Here f/Sheryl Crow,Blue Jean Baby,-,53,62,-9,17,20,-3,2,1,1,3,10,0.042,0.041,0.001,126,123,1,0,1,17,20,-3,99,15,227,5,230,-,132,-,-,-,-,-,-,-,-,-,-
79,102,133,,ERIC BURGETT,But A Beer Can,Bow To Stern,-,53,104,-51,15,29,-14,15,0,0,0,0,0.01,0.019,-0.009,225,163,15,0,15,1,1.9,-0.9,557,0,560,0,-,-,133,-,-,-,-,-,-,-,-,-,-
82,82,134,,RANDALL FOWLER,Two Woman Man,Reviver,-,53,210,-157,15,59,-44,15,0,0,0,0,0.01,0.039,-0.029,228,124,15,0,15,1,3.9,-2.9,554,0,561,0,-,-,134,-,-,-,-,-,-,-,-,-,-
85,123,135,Yes,CATIE OFFERMAN,OK Cowboy,MCA Nashville,-,51,54,-3,12,11,1,4,0,2,1,5,0.035,0.026,0.009,134,140,3,0,3,4,3.7,0.3,132,8,254,3,-,-,135,-,-,-,-,-,-,-,-,-,-
30,137,136,Yes,MICHAEL RAY,Holy Water,Warner/WEA,29,50,46,4,10,9,1,3,0,4,2,1,0.064,0.053,0.011,114,114,4,2,4,2,1.8,0.2,144,7,218,6,-,-,136,-,-,-,-,-,-,-,-,-,-
128,128,137,Yes,PRISCILLA BLOCK,Fake Names,Mercury Nashville,-,50,50,0,17,18,-1,5,0,4,5,3,0.065,0.055,0.01,111,112,2,1,2,8.5,9,-0.5,114,12,198,9,-,-,137,-,-,-,-,-,-,-,-,-,-
80,140,138,Yes,ELLE KING,Tulsa,RCA/Columbia Nashville,-,45,45,0,15,15,0,4,2,2,4,3,0.05,0.047,0.003,119,118,1,0,1,15,15,0,117,11,204,8,-,-,138,-,-,-,-,-,-,-,-,-,-
99,105,139,,CHRIS LANE,Stop Coming Over,Big Loud,-,43,98,-55,8,20,-12,0,0,0,0,8,0.028,0.065,-0.037,148,101,7,0,7,1.1,2.9,-1.7,130,8,562,0,-,-,139,-,-,-,-,-,-,-,-,-,-
140,184,140,Yes,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,-,42,19,23,10,5,5,1,1,0,0,8,0.028,0.022,0.006,146,150,9,7,9,1,0.5,0.5,126,9,339,1,-,-,140,-,-,-,-,-,-,-,-,-,-
90,775,141,Yes,JELLY ROLL & K. MICHELLE,Love Can Build A Bridge,BMG,-,40,0,40,8,0,8,0,1,0,0,7,0.031,0,0.031,139,436,8,8,8,1,0,1,129,8,340,1,-,-,141,-,-,-,-,-,-,-,-,-,-
96,227,142,Yes,OLD DOMINION,What Christmas Means To Me,Arista Nashville,-,40,10,30,8,2,6,2,0,4,2,0,0.068,0.011,0.057,109,190,1,0,1,8,2,6,151,6,219,6,-,-,142,-,-,-,-,-,-,-,-,-,-
143,169,143,Yes,MADDIE & TAE,It's Beginning To Look A Lot..,Mercury Nashville,-,40,25,15,8,5,3,1,2,3,1,1,0.064,0.044,0.02,113,120,1,0,1,8,5,3,136,7,220,6,-,-,143,-,-,-,-,-,-,-,-,-,-
47,151,144,Yes,ASHLEY COOKE & BRETT YOUNG,Never Til Now,Big Loud/Back Blocks/BMLG,6,40,34,6,8,7,1,0,0,0,1,7,0.036,0.022,0.014,130,149,8,1,8,1,0.9,0.1,128,8,341,1,-,-,144,-,-,-,-,-,-,-,-,-,-
78,132,145,,CHRIS STAPLETON,The Star-Spangled Banner,---,-,40,49,-9,12,14,-2,4,3,5,0,0,0.044,0.083,-0.039,124,97,11,8,11,0.5,0.6,-0.1,131,8,205,8,-,-,145,-,195,-,-,-,-,-,-,-,-
42,127,146,,JAKE OWEN,On The Boat Again,Big Loud,11,40,50,-10,8,10,-2,4,0,1,1,2,0.009,0.01,-0.001,239,197,2,0,2,2.7,3.3,-0.7,183,4,286,2,-,-,146,-,-,-,-,-,-,-,-,-,-
147,213,147,Yes,CRAIG MORGAN & LAINEY WILSON,International Harvester,Broken Bow,-,38,11,27,12,4,8,0,12,0,0,0,0.06,0.02,0.04,115,160,11,11,11,0.8,0.3,0.5,113,12,186,12,-,-,147,-,-,-,-,-,-,-,-,-,-
148,183,148,Yes,JON PARDI,Santa Looked A Lot Like Daddy,Capitol Nashville,-,37,19,18,7,3,4,1,2,2,1,1,0.174,0.033,0.141,82,130,5,2,5,1.4,0.6,0.8,152,6,228,5,-,-,148,-,-,-,-,-,-,-,-,-,-
52,145,149,Yes,HANNAH ELLIS,Country Can,Curb,-,37,40,-3,9,8,1,5,0,2,1,1,0.002,0.001,0.001,469,313,3,0,3,3,2.7,0.3,181,4,255,3,-,-,149,-,-,-,-,-,-,-,-,-,-
127,146,150,,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,36,40,-4,17,19,-2,5,0,4,3,5,0.03,0.033,-0.003,141,129,1,0,1,17,19,-2,112,12,213,7,-,-,150,-,-,5070,-,-,-,-,-,-,-
96,147,151,,DYLAN MARLOWE,Record High,Columbia Nashville,-,36,40,-4,11,12,-1,10,0,0,0,1,0.008,0.008,0,245,214,1,0,1,11,12,-1,443,1,563,0,-,-,151,-,-,-,-,-,-,-,-,-,-
152,682,152,Yes,CRAIG MORGAN & JELLY ROLL,Almost Home,Broken Bow,-,35,0,35,8,0,8,0,0,0,1,7,0.024,0,0.024,158,481,8,8,8,1,0,1,133,8,342,1,-,-,152,-,-,-,-,-,-,-,-,-,-
148,148,153,Yes,CRAIG MORGAN & GARY LEVOX,That's What I Love About Sun.,Broken Bow,-,35,35,0,10,10,0,0,10,0,0,0,0.057,0.057,0,116,111,10,0,10,1,1,0,122,10,195,10,-,-,153,-,-,-,-,-,-,-,-,-,-
118,798,154,Yes,EMILY BROOKE,Hungover You,---,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,164,352,7,7,7,1,0,1,143,7,564,0,-,-,154,-,-,-,-,-,-,-,-,-,-
85,167,155,Yes,ZACH BRYAN,Oklahoma Smokeshow,Warner,-,34,25,9,15,11,4,6,0,3,1,5,0.026,0.019,0.007,149,162,2,1,2,7.5,5.5,2,127,9,241,4,-,-,155,-,-,-,-,-,-,-,-,-,-
145,-,156,Yes,DAN + SHAY,For The Both Of Us,Warner/WAR,-,34,0,34,7,0,7,1,0,0,0,6,0.018,0,0.018,178,384,7,7,7,1,0,1,155,6,565,0,-,-,156,-,-,-,-,-,-,-,-,-,-
157,-,157,Yes,GREYLAN JAMES,Young Man,BMLG,-,34,0,34,5,0,5,1,1,0,1,2,0.036,0,0.036,131,435,1,1,1,5,0,5,169,4,287,2,-,-,157,-,-,-,-,-,-,-,-,-,-
82,144,158,,ASHLEY MCBRYDE,When Will I Be Loved,Warner/WMN,-,34,43,-9,7,8,-1,0,0,0,0,7,0.022,0.028,-0.006,166,136,7,0,7,1,1.1,-0.1,138,7,566,0,-,-,158,-,-,-,-,-,-,-,-,-,-
63,166,159,Yes,KIDD G,Daylight Savings,Rebel/Valory/Geffen,-,33,26,7,8,6,2,7,0,0,0,1,0.008,0.009,-0.001,244,207,2,0,2,4,3,1,517,1,567,0,-,-,159,-,-,-,-,-,-,-,-,-,-
143,143,160,,TIGIRLILY GOLD,Falalala Falling,Monument,-,33,45,-12,7,11,-4,0,2,3,1,1,0.032,0.06,-0.028,136,108,3,2,3,0.6,1,-0.4,146,7,221,6,-,-,160,-,-,-,-,-,-,-,-,-,-
123,-,161,Yes,ELVIE SHANE,Blue Christmas,Wheelhouse,-,32,0,32,6,0,6,2,1,1,1,1,0.015,0,0.015,199,516,3,3,3,2,0,2,178,4,256,3,-,-,161,-,-,-,-,-,-,-,-,-,-
124,165,162,Yes,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,31,27,4,9,10,-1,2,0,1,0,6,0.018,0.038,-0.02,180,125,2,0,2,3,3.3,-0.3,135,7,343,1,-,-,162,-,-,4180,-,-,-,-,-,-,-
115,155,163,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,31,33,-2,10,10,0,3,0,2,1,4,0.036,0.036,0,132,127,2,0,2,3.3,3.3,0,139,7,257,3,-,-,163,-,-,-,-,-,-,-,-,-,-
31,192,164,Yes,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,30,17,13,20,13,7,7,2,4,3,4,0.013,0.001,0.012,203,311,3,1,3,6.7,4.3,2.3,111,13,199,9,-,-,164,-,-,-,-,-,-,-,-,-,-
62,-,165,Yes,JORDAN HARVEY,Along For The Ride,Broken Bow,-,30,0,30,6,0,6,1,0,0,0,5,0.015,0,0.015,194,422,6,6,6,1,0,1,165,5,568,0,-,-,165,-,-,-,-,-,-,-,-,-,-
141,141,166,,HUNTERGIRL,Hurry Up Christmas,Wheelhouse,-,30,45,-15,5,11,-6,1,1,1,0,2,0.017,0.06,-0.043,183,105,3,3,3,0.4,0.9,-0.5,173,4,288,2,-,-,166,-,-,-,-,-,-,-,-,-,-
74,235,167,Yes,GARTH BROOKS & TRISHA YEARWOOD,Santa Baby,Pearl,-,29,9,20,9,3,6,3,3,0,2,1,0.031,0.008,0.023,137,210,3,1,3,3,1,2,153,6,229,5,176,-,167,-,-,-,-,-,-,-,-,-,-
147,205,168,Yes,JESSIE MURPH & JELLY ROLL,Wild Ones,Columbia,-,29,14,15,12,6,6,5,0,1,2,4,0.026,0.017,0.009,151,168,1,0,1,12,6,6,140,7,258,3,-,-,168,-,97,-,-,-,-,-,99,-,-
48,176,169,Yes,DIERKS BENTLEY,Something Real,Capitol Nashville,4,29,23,6,13,10,3,8,1,0,0,4,0.01,0.009,0.001,224,203,1,0,1,6.5,5,1.5,166,5,344,1,-,-,169,-,-,-,-,-,-,-,-,-,-
30,162,170,Yes,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,39,29,28,1,5,4,1,0,2,1,1,1,0,0,0,559,441,2,1,2,2.5,2,0.5,162,5,242,4,-,-,170,-,-,-,-,-,-,-,-,-,-
65,139,171,,RYAN GRIFFIN,Heart To Break,Red Street,-,29,45,-16,19,27,-8,13,0,1,0,5,0.006,0.012,-0.006,272,184,2,0,2,9.5,13.5,-4,150,6,345,1,-,-,171,-,-,-,-,-,-,-,-,-,-
55,160,172,,BRELAND,For What It's Worth,Bad Realm/Atlantic/Warner,-,28,30,-2,4,5,-1,1,1,0,0,2,0,0,0,541,351,1,0,1,2,2.5,-0.5,187,3,346,1,-,-,172,-,-,-,-,-,-,-,-,-,-
52,133,173,,CODY JOHNSON,With You I Am,Cojo Music,-,28,48,-20,3,5,-2,1,0,0,0,2,0.013,0.109,-0.096,206,91,2,0,2,1.5,2.5,-1,212,2,569,0,-,-,173,-,-,-,-,-,-,-,-,-,-
45,159,174,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,27,32,-5,4,4,0,0,1,2,1,0,0.47,0.253,0.217,64,72,2,1,2,2,2,0,179,4,243,4,-,-,174,-,-,-,-,-,-,-,-,-,-
56,157,175,,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,24,33,-9,8,11,-3,1,1,1,1,4,0.025,0.026,-0.001,153,139,5,3,5,0.8,1.1,-0.3,141,7,259,3,-,-,175,-,-,-,-,-,-,-,-,-,-
176,-,176,Yes,HUNTERGIRL,Christmas Again,Wheelhouse,-,23,0,23,4,0,4,2,0,1,0,1,0.002,0,0.002,474,430,2,2,2,2,0,2,231,2,347,1,-,-,176,-,-,-,-,-,-,-,-,-,-
80,194,177,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,22,17,5,8,6,2,1,1,1,0,5,0.017,0.01,0.007,189,201,2,0,2,4,3,1,142,7,289,2,-,-,177,-,-,-,-,-,-,-,-,-,-
125,173,178,Yes,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,22,23,-1,3,3,0,0,0,1,2,0,0.052,0.027,0.025,117,138,1,0,1,1.5,1.5,0,194,3,260,3,-,-,178,-,-,-,-,-,-,-,-,-,-
80,117,179,,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,22,71,-49,3,10,-7,2,1,0,0,0,0.012,0.032,-0.02,210,131,1,0,1,1,3.3,-2.3,493,1,348,1,-,-,179,-,-,-,-,-,-,-,-,-,-
110,-,180,Yes,JORDANA BRYANT,First Christmas In Love,---,-,21,0,21,3,0,3,1,0,0,1,1,0,0,0,545,360,1,1,1,3,0,3,199,2,349,1,-,-,180,-,-,-,-,-,-,-,-,-,-
76,179,181,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,21,21,0,3,3,0,1,1,1,0,0,0,0,0,542,354,1,0,1,3,3,0,232,2,290,2,-,-,181,-,-,-,-,-,-,-,-,-,-
77,170,182,,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,21,25,-4,15,18,-3,4,1,4,3,3,0.013,0.018,-0.005,205,165,2,1,2,5,6,-1,119,11,206,8,-,-,182,-,-,-,-,-,-,-,-,-,-
78,233,183,Yes,TEDDY ROBB,Question The Universe,---,-,20,10,10,4,2,2,4,0,0,0,0,0.005,0.003,0.002,318,292,1,0,1,4,2,2,567,0,570,0,-,-,183,-,-,-,-,-,-,-,-,-,-
184,229,184,Yes,LANE JOHNSON/JASON KELCE,Blue Christmas,Vera Y Records,-,20,10,10,2,1,1,0,1,0,1,0,0.037,0.001,0.036,129,315,1,0,1,2,1,1,226,2,291,2,-,-,184,-,-,-,-,-,-,-,-,-,-
59,187,185,Yes,INGRID ANDRESS,Feel Like This,Atlantic/Warner/WEA,-,20,18,2,14,14,0,11,1,0,1,1,0.007,0.001,0.006,251,308,2,1,2,7,7,0,196,3,292,2,-,-,185,-,-,-,-,-,-,-,-,-,-
150,150,186,,WILLIAM BECKMANN,Tennessee Drinkin',Highway 90,-,20,35,-15,5,9,-4,5,0,0,0,0,0.001,0.02,-0.019,497,155,1,0,1,5,9,-4,566,0,571,0,-,-,186,-,-,-,-,-,-,-,-,-,-
187,272,187,Yes,JON PARDI,Please Come Home For Christmas,Capitol Nashville,-,19,7,12,4,1,3,0,0,1,3,0,0.188,0.009,0.179,78,208,4,4,4,0.8,0.2,0.6,180,4,244,4,-,-,187,-,-,-,-,-,-,-,-,-,-
75,177,188,,LUKE COMBS,Still,River House/Columbia Nash,-,19,21,-2,9,10,-1,3,1,2,1,2,0.019,0.028,-0.009,175,135,1,0,1,9,10,-1,154,6,245,4,-,-,188,-,-,-,-,-,-,-,-,-,-
149,149,189,,PRISCILLA BLOCK,Hey Jack,Mercury Nashville,-,19,35,-16,6,11,-5,2,0,0,2,2,0.012,0.041,-0.029,209,122,1,0,1,6,11,-5,172,4,293,2,-,-,189,-,-,-,-,-,-,-,-,-,-
128,226,190,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,18,10,8,4,2,2,1,0,3,0,0,0.036,0.024,0.012,133,146,3,2,3,1,0.5,0.5,191,3,261,3,-,-,190,-,-,-,-,-,-,-,-,-,-
89,188,191,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,18,18,0,6,6,0,0,0,0,0,6,0.008,0.008,0,248,217,1,0,1,6,6,0,148,6,572,0,-,-,191,-,-,1358,-,-,-,-,-,-,-
88,178,192,,WALKER MONTGOMERY,Out Of Nowhere,PIA Entertainment,-,18,21,-3,7,8,-1,0,1,2,2,2,0.023,0.03,-0.007,163,133,1,0,1,7,8,-1,147,7,230,5,-,-,192,-,-,-,-,-,-,-,-,-,-
193,411,193,Yes,KELSEY HART,Life With You,Curb,-,17,3,14,4,1,3,0,1,1,1,1,0.024,0.007,0.017,157,221,3,3,3,1,0.3,0.8,184,4,262,3,-,-,193,-,-,-,-,-,-,-,-,-,-
86,242,194,Yes,MICKEY GUYTON,Star Spangled Banner,---,-,17,8,9,4,2,2,1,1,2,0,0,0.024,0.015,0.009,156,174,4,3,4,0.8,0.4,0.4,185,3,263,3,-,-,194,-,-,-,-,-,-,-,-,-,-
176,191,195,Yes,BRYAN MARTIN,Memory To Drown,Dirtified/Average Joes,-,17,17,0,8,8,0,2,0,1,1,4,0.012,0.016,-0.004,211,171,1,0,1,8,8,0,149,6,294,2,-,-,195,-,-,-,-,-,-,-,-,-,-
149,190,196,Yes,RYAN SIMS,Put It On Repeat,Cave Creek,-,17,17,0,7,7,0,6,0,0,0,1,0.005,0.004,0.001,323,277,1,0,1,7,7,0,415,1,573,0,-,-,196,-,-,-,-,-,-,-,-,-,-
193,204,197,Yes,LAURA BRYNA,Certified,LTD Entertainment LLC,-,16,14,2,7,6,1,7,0,0,0,0,0.006,0.005,0.001,270,233,1,0,1,7,6,1,543,0,574,0,-,-,197,-,-,-,-,-,-,-,-,-,-
156,203,198,Yes,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,16,14,2,7,6,1,2,0,0,0,5,0.006,0.004,0.002,271,263,5,0,5,1.4,1.2,0.2,160,5,575,0,-,-,198,-,-,-,-,-,-,-,-,-,-
83,-,199,Yes,KANE BROWN,Leave You Alone,RCA Nashville,-,16,0,16,5,0,5,0,5,0,0,0,0.025,0,0.025,154,356,5,5,5,1,0,1,158,5,231,5,-,-,199,-,-,-,-,-,-,-,-,-,-
60,172,200,,DILLON CARMICHAEL,Dancing Away With My Heart,Riser House,-,16,23,-7,2,3,-1,0,0,0,2,0,0.031,0.049,-0.018,138,116,1,0,1,2,3,-1,208,2,295,2,-,-,200,-,-,-,-,-,-,-,-,-,-
119,335,201,Yes,PRYOR & LEE,National Anthem,Black River Entertainment,-,15,4,11,3,2,1,2,1,0,0,0,0.01,0.007,0.003,232,225,3,3,3,0.6,0.4,0.2,477,1,350,1,-,-,201,-,-,-,-,-,-,-,-,-,-
202,245,202,Yes,JON PARDI,"Let It Snow, Let It Snow,...",Capitol Nashville,-,15,8,7,2,1,1,1,0,0,1,0,0.137,0.042,0.095,90,121,2,1,2,1,0.5,0.5,520,1,351,1,-,-,202,-,-,-,-,-,-,-,-,-,-
49,225,203,Yes,KAMERON MARLOWE,Giving You Up,Columbia Nashville,-,15,10,5,3,2,1,2,1,0,0,0,0.011,0.019,-0.008,218,164,1,0,1,3,2,1,307,1,352,1,-,-,203,-,-,-,-,-,-,-,-,-,-
95,221,204,Yes,MORGAN WALLEN,Quittin' Time,Big Loud/Republic,-,15,11,4,7,5,2,0,1,2,2,2,0.022,0.016,0.006,167,172,1,0,1,7,5,2,137,7,232,5,-,-,204,-,-,-,-,-,-,-,-,-,-
130,220,205,Yes,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,15,11,4,7,5,2,3,0,2,1,1,0.016,0.022,-0.006,190,148,1,0,1,7,5,2,171,4,264,3,-,-,205,-,-,-,-,-,-,-,-,-,-
192,201,206,Yes,TAYLOR SWIFT,Now That We... (Taylor's Vers),Republic,-,15,15,0,15,15,0,3,1,4,3,4,0,0,0,570,541,1,0,1,15,15,0,116,12,207,8,-,101,206,-,114,-,-,-,-,-,-,-,-
187,195,207,,CANAAN SMITH,Here Lately,---,-,15,16,-1,15,16,-1,4,1,3,4,3,0,0,0,565,517,1,0,1,15,16,-1,120,11,208,8,-,-,207,-,-,-,-,-,-,-,-,-,-
85,175,208,,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,15,23,-8,7,11,-4,3,0,1,0,3,0.007,0.014,-0.007,256,177,1,0,1,7,11,-4,177,4,353,1,-,-,208,-,-,-,-,-,-,-,-,-,-
145,174,209,,CARTER FAITH,Wild,Suburban Heartbreak,-,15,23,-8,7,11,-4,3,0,1,0,3,0.007,0.017,-0.01,257,167,1,0,1,7,11,-4,170,4,354,1,-,-,209,-,-,-,-,-,-,-,-,-,-
122,164,210,,ELLA LANGLEY & KOE WETZEL,That's Why We Fight,SAWGOD/Columbia,-,15,27,-12,7,13,-6,2,0,1,0,4,0.007,0.025,-0.018,261,141,1,0,1,7,13,-6,156,5,355,1,-,-,210,-,-,-,-,-,-,-,-,-,-
131,793,211,Yes,MIKE RYAN,Other Side Of The Radio,Rock & Soul,-,14,0,14,2,0,2,1,0,0,0,1,0.006,0,0.006,280,513,1,1,1,2,0,2,417,1,576,0,-,-,211,-,-,-,-,-,-,-,-,-,-
