PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
13,14,13,Yes,WARREN ZEIDERS,Pretty Little Poison,Warner/WEA,19,14490,13676,814,4038,3780,258,1322,396,767,573,980,16.66,14.489,2.171,13,14,154,0,154,26.2,24.5,1.7,14,2716,23,1736,-,-,13,-,325,-,-,-,-,-,-,-,69
14,17,14,Yes,LUKE COMBS,Where The Wild Things Are,River House/Columbia Nash,7,13678,12487,1191,3835,3490,345,961,432,824,629,989,17.571,15.086,2.485,12,13,157,1,157,24.4,22.2,2.2,13,2874,21,1885,-,-,14,-,-,-,-,-,-,-,-,-,75
13,13,15,,CONNER SMITH,Creek Will Rise,Valory Music Co.,34,13467,13735,-268,3868,3906,-38,1282,371,691,539,985,13.707,14.271,-0.564,17,15,157,0,157,24.6,24.9,-0.2,15,2586,25,1601,-,-,15,-,564,-,-,-,-,-,-,-,74
16,16,16,Yes,CHAYCE BECKHAM,23,Wheelhouse,35,13191,12803,388,3783,3614,169,1347,331,659,510,936,13.027,13.102,-0.075,18,17,157,0,157,24.1,23,1.1,16,2436,28,1500,-,-,16,-,-,-,-,-,-,-,-,-,77
17,18,17,Yes,CODY JOHNSON,The Painter,CoJo/Warner/WMN,16,12844,11878,966,3569,3356,213,1148,381,639,534,867,14.268,13.473,0.795,15,16,157,1,157,22.7,21.4,1.4,17,2421,26,1554,-,-,17,-,-,-,-,-,-,-,-,-,81
18,19,18,Yes,HARDY,TRUCK BED,Big Loud Rock/Big Loud,27,11574,11118,456,3230,3070,160,1145,328,491,453,813,14.187,12.363,1.824,16,18,153,0,153,21.1,20.1,1,18,2085,29,1272,-,-,18,-,-,-,-,-,-,-,-,-,88
19,20,19,Yes,PARKER MCCOLLUM,Burn It Down,MCA Nashville,22,9976,9121,855,2777,2559,218,946,243,476,377,735,10.745,9.607,1.138,19,20,153,2,153,18.1,16.7,1.4,19,1831,32,1096,-,-,19,-,572,-,-,-,-,-,-,-,104
20,22,20,Yes,JACKSON DEAN,Fearless,Big Machine,43,8971,8868,103,2521,2478,43,1019,266,317,281,638,8.917,9.304,-0.387,20,21,155,0,155,16.3,16,0.3,21,1502,37,864,-,-,20,-,899,-,-,-,-,-,-,-,117
21,23,21,Yes,BROTHERS OSBORNE,Nobody's Nobody,EMI Nashville,32,8474,8334,140,2424,2400,24,903,231,307,341,642,8.209,7.743,0.466,21,22,152,1,152,15.9,15.8,0.2,20,1521,36,879,-,-,21,-,533,-,-,-,-,-,-,-,125
22,24,22,Yes,GABBY BARRETT,Glory Days,Warner/WAR,26,8134,7581,553,2367,2228,139,961,183,290,322,611,6.757,6.332,0.425,26,26,154,0,154,15.4,14.5,0.9,23,1406,42,795,-,-,22,-,-,-,-,-,-,-,-,-,130
23,25,23,Yes,CARLY PEARCE,We Don't Fight...f/C.Stapleton,Big Machine,24,7683,7317,366,2195,2112,83,947,163,304,297,484,7.455,7.096,0.359,23,25,155,0,155,14.2,13.6,0.5,25,1248,45,764,-,-,23,-,920,-,-,-,-,-,-,-,140
24,26,24,Yes,BRIAN KELLEY,See You Next Summer,Big Machine,27,7304,7142,162,2088,2023,65,960,168,194,194,572,6.277,5.845,0.432,27,27,153,0,153,13.6,13.1,0.4,27,1128,55,556,-,-,24,-,460,-,-,-,-,-,-,-,153
25,28,25,Yes,SCOTTY MCCREERY,Cab In A Solo,Triple Tigers,15,6986,6610,376,2079,1990,89,815,120,241,220,683,6.842,5.798,1.044,25,28,156,0,156,13.3,12.8,0.6,24,1264,53,581,-,-,25,-,-,-,-,-,-,-,-,-,154
26,27,26,Yes,THOMAS RHETT,Mamaw's House f/Morgan Wallen,Valory/Big Loud,9,6901,6794,107,1992,1919,73,567,187,350,323,565,7.933,7.653,0.28,22,23,147,3,147,13.6,13.1,0.5,22,1425,38,860,-,-,26,-,-,-,-,-,-,-,-,-,158
27,29,27,Yes,JORDAN DAVIS,Tucson Too Late,MCA Nashville,14,6608,6378,230,1801,1722,79,700,147,253,198,503,7.274,7.332,-0.058,24,24,151,1,151,11.9,11.4,0.5,28,1101,52,598,-,-,27,-,-,-,-,-,-,-,-,-,179
28,30,28,Yes,CARRIE UNDERWOOD,Out Of That Truck,Capitol Nashville,24,6328,6197,131,1712,1694,18,675,112,231,189,505,5.922,5.487,0.435,28,29,142,0,142,12.1,11.9,0.1,30,1037,61,532,-,-,28,-,-,-,-,-,-,-,-,-,187
29,32,29,Yes,TYLER HUBBARD,Back Then Right Now,EMI Nashville,12,6296,5721,575,1894,1706,188,753,133,219,201,588,5.471,5.281,0.19,31,30,147,1,147,12.9,11.6,1.3,26,1141,56,553,-,-,29,-,558,-,-,-,-,-,-,-,167
30,31,30,Yes,MEGAN MORONEY,I'm Not Pretty,Columbia/Columbia Nash,15,6158,5912,246,1696,1626,70,683,91,178,163,581,5.464,4.831,0.633,33,32,145,1,145,11.6,11.1,0.5,31,1013,66,432,-,-,30,-,-,-,-,-,-,-,-,-,190
31,34,31,Yes,KENNY CHESNEY,Take Her Home,Warner Nashville/WEA,4,5834,5181,653,1581,1404,177,612,112,227,203,427,5.47,5.125,0.345,32,31,139,17,139,11.2,10,1.3,33,969,59,542,-,-,31,-,567,-,-,-,-,-,-,-,204
32,33,32,,ZACH BRYAN,I Remember... f/K. Musgraves,Warner/WAR,12,5468,5500,-32,1573,1619,-46,562,115,274,233,389,4.773,4.77,0.003,35,33,138,3,138,11.2,11.6,-0.3,32,1011,50,622,153,24,32,-,29,23,-,-,-,-,365,-,65
33,36,33,Yes,CHASE MATTHEW,Love You Again,Warner/WAR,13,4752,4406,346,1442,1324,118,558,107,196,159,422,3.634,3.356,0.278,38,38,128,6,128,11.3,10.3,0.9,34,884,65,462,-,-,33,-,-,-,-,-,-,-,-,-,226
34,35,34,Yes,SAM HUNT,Outskirts,MCA Nashville,16,4682,4449,233,1343,1300,43,491,86,156,123,487,3.692,3.492,0.2,37,37,138,4,138,9.7,9.4,0.3,35,852,71,365,-,-,34,-,-,-,-,-,-,-,-,-,244
1,21,35,,TIM MCGRAW,Standing Room Only,Big Machine,39,4482,9046,-4564,1349,2530,-1181,255,217,348,206,323,5.139,11.385,-6.246,34,19,141,1,141,8.9,16.6,-7.8,29,1094,44,771,-,-,35,-,-,-,-,-,-,-,-,-,242
36,39,36,Yes,LAINEY WILSON,Wildflowers And Wild Horses,Broken Bow,2,4435,3768,667,1158,986,172,437,80,157,152,332,5.553,4.044,1.509,30,36,128,28,128,8.9,7.6,1.3,37,721,68,389,-,-,36,-,-,-,-,-,-,-,-,-,286
37,37,37,Yes,MORGAN WALLEN,Man Made A Bar f/Eric Church,Big Loud/EMI/Mercury,2,4332,3867,465,1089,964,125,335,70,168,165,351,5.68,4.473,1.207,29,34,132,20,132,8.2,7.2,0.9,36,754,67,403,-,-,37,-,-,-,-,-,-,-,-,-,307
38,38,38,Yes,DILLON CARMICHAEL,Drinkin' Problems,Riser House,18,3935,3801,134,1191,1133,58,554,56,121,109,351,2.641,2.426,0.215,40,40,108,3,108,10.8,10.3,0.5,39,637,81,286,-,-,38,-,-,-,-,-,-,-,-,-,280
39,40,39,Yes,MICHAEL RAY,Spirits And Demons f/M.Patrick,Warner/WEA/Riser House,8,3758,3585,173,1060,976,84,544,50,116,86,264,2.376,2.279,0.097,44,42,97,5,97,10.8,10,0.9,40,516,88,252,-,-,39,-,-,-,-,-,-,-,-,-,315
40,42,40,Yes,OLD DOMINION,Can't Break Up Now f/M.Moroney,Columbia Nashville,9,3746,3383,363,1129,971,158,475,59,125,120,350,2.867,2.394,0.473,39,41,111,2,111,10.1,8.7,1.4,38,654,80,304,-,-,40,-,-,-,-,-,-,-,-,-,294
30,41,41,Yes,GARTH BROOKS & RONNIE DUNN,Rodeo Man,Big Machine,4,3669,3507,162,979,938,41,485,51,127,79,237,2.436,2.194,0.242,43,43,123,19,123,7.5,7.2,0.3,42,494,85,257,-,-,41,-,-,-,-,-,-,-,-,-,350
42,43,42,Yes,CHRIS YOUNG,Young Love & Saturday Nights,RCA Nashville,8,3282,3278,4,839,827,12,326,62,135,113,203,4.186,4.104,0.082,36,35,73,1,73,11.5,11.3,0.2,41,513,77,310,-,-,42,-,-,-,-,-,-,-,-,-,434
43,44,43,Yes,COREY KENT,Something's Gonna Kill Me,Combustion/RCA Nashville,12,3235,3093,142,870,866,4,431,35,86,75,243,2.536,1.933,0.603,42,45,82,3,82,10.4,10.3,0,44,439,94,196,-,-,43,-,-,-,-,-,-,-,-,-,413
44,45,44,Yes,BRYAN MARTIN,We Ride,Avg Joes/New Revolution,6,2986,2887,99,794,768,26,406,37,75,68,208,2.036,1.977,0.059,46,44,72,3,72,11,10.7,0.4,47,388,95,180,-,-,44,-,-,-,-,-,-,-,-,-,459
44,46,45,,JON PARDI & LUKE BRYAN,Cowboys And Plowboys,Capitol Nashville,7,2789,2873,-84,766,778,-12,347,56,91,75,197,2.561,2.76,-0.199,41,39,89,2,89,8.4,8.5,-0.1,46,419,90,222,-,-,45,-,-,-,-,-,-,-,-,-,489
46,47,46,Yes,BAILEY ZIMMERMAN,Where It Ends,Warner/WEA/Elektra,7,2756,2592,164,781,715,66,339,44,85,78,235,1.949,1.776,0.173,47,46,115,4,115,6.7,6.2,0.6,43,442,92,207,-,-,46,-,-,-,-,-,-,-,-,-,476
47,48,47,Yes,BRETT YOUNG,Dance With You,BMLG,4,2614,2505,109,800,765,35,457,25,47,41,230,1.156,1.169,-0.013,50,49,92,4,92,8.6,8.2,0.4,48,343,109,113,-,-,47,-,-,-,-,-,-,-,-,-,456
48,49,48,Yes,PARMALEE,Gonna Love You,Stoney Creek,2,2535,2428,107,804,777,27,377,48,114,92,173,1.709,1.654,0.055,49,48,71,6,71,11.3,10.9,0.4,45,427,86,254,-,-,48,-,-,-,-,-,-,-,-,-,455
49,53,49,Yes,CHRIS LANE,Find Another Bar,Red Street,1,1937,1689,248,572,504,68,359,14,39,41,119,0.94,0.799,0.141,52,53,71,8,71,8.1,7.1,1,53,213,114,94,-,-,49,-,-,-,-,-,-,-,-,-,693
39,69,50,Yes,JUSTIN MOORE,This Is My Dirt,Valory Music Co.,2,1860,676,1184,484,177,307,278,35,36,48,87,2.149,0.356,1.793,45,65,80,42,80,5.8,2.1,3.7,55,206,104,119,-,-,50,-,561,-,-,-,-,-,-,-,855
50,50,51,Yes,HANNAH ELLIS,Wine Country,Curb,1,1844,1822,22,678,634,44,404,34,41,43,156,0.796,0.786,0.01,54,54,81,4,81,8.4,7.8,0.5,51,274,105,118,-,-,51,-,-,-,-,-,-,-,-,-,561
51,51,52,Yes,TYLER CHILDERS,In Your Love,Hickman Holler/RCA,-,1843,1816,27,656,646,10,318,32,75,65,166,1.12,1.145,-0.025,51,50,65,2,65,9.6,9.5,0.1,49,338,97,172,-,-,52,-,-,7,-,80,-,-,-,-,251
53,54,53,Yes,HIXTAPE,Pickup Man f/Post Malone ...,Big Loud/Mercury/Republic,-,1815,1577,238,414,348,66,132,26,62,47,147,1.797,1.685,0.112,48,47,74,43,74,5.4,4.6,0.9,50,282,101,135,-,-,53,-,-,-,-,-,-,-,-,-,1011
52,52,54,Yes,JOE NICHOLS,Brokenhearted,Quartz Hill,-,1703,1709,-6,560,535,25,354,20,39,25,122,0.731,0.819,-0.088,56,51,65,2,65,8.4,8,0.4,54,206,115,84,-,-,54,-,-,-,-,-,-,-,-,-,716
52,55,55,Yes,TOBY KEITH,Don't Let The Old Man In,Show Dog/BMLGR,-,1530,1415,115,465,428,37,288,12,23,11,131,0.567,0.465,0.102,63,61,89,13,89,5.1,4.7,0.4,57,177,131,46,-,-,55,-,-,-,-,-,-,-,-,-,889
56,71,56,Yes,JASON ALDEAN,Let Your Boys Be Country,Macon Music/Broken Bow,-,1430,535,895,386,140,246,188,21,44,44,89,0.936,0.278,0.658,53,69,70,53,70,5.5,2,3.5,56,198,110,109,-,-,56,-,-,-,-,-,-,-,-,-,1077
56,56,57,,HAILEY WHITTERS,I'm In Love,Big Loud,-,1310,1391,-81,388,410,-22,218,15,29,28,98,0.749,0.8,-0.051,55,52,60,1,60,5.6,5.9,-0.3,58,170,117,72,-,-,57,-,-,-,-,-,-,-,-,-,1074
54,58,58,Yes,DREW BALDRIDGE,She's Somebody's Daughter,Lyric Ridge,-,1295,1256,39,476,457,19,262,23,46,47,98,0.64,0.559,0.081,59,56,54,1,54,8.7,8.3,0.3,52,214,106,116,-,-,58,-,-,-,-,-,-,-,-,-,867
57,57,59,,HUNTERGIRL,Ain't About You,Wheelhouse,-,1286,1358,-72,414,431,-17,284,11,13,17,89,0.456,0.466,-0.01,66,60,56,1,56,7.4,7.7,-0.3,62,130,137,41,-,-,59,-,-,-,-,-,-,-,-,-,1012
56,59,60,,LAUREN ALAINA,Thicc As Thieves,Big Loud,-,1166,1240,-74,352,362,-10,204,11,33,20,84,0.618,0.576,0.042,60,55,51,2,51,6.8,7,-0.2,59,148,120,64,-,-,60,-,-,-,-,-,-,-,-,-,1169
61,61,61,Yes,NEON UNION,This Side Of The Dirt,Red Street,-,1157,1036,121,339,315,24,208,8,17,18,88,0.461,0.334,0.127,65,66,43,3,43,7.7,7.2,0.5,61,131,133,43,-,-,61,-,-,-,-,-,-,-,-,-,1218
62,62,62,Yes,IAN MUNSICK,Long Live Cowgirls,Warner/WEA,-,1102,1026,76,301,286,15,156,17,18,23,87,0.651,0.535,0.116,58,57,36,2,36,8.4,7.9,0.4,60,145,124,58,-,-,62,-,-,-,-,-,-,-,-,-,1354
63,64,63,Yes,RUNAWAY JUNE,Make Me Wanna Smoke,Quartz Hill,-,1064,954,110,336,308,28,207,13,34,20,62,0.656,0.481,0.175,57,59,45,10,45,7.3,6.7,0.6,64,129,119,67,-,-,63,-,-,-,-,-,-,-,-,-,1230
60,60,64,Yes,RANDY HOUSER,Cancel,Magnolia Music,-,1050,1059,-9,347,341,6,218,7,29,19,74,0.451,0.44,0.011,67,62,45,4,45,7.5,7.4,0.1,63,129,128,55,-,-,64,-,-,-,-,-,-,-,-,-,1184
65,67,65,Yes,LADY A,Love You Back,BMLG,-,1007,702,305,203,147,56,107,6,20,15,55,0.607,0.505,0.102,61,58,23,3,23,8.5,6.1,2.3,68,96,138,41,-,-,65,-,-,-,-,-,-,-,-,-,1848
59,63,66,Yes,JOSH ROSS,Trouble,Mercury Nashville,-,945,957,-12,302,301,1,206,9,11,12,64,0.344,0.375,-0.031,68,63,50,4,50,5.8,5.8,0,67,96,142,32,-,-,66,-,-,-,-,-,-,-,-,-,1351
67,70,67,Yes,RYAN LARKINS,King Of Country Music,Red Street,-,894,601,293,235,122,113,128,15,18,23,51,0.597,0.369,0.228,62,64,46,30,46,5.1,2.7,2.5,65,107,127,56,-,-,67,-,-,-,-,-,-,-,-,-,1654
64,65,68,Yes,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,771,791,-20,294,290,4,192,15,10,12,65,0.24,0.214,0.026,73,74,33,0,33,8.6,8.5,0.1,66,102,140,37,-,-,68,-,-,-,-,-,-,-,-,-,1379
66,66,69,,ANNE WILSON,Rain In The Rearview,Sparrow/EMI Nashville,-,705,747,-42,240,259,-19,145,7,11,9,68,0.249,0.245,0.004,71,73,40,0,40,5.7,6.2,-0.5,70,95,150,27,-,-,69,-,-,-,-,-,-,-,-,-,1624
66,68,70,,MADDIE & TAE,Heart They Didn't Break,Mercury Nashville,-,669,694,-25,249,256,-7,153,8,17,10,61,0.218,0.181,0.037,74,80,36,0,36,6.7,6.9,-0.2,69,96,141,35,-,-,70,-,-,-,-,-,-,-,-,-,1576
71,75,71,Yes,CAROLINE JONES/ZAC BROWN BAND,Million Little Bandaids,True To The Song,-,466,378,88,157,130,27,91,7,11,9,39,0.073,0.059,0.014,106,109,24,2,24,6.5,5.4,1.1,71,66,151,27,-,-,71,-,-,-,-,-,-,-,-,-,2209
72,76,72,Yes,JAY ALLEN,No Present LIke The Time,ONErpm/16camino,-,366,349,17,114,101,13,79,5,5,8,17,0.04,0.06,-0.02,127,104,14,1,14,8.1,7.2,0.9,78,35,163,18,-,229,72,-,-,-,-,-,-,-,-,-,2745
68,73,73,,MICKEY GUYTON,Nothing Compares To..f/K.Brown,Capitol Nashville,-,345,403,-58,117,128,-11,73,4,12,10,18,0.165,0.178,-0.013,85,81,18,0,18,6.2,6.7,-0.6,77,44,152,26,-,-,73,-,-,-,-,-,-,-,-,-,2712
74,77,74,Yes,ANNIE BOSKO,Neon Baby,Stone Country,-,332,336,-4,120,115,5,76,4,7,9,24,0.049,0.115,-0.066,120,90,18,2,18,3.9,3.7,0.2,76,44,159,20,-,-,74,-,-,-,-,-,-,-,-,-,2651
48,72,75,,EASTON CORBIN,Marry That Girl,Stone Country,8,302,482,-180,84,133,-49,59,1,4,7,13,0.159,0.255,-0.096,86,71,18,1,18,3.5,5.5,-2,83,25,184,12,-,-,75,-,-,-,-,-,-,-,-,-,-
54,78,76,,THOMPSON SQUARE,Without You,Quartz Hill,-,255,314,-59,57,75,-18,26,3,7,6,15,0.282,0.28,0.002,70,68,8,0,8,5.7,7.5,-1.8,80,31,167,16,-,-,76,-,-,-,-,-,-,-,-,-,-
58,81,77,Yes,TIM DUGGER,Buy A Bar,Curb,-,218,218,0,48,50,-2,22,3,3,7,13,0.202,0.21,-0.008,77,77,7,2,7,6.9,7.1,-0.3,82,26,178,13,-,-,77,-,-,-,-,-,-,-,-,-,-
78,116,78,Yes,ASHLEY COOKE,your place,Big Loud,-,203,73,130,36,15,21,12,5,4,6,9,0.022,0.055,-0.033,165,113,4,3,4,3.3,1.4,1.9,84,24,171,15,-,-,78,-,-,-,-,-,-,-,-,-,-
79,112,79,Yes,WALKER HAYES,Fancy Like Christmas,RCA,-,197,74,123,55,23,32,3,15,9,25,3,0.301,0.1,0.201,69,94,24,14,24,1.9,0.8,1.1,73,52,130,49,50,-,79,-,761,-,-,-,-,-,-,-,-
37,80,80,,TIGIRLILY GOLD,Shoot Tequila,Monument,11,183,236,-53,33,47,-14,10,3,7,6,7,0.21,0.261,-0.051,76,70,5,1,5,2.8,3.9,-1.2,85,23,168,16,-,-,80,-,-,-,-,-,-,-,-,-,-
81,269,81,Yes,HANNAH ELLIS,Too Much And Not Enough,Curb,-,181,7,174,52,2,50,0,2,0,0,50,0.103,0.011,0.092,96,187,51,51,51,1,0,0.9,72,52,282,2,-,-,81,-,-,-,-,-,-,-,-,-,-
82,268,82,Yes,GRAY ROBINSON,Room,---,-,179,7,172,51,2,49,0,2,0,1,48,0.107,0.011,0.096,95,191,50,50,50,1,0,0.9,74,51,253,3,-,-,82,-,-,-,-,-,-,-,-,-,-
60,85,83,Yes,LEE BRICE,Save The Roses,Curb,-,178,168,10,18,17,1,18,0,0,0,0,0.025,0.024,0.001,152,142,1,0,1,18,17,1,575,0,545,0,-,-,83,-,-,-,-,-,-,-,-,-,-
84,218,84,Yes,EMMA WHITE,Grow Apart,W Label,-,171,11,160,49,3,46,0,2,0,0,47,0.095,0.022,0.073,98,153,49,48,49,1,0.1,0.9,75,49,283,2,-,-,84,-,-,-,-,-,-,-,-,-,-
85,808,85,Yes,CONNER SWEET,She's Gotta Know,Sweet Music,-,160,0,160,45,0,45,45,0,0,0,0,0.029,0,0.029,145,537,15,15,15,3,0,3,564,0,546,0,-,-,85,-,-,-,-,-,-,-,-,-,-
86,98,86,Yes,CRAIG CAMPBELL,Summer Soundtrack,Grindstone,-,160,110,50,45,31,14,45,0,0,0,0,0.029,0.02,0.009,143,156,15,0,15,3,2.1,0.9,563,0,547,0,-,-,86,-,-,-,-,-,-,-,-,-,-
80,-,87,Yes,LADY ANTEBELLUM,Need You Now (Live 2020),Capitol Nashville,-,147,0,147,45,0,45,45,0,0,0,0,0.028,0,0.028,147,456,45,45,45,1,0,1,559,0,548,0,-,-,87,-,-,-,-,-,-,-,-,-,-
81,104,88,Yes,MATT STELL,Breakin' In Boots,RECORDS Nashville,-,146,101,45,38,26,12,23,1,1,3,10,0.09,0.028,0.062,101,137,7,0,7,5.4,3.7,1.7,103,15,225,5,-,-,88,-,-,-,-,-,-,-,-,-,-
72,97,89,Yes,COLE SWINDELL,How Is She,Warner/WMN,-,145,110,35,29,22,7,8,4,6,5,6,0.184,0.135,0.049,79,86,1,0,1,29,22,7,87,21,172,15,-,-,89,-,-,-,-,-,-,-,-,-,-
69,91,90,Yes,TAYLOR SWIFT,Mean (Taylor's Version),Republic,-,143,134,9,29,27,2,9,5,6,4,5,0.171,0.213,-0.042,84,76,15,9,15,1.7,1.6,0.1,90,20,173,15,-,-,90,-,-,-,-,-,-,-,-,-,-
91,94,91,Yes,WAYLAND,Way Back When,---,-,138,114,24,38,37,1,38,0,0,0,0,0.024,0.032,-0.008,159,132,13,0,13,2.4,2.3,0.1,572,0,549,0,-,-,91,-,-,-,-,-,-,-,-,-,-
92,136,92,Yes,JON PARDI,All I Want For Christmas Is...,Capitol Nashville,-,134,46,88,27,11,16,6,8,6,5,2,0.171,0.068,0.103,83,100,9,5,9,2.7,1.1,1.6,88,21,161,19,-,-,92,-,-,-,-,-,-,-,-,-,-
10,86,93,,KEITH URBAN,Brown Eyes Baby,Capitol Nashville,48,133,165,-32,21,25,-4,4,4,7,5,1,0.156,0.193,-0.037,88,78,5,2,5,3,3.6,-0.6,96,17,169,16,-,-,93,-,-,-,-,-,-,-,-,-,-
94,109,94,Yes,BLANCO BROWN,"Take Me Home, Country Roads",Wheelhouse,-,116,80,36,34,24,10,0,12,17,0,5,0.179,0.137,0.042,80,85,34,33,34,0.6,0.4,0.2,79,34,149,29,-,-,94,-,-,-,-,-,-,-,-,-,-
95,500,95,Yes,DUSTIN LYNCH,Chevrolet f/Jelly Roll,Broken Bow,-,112,2,110,32,1,31,4,2,9,4,13,0.119,0.005,0.114,93,247,16,15,16,2,0.1,1.9,81,28,174,15,-,-,95,-,-,-,-,-,-,-,-,-,-
96,111,96,Yes,SCOTTY MCCREERY,Feel Like The Holidays,Triple Tigers,-,109,78,31,23,18,5,4,2,8,6,3,0.151,0.213,-0.062,89,75,12,6,12,1.1,0.9,0.3,92,19,170,16,-,-,96,-,-,-,-,-,-,-,-,-,-
78,807,97,Yes,ROMAN ALEXANDER,Downtime,Twelve6 Ent.,-,107,0,107,30,0,30,30,0,0,0,0,0.02,0,0.02,168,331,15,15,15,2,0,2,542,0,550,0,-,-,97,-,-,-,-,-,-,-,-,-,-
81,130,98,Yes,MATT ROGERS,Tea Was A Little Sweeter,Matt Rogers Country,-,107,50,57,30,14,16,30,0,0,0,0,0.02,0.009,0.011,173,209,15,1,15,2,0.9,1.1,540,0,551,0,-,-,98,-,566,-,-,-,-,-,-,-,-
79,129,99,Yes,IAN FLANIGAN,Under A Southern Sky,Reviver,-,107,50,57,30,14,16,30,0,0,0,0,0.02,0.009,0.011,170,205,15,1,15,2,0.9,1.1,534,0,552,0,-,-,99,-,-,-,-,-,-,-,-,-,-
82,100,100,Yes,TWINNIE,Bad Man,IKAW Records,-,107,107,0,30,30,0,30,0,0,0,0,0.02,0.02,0,174,161,15,0,15,2,2,0,545,0,553,0,-,-,100,-,-,-,-,-,-,-,-,-,-
80,88,101,,CALEB LEE HUTCHINSON,Silverado,Country Reborn,-,107,157,-50,30,44,-14,30,0,0,0,0,0.02,0.029,-0.009,172,134,15,0,15,2,2.9,-0.9,571,0,554,0,-,-,101,-,-,-,-,-,-,-,-,-,-
76,92,102,,OLD DOMINION,Ain't Got A Worry,Columbia Nashville,-,101,133,-32,13,17,-4,6,0,1,1,5,0.083,0.13,-0.047,103,88,1,0,1,13,17,-4,145,7,284,2,-,-,102,-,-,-,-,-,-,-,-,-,-
