PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
141,218,213,Yes,JEREMY MCCOMB,No Yesterday,Average Joes,-,13,13,0,6,6,0,2,1,0,1,2,0.007,0.013,-0.006,253,179,1,0,1,6,6,0,168,4,294,2,-,-,213,-,-,-,-,-,-,-,-,-,-
127,489,214,Yes,BRAD PAISLEY,The Star Spangled Banner,---,-,12,3,9,3,1,2,1,2,0,0,0,0.01,0.005,0.005,221,230,3,2,3,1,0.3,0.7,211,2,295,2,-,-,214,-,-,-,-,-,-,-,-,-,-
140,400,215,Yes,DEMI LOVATO,The Star-Spangled Banner,---,-,12,4,8,2,1,1,1,0,1,0,0,0.011,0.009,0.002,207,200,2,1,2,1,0.5,0.5,352,1,342,1,-,-,215,-,-,-,-,-,-,-,-,-,-
52,242,216,Yes,RYAN GRIFFIN,"Salt, Lime & Tequila",Red Street,-,12,8,4,3,2,1,1,0,1,1,0,0.016,0.007,0.009,174,213,1,0,1,3,2,1,225,2,296,2,-,-,216,-,-,-,-,-,-,-,-,-,-
139,249,217,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,12,8,4,2,1,1,0,0,0,0,2,0.008,0.005,0.003,237,232,2,1,2,1,0.5,0.5,199,2,572,0,-,-,217,-,-,-,-,-,-,-,-,-,-
40,121,218,,KASSI ASHTON,Drive You Out Of My Mind,MCA Nashville/Interscope,-,12,62,-50,5,26,-21,3,1,1,0,0,0.011,0.051,-0.04,198,110,2,1,2,0.7,3.7,-3,196,2,297,2,-,-,218,-,-,-,-,-,-,-,-,-,-
86,803,219,Yes,CARRIE UNDERWOOD,Stretchy Pants,Capitol Nashville,-,11,0,11,5,0,5,1,0,2,2,0,0.015,0,0.015,178,556,1,1,1,5,0,5,169,4,242,4,-,-,219,-,-,-,-,-,-,-,-,-,-
79,548,220,Yes,ZACH BRYAN,Sun To Me,Warner,-,11,2,9,5,1,4,3,0,1,0,1,0.005,0,0.005,283,339,1,0,1,5,1,4,224,2,343,1,-,-,220,-,-,-,-,-,-,-,-,-,-
121,292,221,Yes,TYLER CHILDERS,Whitehouse Road,HickmanHoll/Thirty Tigers,-,11,6,5,5,3,2,1,0,2,0,2,0.011,0.007,0.004,200,210,2,1,2,2.5,1.5,1,172,4,298,2,-,-,221,-,-,3763,-,-,-,-,-,-,-
222,295,222,Yes,JON PARDI,Merry Christmas From The Keys,Capitol Nashville,-,11,6,5,4,2,2,1,0,1,2,0,0.013,0.006,0.007,191,223,2,1,2,2,1,1,184,3,260,3,-,-,222,-,-,-,-,-,-,-,-,-,-
159,230,223,Yes,TANNER ADELL,Love You A Little Bit,Columbia,-,11,11,0,5,5,0,3,0,0,0,2,0.002,0.003,-0.001,455,260,1,0,1,5,5,0,212,2,573,0,-,-,223,-,-,-,-,-,-,-,-,-,-
163,229,224,Yes,TANNER ADELL,Luke Combs,Columbia,-,11,11,0,5,5,0,4,0,0,0,1,0.001,0.005,-0.004,482,225,1,0,1,5,5,0,421,1,574,0,-,-,224,-,-,-,-,-,-,-,-,-,-
83,-,225,Yes,LAINEY WILSON,Grease,Broken Bow,-,11,0,11,4,0,4,0,0,2,1,1,0.02,0,0.02,159,573,4,4,4,1,0,1,175,4,261,3,-,-,225,-,-,-,-,-,-,-,-,-,-
200,-,226,Yes,DARIUS RUCKER,Have A Good Time,Capitol Nashville,-,11,0,11,4,0,4,0,1,2,0,1,0.017,0,0.017,172,506,4,4,4,1,0,1,173,4,262,3,-,-,226,-,-,-,-,-,-,-,-,-,-
71,225,227,Yes,MORGAN WALLEN,'98 Braves,Big Loud/Mercury/Republic,-,11,11,0,3,3,0,1,1,0,0,1,0.008,0.025,-0.017,238,139,2,0,2,1.5,1.5,0,204,2,344,1,-,-,227,-,-,-,-,-,-,-,-,-,-
32,215,228,Yes,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,-,11,13,-2,4,4,0,0,1,1,1,1,0.012,0.02,-0.008,193,150,4,2,4,0.8,0.8,0,165,4,263,3,-,-,228,-,-,-,-,-,-,-,-,-,-
130,205,229,,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,11,15,-4,5,7,-2,1,0,1,1,2,0.011,0.016,-0.005,201,167,1,0,1,5,7,-2,166,4,299,2,-,-,229,-,-,-,-,-,-,-,-,-,-
77,786,230,Yes,TIM DUGGER,You're Gonna Love Me,MCC/Curb,-,10,0,10,2,0,2,0,0,1,0,1,0.013,0,0.013,188,375,1,1,1,2,0,2,209,2,345,1,-,-,230,-,-,-,-,-,-,-,-,-,-
58,787,231,Yes,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,10,0,10,2,0,2,0,0,0,0,2,0.006,0,0.006,273,452,1,1,1,2,0,2,230,2,575,0,-,-,231,-,-,-,-,-,-,-,-,-,-
232,512,232,Yes,COLE SWINDELL,3 Feet Tall,Warner/WMN,-,10,2,8,3,1,2,0,1,0,2,0,0.017,0.005,0.012,173,236,3,3,3,0.8,0.3,0.5,176,3,264,3,-,-,232,-,-,-,-,-,-,-,-,-,-
59,310,233,Yes,TYLER FARR,Soundtrack To A Small Town...,Night Train/Broken Bow,-,10,5,5,2,1,1,1,0,1,0,0,0.011,0.003,0.008,205,261,1,0,1,2,1,1,528,1,346,1,-,-,233,-,-,-,-,-,-,-,-,-,-
111,268,234,Yes,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,10,7,3,2,3,-1,1,0,1,0,0,0.012,0.011,0.001,196,188,2,2,2,0.4,0.6,-0.2,464,1,347,1,-,-,234,-,-,-,-,-,-,-,-,-,-
65,243,235,Yes,CATIE OFFERMAN,I Just Killed A Man,MCA Nashville,-,10,8,2,2,2,0,2,0,0,0,0,0.003,0.002,0.001,430,278,1,0,1,1,1,0,552,0,576,0,-,-,235,-,-,-,-,-,-,-,-,-,-
177,-,236,Yes,BLAKE SHELTON,Boys 'Round Here (Live 2017),Warner Bros./WMN,-,10,0,10,1,0,1,0,0,0,1,0,0.023,0,0.023,144,512,1,1,1,1,0,1,358,1,348,1,-,-,236,-,-,-,-,-,-,-,-,-,-
69,231,237,Yes,DIPLO & MORGAN WALLEN,Heartless (f/Julia Michaels),Columbia,-,10,11,-1,4,4,0,1,0,1,2,0,0.014,0.018,-0.004,182,158,2,1,2,1.3,1.3,0,183,3,265,3,-,-,237,-,1120,-,-,-,-,-,-,-,-
48,220,238,Yes,NEON UNION,Bout Damn Time,Red Street,-,10,12,-2,5,5,0,1,0,3,0,1,0.013,0.018,-0.005,190,160,2,1,2,1.7,1.7,0,163,4,266,3,-,-,238,-,-,-,-,-,-,-,-,-,-
49,203,239,,KAMERON MARLOWE,Giving You Up,Columbia Nashville,-,10,15,-5,2,3,-1,0,0,1,0,1,0.013,0.011,0.002,189,187,1,0,1,2,3,-1,235,2,349,1,-,-,239,-,-,-,-,-,-,-,-,-,-
149,189,240,,PRISCILLA BLOCK,Hey Jack,Mercury Nashville,-,10,19,-9,3,6,-3,3,0,0,0,0,0.001,0.012,-0.011,487,181,1,0,1,3,6,-3,537,0,577,0,-,-,240,-,-,-,-,-,-,-,-,-,-
96,151,241,,DYLAN MARLOWE,Record High,Columbia Nashville,-,10,36,-26,3,11,-8,3,0,0,0,0,0.002,0.008,-0.006,473,205,1,0,1,3,11,-8,548,0,578,0,-,-,241,-,-,-,-,-,-,-,-,-,-
138,264,242,Yes,RANDALL KING,"Mirror, Mirror",---,-,9,7,2,2,1,1,1,1,0,0,0,0.004,0.017,-0.013,357,162,2,1,2,1,0.5,0.5,330,1,350,1,-,-,242,-,-,-,-,-,-,-,-,-,-
220,-,243,Yes,SAM KOON,He Ain't There,---,-,9,0,9,2,0,2,0,0,0,0,2,0.007,0,0.007,249,448,2,2,2,1,0,1,222,2,579,0,-,-,243,-,-,-,-,-,-,-,-,-,-
124,-,244,Yes,LOCASH,The Star Spangled Banner,---,-,9,0,9,1,0,1,0,0,1,0,0,0.022,0,0.022,149,457,1,1,1,1,0,1,409,1,351,1,-,-,244,-,-,-,-,-,-,-,-,-,-
146,228,245,,JILLIAN RISCOE,Decoration,---,-,9,11,-2,4,5,-1,3,0,1,0,0,0.005,0.001,0.004,310,293,1,0,1,4,5,-1,375,1,352,1,-,-,245,-,-,-,-,-,-,-,-,-,-
137,748,246,Yes,RODNEY ATKINS,I'll Be Home For Christmas,Curb,-,8,0,8,2,0,2,1,0,1,0,0,0.009,0,0.009,226,305,1,1,1,2,0,2,377,1,353,1,-,-,246,-,-,-,-,-,-,-,-,-,-
101,793,247,Yes,JOSH ABBOTT BAND,Settle Me Down,Pretty Damn Tough,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,297,434,1,1,1,1,0,1,527,1,580,0,-,-,247,-,-,-,-,-,-,-,-,-,-
134,287,248,Yes,49 WINCHESTER,Russell County Line,New West,-,8,6,2,4,3,1,2,0,0,0,2,0.002,0.001,0.001,454,281,1,0,1,4,3,1,197,2,581,0,-,-,248,-,-,-,-,-,-,-,-,-,-
164,-,249,Yes,CODY JOHNSON,By Your Grace,CoJo/Warner/WMN,-,8,0,8,2,0,2,0,1,0,1,0,0.014,0,0.014,186,426,1,1,1,2,0,2,218,2,300,2,-,-,249,-,-,-,-,-,-,-,-,-,-
111,237,250,Yes,JOE PETERS,I've Seen Me Do It,JP Music,-,8,8,0,2,2,0,0,1,0,1,0,0.013,0.008,0.005,192,206,1,0,1,2,2,0,219,2,301,2,-,-,250,-,-,-,-,-,-,-,-,-,-
126,-,251,Yes,WADE BOWEN,Everything Has Your Memory,Bowen Sound/Thirty Tigers,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,282,326,1,1,1,1,0,1,446,1,582,0,-,-,251,-,-,-,-,-,-,-,-,-,-
189,-,252,Yes,CASEY DONAHEW,Queen For A Night,Almost Country,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,289,370,1,1,1,1,0,1,431,1,583,0,-,-,252,-,-,-,-,-,-,-,-,-,-
196,-,253,Yes,CASEY DONAHEW,Telling On My Heart,Almost Country,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,290,371,1,1,1,1,0,1,343,1,584,0,-,-,253,-,-,-,-,-,-,-,-,-,-
146,-,254,Yes,MICKY & THE MOTORCARS,Tonight We Ride,---,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,302,471,1,1,1,1,0,1,453,1,585,0,-,-,254,-,-,-,-,-,-,-,-,-,-
196,-,255,Yes,ADAM HOOD,Way Too Long,---,-,8,0,8,1,0,1,0,0,0,0,1,0.005,0,0.005,296,411,1,1,1,1,0,1,347,1,586,0,-,-,255,-,-,-,-,-,-,-,-,-,-
165,250,256,Yes,CURTIS GRIMES,Miles Don't Matter,Lonely River,-,8,8,0,1,1,0,0,0,0,0,1,0.005,0.005,0,294,227,1,0,1,1,1,0,414,1,587,0,-,-,256,-,-,-,-,-,-,-,-,-,-
135,247,257,Yes,MIKE RYAN,Can Down,Rock & Soul,-,8,8,0,1,1,0,0,0,0,0,1,0.005,0.005,0,312,233,1,0,1,1,1,0,283,1,588,0,-,-,257,-,-,-,-,-,-,-,-,-,-
197,246,258,Yes,MICKY & THE MOTORCARS,Stranger Tonight,Micky&Motor/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0.005,0.005,0,301,229,1,0,1,1,1,0,384,1,589,0,-,-,258,-,-,-,-,-,-,-,-,-,-
164,251,259,Yes,FLATLAND CAVALRY,A Cowboy Knows How,---,-,8,8,0,1,1,0,0,0,0,0,1,0.005,0.005,0,291,226,1,0,1,1,1,0,458,1,590,0,-,-,259,-,-,-,-,-,-,-,-,-,-
159,254,260,Yes,MIKE RYAN,Dear Country Music,Rock & Soul,-,8,8,0,1,1,0,0,0,0,0,1,0.005,0.005,0,313,234,1,0,1,1,1,0,410,1,591,0,-,-,260,-,-,-,-,-,-,-,-,-,-
176,195,261,,BRYAN MARTIN,Memory To Drown,Dirtified/Average Joes,-,8,17,-9,4,8,-4,2,1,1,0,0,0.009,0.012,-0.003,229,183,1,0,1,4,8,-4,226,2,302,2,-,-,261,-,-,-,-,-,-,-,-,-,-
86,194,262,,MICKEY GUYTON,Star Spangled Banner,---,-,8,17,-9,2,4,-2,0,1,1,0,0,0.015,0.024,-0.009,177,140,2,1,2,0.4,0.8,-0.4,234,2,303,2,-,-,262,-,-,-,-,-,-,-,-,-,-
88,192,263,,WALKER MONTGOMERY,Out Of Nowhere,PIA Entertainment,-,8,18,-10,3,7,-4,0,1,0,2,0,0.012,0.023,-0.011,195,144,1,0,1,3,7,-4,185,3,267,3,-,-,263,-,-,-,-,-,-,-,-,-,-
264,681,264,Yes,BRIAN FREE & ASSURANCE,Meet Me At The Cross,Daywind,-,7,0,7,2,0,2,0,1,1,0,0,0.014,0,0.014,180,330,2,2,2,1,0,1,198,2,304,2,-,-,264,-,-,-,-,-,-,-,-,-,-
111,794,265,Yes,RANDALL KING,You In A Honky Tonk,Warner/WAR,-,7,0,7,1,0,1,0,0,0,1,0,0.017,0,0.017,170,443,1,1,1,1,0,1,415,1,354,1,-,-,265,-,-,-,-,-,-,-,-,-,-
141,775,266,Yes,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,7,0,7,1,0,1,0,0,0,1,0,0.017,0,0.017,168,438,1,1,1,1,0,1,401,1,355,1,-,-,266,-,-,-,-,-,-,-,-,-,-
223,732,267,Yes,WILLIAM BECKMANN,Damn This Heart Of Mine,---,-,7,0,7,1,0,1,0,0,0,1,0,0.017,0,0.017,166,314,1,1,1,1,0,1,261,1,356,1,-,-,267,-,-,-,-,-,-,-,-,-,-
158,792,268,Yes,HUSER BROTHER BAND,Messed Around,HBBMusic,-,7,0,7,1,0,1,0,0,0,1,0,0.017,0,0.017,167,418,1,1,1,1,0,1,502,1,357,1,-,-,268,-,-,-,-,-,-,-,-,-,-
138,773,269,Yes,DIERKS BENTLEY,Star Spangled Banner,Capitol,-,7,0,7,1,0,1,0,0,1,0,0,0.015,0,0.015,175,316,1,1,1,1,0,1,493,1,358,1,-,-,269,-,-,-,-,-,-,-,-,-,-
146,776,270,Yes,CODY JINKS,Hippies & Cowboys ('17),Late August,-,7,0,7,1,0,1,1,0,0,0,0,0.001,0,0.001,505,425,1,1,1,1,0,1,578,0,592,0,-,-,270,-,-,-,-,-,-,-,-,-,-
181,777,271,Yes,TURNPIKE TROUBADOURS,A Tornado Warning,BossierCity/Thirty Tigers,-,7,0,7,1,0,1,1,0,0,0,0,0.001,0,0.001,522,551,1,1,1,1,0,1,555,0,593,0,-,-,271,-,-,-,-,-,-,-,-,-,-
109,546,272,Yes,MORGAN WALLEN,Cover Me Up,Big Loud/Republic,-,7,2,5,2,1,1,0,1,0,0,1,0.008,0,0.008,239,562,2,2,2,0.7,0.3,0.3,207,2,359,1,-,-,272,-,-,-,-,-,-,-,-,-,-
261,470,273,Yes,JEFF & SHERI EASTER,Here Comes Jesus f/ Mo Pitney,She Loved Music,-,7,3,4,2,1,1,0,2,0,0,0,0.011,0.004,0.007,202,241,2,1,2,1,0.5,0.5,216,2,305,2,-,-,273,-,-,-,-,-,-,-,-,-,-
70,312,274,Yes,KELLIE PICKLER,The Man With The Bag,Black River Entertainment,-,7,5,2,3,1,2,1,0,1,0,1,0.006,0.009,-0.003,277,202,1,1,1,1.5,0.5,1,236,2,360,1,119,-,274,-,-,-,-,-,-,-,-,-,-
124,-,275,Yes,ERIC CHURCH,Hangin' Around,EMI Nashville,-,7,0,7,3,0,3,0,0,0,0,3,0.004,0,0.004,335,350,3,3,3,1,0,1,177,3,594,0,-,-,275,-,-,-,-,-,-,-,-,-,-
276,-,276,Yes,KASSI ASHTON,Genie In A Bottle,MCA Nashville,-,7,0,7,2,0,2,0,2,0,0,0,0.011,0,0.011,199,304,2,2,2,1,0,1,202,2,306,2,-,-,276,-,-,-,-,-,-,-,-,-,-
277,-,277,Yes,LAUREN WATKINS,Jealous Of Jane,Big Loud,-,7,0,7,2,0,2,0,2,0,0,0,0.011,0,0.011,208,565,2,2,2,1,0,1,237,2,307,2,-,-,277,-,-,-,-,-,-,-,-,-,-
278,-,278,Yes,RILEY GREEN,Mississippi Or Me,BMLG,-,7,0,7,1,0,1,0,1,0,0,0,0.012,0,0.012,194,395,1,1,1,1,0,1,428,1,361,1,-,-,278,-,-,-,-,-,-,-,-,-,-
279,-,279,Yes,WARREN ZEIDERS,Weeping Willow,Warner/WEA,-,7,0,7,1,0,1,1,0,0,0,0,0.005,0,0.005,327,579,1,1,1,1,0,1,534,0,595,0,-,-,279,-,-,-,-,-,-,-,-,-,-
256,-,280,Yes,BILLY CRAIG,Military Road,Rock Island,-,7,0,7,1,0,1,0,0,0,0,1,0.005,0,0.005,284,359,1,1,1,1,0,1,364,1,596,0,-,-,280,-,-,-,-,-,-,-,-,-,-
105,281,281,Yes,PARKER MCCOLLUM,Young Man's Blues,MCA Nashville,-,7,7,0,1,1,0,0,0,1,0,0,0.017,0.017,0,171,163,1,0,1,1,1,0,485,1,362,1,-,-,281,-,-,-,-,-,-,-,-,-,-
273,273,282,Yes,UNCLE KRACKER,Frosty The Snowman,Sturgeon General,-,7,7,0,1,1,0,0,1,0,0,0,0.009,0.009,0,232,203,1,0,1,1,1,0,405,1,363,1,-,-,282,-,-,-,-,-,-,-,-,-,-
89,277,283,Yes,AARON WATSON,Seven Year Ache f/J. Paulette,Adub,-,7,7,0,1,1,0,0,0,0,0,1,0.005,0.001,0.004,325,298,1,0,1,1,1,0,419,1,597,0,-,-,283,-,-,-,-,-,-,-,-,-,-
116,265,284,Yes,RANDALL KING,When My Baby's In Boots,Warner/WAR,-,7,7,0,1,1,0,0,0,0,0,1,0.005,0.001,0.004,298,290,1,0,1,1,1,0,389,1,598,0,-,-,284,-,-,-,-,-,-,-,-,-,-
129,276,285,Yes,RANDALL KING,Tuggin' On My Heartstrings,---,-,7,7,0,1,1,0,1,0,0,0,0,0.001,0.001,0,508,289,1,0,1,1,1,0,547,0,599,0,-,-,285,-,-,-,-,-,-,-,-,-,-
140,279,286,Yes,JOSH WARD,Ain't It Baby,---,-,7,7,0,1,1,0,1,0,0,0,0,0.001,0.001,0,523,297,1,0,1,1,1,0,565,0,600,0,-,-,286,-,-,-,-,-,-,-,-,-,-
126,274,287,Yes,DREW PARKER,My Baby Does,Warner Music Nashville,-,7,7,0,1,1,0,1,0,0,0,0,0.001,0.017,-0.016,516,165,1,0,1,1,1,0,562,0,601,0,-,-,287,-,-,-,-,-,-,-,-,-,-
137,214,288,,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,7,14,-7,2,4,-2,1,0,0,1,0,0.007,0.029,-0.022,252,130,1,0,1,2,4,-2,282,1,364,1,-,-,288,-,703,-,-,-,-,-,-,-,-
187,187,289,,JON PARDI,Please Come Home For Christmas,Capitol Nashville,-,7,19,-12,2,4,-2,1,0,1,0,0,0.009,0.188,-0.179,231,77,2,1,2,0.4,0.8,-0.4,381,1,365,1,-,-,289,-,-,-,-,-,-,-,-,-,-
157,157,290,,GREYLAN JAMES,Young Man,BMLG,-,7,34,-27,1,5,-4,1,0,0,0,0,0.001,0.036,-0.035,504,119,1,0,1,1,5,-4,549,0,602,0,-,-,290,-,-,-,-,-,-,-,-,-,-
121,544,291,Yes,MORGAN WALLEN,Outlaw f/Ben Burgess,Big Loud/Republic,-,6,2,4,3,1,2,1,1,1,0,0,0.007,0.001,0.006,259,296,1,0,1,3,1,2,206,2,308,2,-,-,291,-,-,-,-,-,-,-,-,-,-
186,411,292,Yes,KAREN PECK & NEW RIVER,The Keepers,Daywind,-,6,3,3,2,1,1,0,2,0,0,0,0.008,0.004,0.004,234,247,2,1,2,1,0.5,0.5,233,2,309,2,-,-,292,-,-,-,-,-,-,-,-,-,-
60,291,293,Yes,ASHLEY MCBRYDE,Martha Divine,Warner/WMN,-,6,6,0,4,4,0,1,1,1,1,0,0.006,0.006,0,276,221,1,0,1,4,4,0,179,3,268,3,-,-,293,-,-,-,-,-,-,-,-,-,-
207,-,294,Yes,WITCH PROPHET,Loop,88 Days Of Fortune,-,6,0,6,2,0,2,0,0,2,0,0,0.011,0,0.011,209,575,1,1,1,2,0,2,213,2,310,2,-,-,294,-,-,-,-,-,-,-,-,-,-
72,-,295,Yes,MO PITNEY,Ain't Bad For A Good Ol' Boy,Curb,-,6,0,6,2,0,2,0,1,0,0,1,0.004,0,0.004,370,494,2,2,2,1,0,1,215,2,366,1,-,-,295,-,-,-,-,-,-,-,-,-,-
75,188,296,,LUKE COMBS,Still,River House/Columbia Nash,-,6,19,-13,3,9,-6,1,0,0,1,1,0.004,0.019,-0.015,337,156,1,0,1,3,9,-6,229,2,367,1,-,-,296,-,-,-,-,-,-,-,-,-,-
159,778,297,Yes,ZACH BRYAN,Oklahoman Son,Warner,-,5,0,5,2,0,2,0,0,0,0,2,0.002,0,0.002,460,338,1,1,1,2,0,2,210,2,603,0,-,-,297,-,-,-,-,-,-,-,-,-,-
206,762,298,Yes,REBA MCENTIRE,I'll Fly Away,Valory/NASH Icon,-,5,0,5,1,0,1,0,0,1,0,0,0.01,0,0.01,218,468,1,1,1,1,0,1,423,1,368,1,-,-,298,-,-,-,-,-,-,-,-,-,-
299,690,299,Yes,DOWN EAST BOYS,Love Worth Dying For,Sonlite,-,5,0,5,1,0,1,0,0,1,0,0,0.01,0,0.01,213,373,1,1,1,1,0,1,435,1,369,1,-,-,299,-,-,-,-,-,-,-,-,-,-
162,770,300,Yes,JON LANGSTON,Heart On Ice,EMI Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,418,451,1,1,1,1,0,1,467,1,604,0,-,-,300,-,-,-,-,-,-,-,-,-,-
285,757,301,Yes,CHASE BAKER,Kawntry Sawng,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,387,308,1,1,1,1,0,1,361,1,605,0,-,-,301,-,-,-,-,-,-,-,-,-,-
279,763,302,Yes,LOGAN CROSBY,Breakin' In This Broken Heart,50 Egg records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,402,362,1,1,1,1,0,1,517,1,606,0,-,-,302,-,-,-,-,-,-,-,-,-,-
230,475,303,Yes,LEFEVRE QUARTET,Nobody Like Jesus,Daywind,-,5,3,2,1,1,0,0,1,0,0,0,0.007,0.004,0.003,250,250,1,1,1,0.5,0.5,0,512,1,370,1,-,-,303,-,-,-,-,-,-,-,-,-,-
109,437,304,Yes,JOSH TURNER,I Saw The Light,MCA Nashville,-,5,3,2,1,1,0,0,1,0,0,0,0.007,0.004,0.003,257,258,1,1,1,0.5,0.5,0,420,1,371,1,-,-,304,-,-,-,-,-,-,-,-,-,-
119,332,305,Yes,DEE JAY SILVER,Safe Zone f/Cort Carpenter,---,-,5,5,0,2,2,0,1,0,0,0,1,0.001,0.001,0,519,294,2,0,2,1,1,0,247,1,607,0,-,-,305,-,-,-,-,-,-,-,-,-,-
177,-,306,Yes,CASTING CROWNS,Scars In Heaven,Beach Street/Reunion/PLG,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,242,348,1,1,1,1,0,1,341,1,372,1,-,-,306,-,-,-,-,-,-,-,-,-,-
254,-,307,Yes,JASON CRABB,Do It For You,Red Street,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,244,356,1,1,1,1,0,1,353,1,373,1,-,-,307,-,-,-,-,-,-,-,-,-,-
202,-,308,Yes,WES HAMPTON,Gettin' Ready To Breathe,---,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,246,403,1,1,1,1,0,1,513,1,374,1,-,-,308,-,-,-,-,-,-,-,-,-,-
242,-,309,Yes,LEGACY FIVE,I've Seen What He Can Do,StowTown,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,251,455,1,1,1,1,0,1,480,1,375,1,-,-,309,-,-,-,-,-,-,-,-,-,-
210,-,310,Yes,JEFF & SHERI EASTER,One Name f/ The Sound,She Loved Music,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,245,376,1,1,1,1,0,1,363,1,376,1,-,-,310,-,-,-,-,-,-,-,-,-,-
311,-,311,Yes,AUTHENTIC UNLIMITED,Silent Night,Billy Blue Records,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,240,307,1,1,1,1,0,1,271,1,377,1,-,-,311,-,-,-,-,-,-,-,-,-,-
262,-,312,Yes,CASTING CROWNS,Nobody f/Matthew West,Beach Street/Reunion/PLG,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,241,347,1,1,1,1,0,1,518,1,378,1,-,-,312,-,-,-,-,-,-,-,-,-,-
82,-,313,Yes,OLD DOMINION,Hotel Key (iHeart Live 2021),RCA Nashville,-,5,0,5,1,0,1,0,1,0,0,0,0.007,0,0.007,254,487,1,1,1,1,0,1,443,1,379,1,-,-,313,-,-,-,-,-,-,-,-,-,-
115,-,314,Yes,NIKO MOON,HEAVEN HAS A BAR f/Zac Brown,RCA Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,425,476,1,1,1,1,0,1,439,1,608,0,-,-,314,-,-,-,-,-,-,-,-,-,-
292,-,315,Yes,WESLEY PACE,Would We,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,431,488,1,1,1,1,0,1,254,1,609,0,-,-,315,-,-,-,-,-,-,-,-,-,-
287,-,316,Yes,CLAYTON HACKLE,Georgia Calls Me Home,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,412,400,1,1,1,1,0,1,248,1,610,0,-,-,316,-,-,-,-,-,-,-,-,-,-
290,-,317,Yes,JACOB BRYANT,That'll Be the Day,American Roots,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,396,341,1,1,1,1,0,1,274,1,611,0,-,-,317,-,-,-,-,-,-,-,-,-,-
259,-,318,Yes,CODY MATTHEWS,Who Would've Known,C.M. Music Entertainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,424,466,1,1,1,1,0,1,270,1,612,0,-,-,318,-,-,-,-,-,-,-,-,-,-
291,-,319,Yes,ASHLEY BROOKS,It Ain't You,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,392,331,1,1,1,1,0,1,477,1,613,0,-,-,319,-,-,-,-,-,-,-,-,-,-
77,-,320,Yes,JASON ALDEAN,Talk About Georgia,Macon Music/Broken Bow,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,386,301,1,1,1,1,0,1,503,1,614,0,-,-,320,-,-,-,-,-,-,-,-,-,-
260,-,321,Yes,LEAH BELLE FASER,If He Was A Truck,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,406,383,1,1,1,1,0,1,383,1,615,0,-,-,321,-,-,-,-,-,-,-,-,-,-
248,-,322,Yes,JACOB BRYANT,Bring You Back,American Roots,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,395,340,1,1,1,1,0,1,355,1,616,0,-,-,322,-,-,-,-,-,-,-,-,-,-
80,-,323,Yes,DREW PARKER,All The Beers,Make Wake Artists,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,432,489,1,1,1,1,0,1,507,1,617,0,-,-,323,-,-,-,-,-,-,-,-,-,-
177,-,324,Yes,LEAH BELLE FASER,Better Than Mine,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,405,382,1,1,1,1,0,1,342,1,618,0,-,-,324,-,-,-,-,-,-,-,-,-,-
