PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
,LW,TW,,,,,,TW,LW,+/-,TW,LW,+/-,OVN,AMD,MID,PMD,EVE,TW,LW,+/-,rTW,rLW,On,New,On,TW,LW,+/-,Rank,TW,Rank,TW,AC,Hot AC,Country,Gospel,Top 40,Triple A,Active Rock,Alternative,Urban,R&B,Rhythmic,Dance,Big Picture
62,-,135,Yes,JORDAN HARVEY,Along For The Ride,Broken Bow,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,155,387,7,7,7,1,0,1,122,7,509,0,-,-,135,-,-,-,-,-,-,-,-,-,-
53,-,136,Yes,LINDSAY ELL,wAnt me back,Stoney Creek,-,35,0,35,7,0,7,1,0,0,0,6,0.017,0,0.017,159,353,7,7,7,1,0,1,130,6,510,0,-,-,136,-,-,-,-,-,-,-,-,-,-
98,138,137,Yes,EMILY BROOKE,Hungover You,---,-,35,35,0,7,7,0,0,0,0,0,7,0.018,0.018,0,153,137,7,0,7,1,1,0,120,7,511,0,-,-,137,-,-,-,-,-,-,-,-,-,-
76,125,138,,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,35,42,-7,5,6,-1,2,1,0,1,1,0,0,0,507,308,1,0,1,5,6,-1,184,3,238,2,-,-,138,-,-,-,-,-,-,-,-,-,-
85,144,139,Yes,LAINEY WILSON,Sayin' What I'm Thinkin',Broken Bow,-,32,32,0,15,15,0,7,0,1,3,4,0.018,0.027,-0.009,158,121,1,0,1,15,15,0,114,8,205,4,-,-,139,-,-,-,-,-,-,-,-,-,-
48,142,140,Yes,EASTON CORBIN,Marry That Girl,Stone Country,8,32,33,-1,6,6,0,4,1,0,0,1,0.014,0.007,0.007,172,188,4,1,4,1.2,1.2,0,197,2,289,1,-,-,140,-,-,-,-,-,-,-,-,-,-
141,147,141,Yes,FRANK VIEIRA,Holy Smoke,---,-,31,28,3,11,10,1,8,0,0,0,3,0.01,0.008,0.002,204,187,1,0,1,11,10,1,181,3,512,0,-,-,141,-,-,-,-,-,-,-,-,-,-
142,-,142,Yes,LAINEY WILSON,Country's Cool Again,Broken Bow,-,31,0,31,16,0,16,0,6,4,6,0,0.038,0,0.038,118,560,7,7,7,2.3,0,2.3,95,16,160,16,-,-,142,-,-,-,-,350,-,-,-,-,-
143,145,143,Yes,MIDLAND,Up In Texas,Big Machine,-,29,29,0,5,5,0,1,0,1,1,2,0.035,0.037,-0.002,121,109,2,0,2,2.5,2.5,0,141,4,239,2,-,-,143,-,-,-,-,-,-,-,-,-,-
80,143,144,,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,29,32,-3,10,11,-1,1,1,0,2,6,0.024,0.013,0.011,136,169,3,1,3,3.3,3.7,-0.3,110,9,218,3,-,-,144,-,-,-,-,-,-,-,-,-,-
136,148,145,Yes,DAVID J,After We Broke Up,Sony Music Nashville,-,28,28,0,8,8,0,8,0,0,0,0,0.002,0.002,0,472,258,1,0,1,8,8,0,563,0,513,0,-,52,145,-,-,-,-,-,-,-,-,-,-
78,191,146,Yes,ASHLEY MCBRYDE,The Devil I Know,Warner Nashville/WMN,-,25,13,12,9,3,6,4,1,0,2,2,0.013,0.002,0.011,180,263,3,1,3,3,1,2,135,5,219,3,-,-,146,-,-,-,-,-,-,-,-,-,-
143,152,147,Yes,ZACH BRYAN,Holy Roller f/Sierra Ferrell,Warner,-,25,25,0,12,12,0,5,0,3,1,3,0.02,0.016,0.004,142,144,1,0,1,12,12,0,127,7,206,4,-,-,147,-,-,-,-,-,-,-,-,-,-
37,164,148,Yes,TIGIRLILY GOLD,Shoot Tequila,Monument,11,24,19,5,4,7,-3,0,0,1,3,0,0.005,0.005,0,351,225,2,0,2,1.3,2.3,-1,155,4,207,4,-,-,148,-,-,-,-,-,-,-,-,-,-
45,153,149,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,24,24,0,3,3,0,1,0,0,1,1,0.183,0.311,-0.128,80,66,1,0,1,3,3,0,204,2,290,1,-,-,149,-,-,-,-,-,-,-,-,-,-
30,130,150,,MICHAEL RAY,Holy Water,Warner/WEA,29,24,38,-14,4,7,-3,0,0,2,1,1,0.037,0.047,-0.01,119,102,1,0,1,2,3.5,-1.5,145,4,220,3,-,-,150,-,-,-,-,-,-,-,-,-,-
112,215,151,Yes,RANDALL KING,Record High,Warner/WMN,-,23,10,13,3,2,1,1,0,0,0,2,0.001,0.002,-0.001,494,261,2,1,2,1,0.7,0.3,211,2,514,0,-,-,151,-,-,-,-,-,-,-,-,-,-
71,170,152,Yes,MORGAN WALLEN,'98 Braves,Big Loud/Mercury/Republic,-,23,16,7,5,4,1,0,2,1,2,0,0.042,0.034,0.008,114,114,3,1,3,1.7,1.3,0.3,139,5,198,5,-,-,152,-,-,-,-,-,-,-,-,-,-
25,131,153,,DILLON CARMICHAEL,Son Of A,Riser House,49,23,36,-13,6,8,-2,2,2,0,2,0,0.029,0.035,-0.006,130,111,3,1,3,2,2.7,-0.7,153,4,208,4,-,-,153,-,-,-,-,-,-,-,-,-,-
30,264,154,Yes,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,39,22,7,15,4,1,3,0,0,1,3,0,0,0,0,531,412,2,1,2,2,0.5,1.5,146,4,209,4,-,-,154,-,-,-,-,-,-,-,-,-,-
49,175,155,Yes,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,22,16,6,6,5,1,3,0,0,1,2,0.057,0.064,-0.007,107,90,5,2,5,0.9,0.7,0.1,159,3,291,1,-,-,155,-,-,-,-,-,-,-,-,-,-
156,-,156,Yes,JELLY ROLL,Hungover In A Church Pew,Stoney Creek/BMG,-,22,0,22,4,0,4,1,0,1,0,2,0.022,0,0.022,138,403,1,1,1,4,0,4,160,3,292,1,-,-,156,-,-,-,-,-,-,-,-,-,-
92,155,157,,TAYLOR SWIFT,Back To Dec.(Taylor's Version),Republic,-,22,23,-1,8,9,-1,0,2,1,2,3,0.031,0.038,-0.007,128,108,3,0,3,1.6,1.8,-0.2,113,8,199,5,138,-,157,-,-,-,-,-,-,-,-,-,-
115,205,158,Yes,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,21,11,10,8,5,3,3,0,1,1,3,0.011,0.013,-0.002,190,167,2,1,2,4,2.5,1.5,133,5,240,2,-,-,158,-,-,-,-,-,-,-,-,-,-
52,181,159,Yes,HANNAH ELLIS,Country Can,Curb,-,21,15,6,3,3,0,0,0,2,0,1,0,0,0,519,354,1,0,1,1.5,1.5,0,162,3,241,2,-,-,159,-,-,-,-,-,-,-,-,-,-
79,-,160,Yes,CARTER FAITH,Greener Pasture,Altadena/Pound It OutLoud,-,21,0,21,10,0,10,3,1,2,2,2,0.02,0,0.02,144,360,1,1,1,10,0,10,128,7,200,5,-,-,160,-,-,-,-,-,-,-,-,-,-
70,216,161,Yes,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,20,10,10,4,2,2,0,1,1,1,1,0.029,0.011,0.018,131,175,1,0,1,4,2,2,150,4,221,3,-,-,161,-,-,-,-,-,-,-,-,-,-
64,126,162,,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,20,41,-21,7,14,-7,6,0,0,0,1,0.003,0.014,-0.011,449,160,2,0,2,2.3,4.7,-2.3,527,1,515,0,-,-,162,-,-,-,-,-,-,-,-,-,-
125,851,163,Yes,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,19,0,19,3,0,3,1,0,0,1,1,0.02,0,0.02,146,411,1,1,1,3,0,3,191,2,293,1,-,-,163,-,-,-,-,-,-,-,-,-,-
135,214,164,Yes,PARKER MCCOLLUM,I Can't Breathe,---,-,19,10,9,3,2,1,1,0,1,1,0,0.028,0.003,0.025,134,252,1,0,1,1.5,1,0.5,195,2,242,2,-,-,164,-,-,-,-,-,-,-,-,-,-
165,190,165,Yes,ZACH BRYAN,Quittin' Time,Warner,-,19,13,6,3,2,1,1,0,1,1,0,0.028,0.001,0.027,133,267,1,0,1,3,2,1,221,2,243,2,-,-,165,-,-,-,-,-,-,-,-,-,-
166,193,166,Yes,JAKE WORTHINGTON,Night Time Is My Time,Big Loud,-,19,13,6,3,2,1,1,0,0,1,1,0.02,0.005,0.015,151,228,1,0,1,3,2,1,223,2,294,1,-,-,166,-,-,-,-,-,-,-,-,-,-
167,189,167,Yes,JAKE WORTHINGTON,Single At The Same Time,Big Loud,-,19,13,6,3,2,1,2,0,0,0,1,0.005,0.005,0,357,229,1,0,1,3,2,1,298,1,516,0,-,-,167,-,-,-,-,-,-,-,-,-,-
89,161,168,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,19,19,0,6,6,0,0,0,0,0,6,0.008,0.008,0,220,186,1,0,1,6,6,0,131,6,517,0,-,-,168,-,-,3364,-,-,-,-,-,-,-
161,162,169,Yes,JAKE WORTHINGTON,Pop Goes The Whiskey f/ERNEST,Big Loud,-,19,19,0,3,3,0,2,0,0,0,1,0.005,0.016,-0.011,356,149,1,0,1,3,3,0,276,1,518,0,-,-,169,-,-,-,-,-,-,-,-,-,-
125,154,170,,AARON LEWIS,Let's Go Fishing,Valory Music Co.,-,18,24,-6,8,11,-3,3,0,1,0,4,0.009,0.017,-0.008,208,141,1,0,1,8,11,-3,138,5,295,1,-,-,170,-,-,-,-,-,-,-,-,-,-
135,249,171,Yes,MIKE RYAN,Can Down,Rock & Soul,-,17,8,9,2,1,1,0,0,0,0,2,0,0,0,549,490,1,0,1,2,1,1,225,2,519,0,-,-,171,-,-,-,-,-,-,-,-,-,-
31,204,172,Yes,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,17,11,6,17,11,6,4,4,4,2,3,0,0,0,511,328,1,0,1,17,11,6,100,13,183,10,-,-,172,-,-,-,-,-,-,-,-,-,-
49,195,173,Yes,KAMERON MARLOWE,Giving You Up,Columbia Nashville,2,17,13,4,4,3,1,2,2,0,0,0,0.013,0.024,-0.011,179,123,2,1,2,1.3,1,0.3,222,2,244,2,-,-,173,-,-,-,-,-,-,-,-,-,-
135,146,174,,JON WOLFE,If I Had A Bar,Fool Hearted Productions,-,17,29,-12,3,5,-2,0,0,0,1,2,0.022,0.032,-0.01,139,115,2,0,2,1.5,2.5,-1,171,3,296,1,-,-,174,-,-,-,-,-,-,-,-,-,-
175,-,175,Yes,BEYONCE,16 CARRIAGES,Parkwood/Columbia,-,16,0,16,4,0,4,0,0,1,3,0,0.036,0,0.036,120,294,3,3,3,1.3,0,1.3,144,4,210,4,-,-,175,-,414,-,-,-,1794,488,656,-,-
89,-,176,Yes,THE FRONTMEN,Amazed,BBR Music Group,-,16,0,16,2,0,2,0,1,0,0,1,0.014,0,0.014,173,372,1,1,1,2,0,2,224,2,297,1,-,-,176,-,-,-,-,-,-,-,-,-,-
142,169,177,,CODY JINKS,What Else Is New,Late August,-,15,17,-2,7,8,-1,3,0,1,2,1,0.012,0.02,-0.008,185,129,1,0,1,7,8,-1,148,4,222,3,-,-,177,-,-,-,-,-,-,-,-,-,-
89,167,178,,TRACE ADKINS,Better Off,Verge Nashville,-,15,17,-2,3,4,-1,0,0,1,1,1,0.022,0.017,0.005,137,139,1,0,1,1.5,2,-0.5,172,3,245,2,-,-,178,-,-,-,-,-,-,-,-,-,-
104,160,179,,MIDLAND,Playboys,Big Machine,-,15,19,-4,7,9,-2,3,0,0,0,4,0.004,0.015,-0.011,369,155,1,0,1,7,9,-2,143,4,520,0,-,-,179,-,-,-,-,-,-,-,-,-,-
59,183,180,Yes,CODY JOHNSON,Wild As You,Cojo Music,-,13,13,0,3,3,0,0,0,0,0,3,0.006,0.01,-0.004,270,179,2,0,2,1.5,1.5,0,169,3,521,0,-,-,180,-,-,-,-,-,-,-,-,-,-
80,-,181,Yes,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,13,0,13,2,0,2,0,0,0,2,0,0.03,0,0.03,129,410,1,1,1,2,0,2,218,2,246,2,-,-,181,-,-,-,-,-,-,-,-,-,-
132,188,182,Yes,JAKE WORTHINGTON,State You Left Me In,Big Loud,-,13,13,0,2,2,0,0,0,0,1,1,0.019,0.005,0.014,152,230,1,0,1,2,2,0,219,2,298,1,-,-,182,-,-,-,-,-,-,-,-,-,-
68,173,183,,LUKE COMBS,"Houston, We Got A Problem",River House/Columbia,-,13,16,-3,6,7,-1,1,0,1,3,1,0.016,0.016,0,162,145,2,0,2,3,3.5,-0.5,136,5,211,4,-,-,183,-,-,-,-,-,-,-,-,-,-
132,168,184,,ERNEST,Songs We Used To Sing,Big Loud,-,13,17,-4,6,8,-2,2,0,1,2,1,0.012,0.017,-0.005,184,140,1,0,1,6,8,-2,147,4,223,3,-,-,184,-,-,-,-,-,-,-,-,-,-
154,165,185,,MEREDITH FOSTER,I'm Not Blonde,Wildwood,-,13,18,-5,6,8,-2,2,0,0,0,4,0.005,0.02,-0.015,331,127,1,0,1,6,8,-2,140,4,522,0,-,-,185,-,-,-,-,-,-,-,-,-,-
126,163,186,,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,13,19,-6,2,3,-1,2,0,0,0,0,0.001,0.022,-0.021,493,126,1,0,1,2,3,-1,545,0,523,0,-,-,186,-,-,-,-,-,-,-,-,-,-
128,157,187,,CARLY PEARCE,The Star-Spangled Banner,---,-,13,21,-8,3,5,-2,2,0,1,0,0,0.015,0.035,-0.02,169,112,2,0,2,0.6,1,-0.4,390,1,299,1,-,-,187,-,-,-,-,-,-,-,-,-,-
127,156,188,,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,13,22,-9,6,10,-4,3,0,1,2,0,0.012,0.018,-0.006,183,136,1,0,1,6,10,-4,180,3,224,3,-,-,188,-,-,-,-,-,-,-,-,-,-
176,233,189,Yes,GREATER VISION,Think About There,Daywind,-,12,8,4,3,2,1,0,3,0,0,0,0.02,0.013,0.007,145,164,3,1,3,1,0.7,0.3,158,3,225,3,-,-,189,-,-,-,-,-,-,-,-,-,-
77,540,190,Yes,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,11,2,9,4,2,2,1,1,1,0,1,0.011,0,0.011,189,388,2,1,2,2,1,1,175,3,247,2,-,-,190,-,-,-,-,-,-,-,-,-,-
191,368,191,Yes,KACEY MUSGRAVES,Deeper Well,MCA Nashville/Interscope,-,11,4,7,5,2,3,2,2,0,0,1,0.008,0.003,0.005,214,253,2,1,2,2.5,1,1.5,157,3,248,2,-,316,191,-,478,63,-,1497,-,-,-,-,-
141,254,192,Yes,JEREMY MCCOMB,No Yesterday,Average Joes,-,11,8,3,6,4,2,3,0,2,1,0,0.011,0.007,0.004,192,191,1,0,1,6,4,2,174,3,226,3,-,-,192,-,-,-,-,-,-,-,-,-,-
84,229,193,Yes,NATE SMITH,Wreckage,RCA Nashville,-,11,9,2,5,4,1,3,0,0,1,1,0.006,0.007,-0.001,292,193,1,0,1,5,4,1,209,2,300,1,-,-,193,-,-,-,-,-,-,-,-,-,-
48,217,194,Yes,NEON UNION,Bout Damn Time,Red Street,5,11,10,1,6,5,1,3,1,0,1,1,0.006,0.007,-0.001,288,192,1,0,1,3,2.5,0.5,170,3,249,2,-,-,194,-,-,-,-,-,-,-,-,-,-
78,203,195,Yes,TEDDY ROBB,Question The Universe,---,-,11,11,0,2,2,0,2,0,0,0,0,0.001,0.001,0,500,272,1,0,1,2,2,0,564,0,524,0,-,-,195,-,-,-,-,-,-,-,-,-,-
54,182,196,,WALKER HAYES,Good With Me,RCA/Monument,-,11,14,-3,2,3,-1,0,2,0,0,0,0.013,0.013,0,176,165,1,0,1,1,1.5,-0.5,198,2,250,2,-,-,196,-,-,-,-,-,-,-,-,-,-
96,178,197,,KOE WETZEL,Oklahoma Sun,Columbia,-,11,15,-4,3,4,-1,1,0,1,0,1,0.011,0.02,-0.009,191,130,1,0,1,3,4,-1,213,2,301,1,-,-,197,-,-,-,-,-,-,-,-,-,-
72,166,198,,CODY JINKS,Loud And Heavy,Late August/16camino,-,11,17,-6,5,8,-3,2,0,2,1,0,0.013,0.014,-0.001,177,157,1,0,1,5,8,-3,176,3,227,3,-,-,198,-,-,-,-,-,-,-,-,-,-
58,158,199,,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,11,20,-9,3,4,-1,0,0,2,0,1,0.013,0.016,-0.003,178,147,3,2,3,1,1.3,-0.3,161,3,251,2,-,-,199,-,-,-,-,-,-,-,-,-,-
105,159,200,,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,11,20,-9,3,6,-3,0,0,3,0,0,0.021,0.023,-0.002,140,124,2,1,2,0.5,1,-0.5,166,3,228,3,-,-,200,-,-,-,-,-,-,-,-,-,-
109,269,201,Yes,MORGAN WALLEN,Cover Me Up,Big Loud/Republic,-,10,6,4,5,3,2,0,1,1,0,3,0.009,0.006,0.003,209,217,4,2,4,1.3,0.8,0.5,132,5,252,2,-,-,201,-,-,-,-,-,-,-,-,-,-
202,-,202,Yes,THE STEEL WOODS,Let The Rain Come Down,Woods Music,-,10,0,10,2,0,2,0,0,0,0,2,0.006,0,0.006,301,525,1,1,1,2,0,2,215,2,525,0,-,-,202,-,-,-,-,-,-,-,-,-,-
86,538,203,Yes,MICKEY GUYTON,Star Spangled Banner,---,-,9,2,7,2,1,1,0,1,1,0,0,0.017,0.003,0.014,160,247,2,1,2,1,0.5,0.5,203,2,253,2,-,-,203,-,-,-,-,-,-,-,-,-,-
204,465,204,Yes,ANNE WILSON,God & Country,Sparrow/EMI Nashville,-,9,3,6,3,1,2,0,2,0,0,1,0.011,0.002,0.009,195,266,3,2,3,1,0.3,0.7,183,3,254,2,-,-,204,-,-,-,-,-,-,-,-,-,-
134,369,205,Yes,49 WINCHESTER,Russell County Line,New West,-,9,4,5,3,2,1,0,0,0,0,3,0.005,0.002,0.003,312,255,2,1,2,1.5,1,0.5,167,3,526,0,-,-,205,-,-,-,-,-,-,-,-,-,-
44,346,206,Yes,GEORGE STRAIT,The Weight Of The Badge,MCA Nashville,-,9,5,4,2,1,1,0,0,1,0,1,0,0.002,-0.002,555,265,2,2,2,0.7,0.3,0.3,201,2,302,1,-,-,206,-,-,-,-,-,-,-,-,-,-
64,223,207,Yes,LAINEY WILSON,Dirty Looks,Broken Bow,-,9,9,0,4,4,0,0,2,2,0,0,0.013,0.013,0,182,170,1,0,1,2,2,0,154,4,212,4,-,-,207,-,-,-,-,-,-,-,-,-,-
112,-,208,Yes,TOBY KEITH,Wacky Tobaccy,Show Dog,-,9,0,9,2,0,2,0,0,1,0,1,0.002,0,0.002,477,419,1,1,1,2,0,2,199,2,303,1,-,-,208,-,-,-,-,-,-,-,-,-,-
117,226,209,Yes,LUKE COMBS,Any Given Friday Night,River House/Columbia Nash,-,9,9,0,2,2,0,0,2,0,0,0,0.015,0.015,0,168,152,1,0,1,2,2,0,212,2,255,2,-,-,209,-,-,-,-,-,-,-,-,-,-
52,228,210,Yes,RYAN GRIFFIN,"Salt, Lime & Tequila",Red Street,-,9,9,0,2,2,0,1,1,0,0,0,0.007,0.009,-0.002,229,181,1,0,1,2,2,0,350,1,304,1,-,-,210,-,-,-,-,-,-,-,-,-,-
54,230,211,Yes,THOMPSON SQUARE,Without You,Quartz Hill,-,9,9,0,2,2,0,1,0,0,0,1,0,0,0,560,526,1,0,1,2,2,0,526,1,527,0,-,-,211,-,-,-,-,-,-,-,-,-,-
112,-,212,Yes,MAREN MORRIS,Star Spangled Banner,---,-,9,0,9,1,0,1,0,0,1,0,0,0.02,0,0.02,148,463,1,1,1,1,0,1,238,1,305,1,-,-,212,-,-,-,-,-,-,-,-,-,-
32,176,213,Yes,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,-,9,16,-7,4,4,0,0,1,0,1,2,0.007,0.015,-0.008,225,151,3,1,3,1,1,0,149,4,256,2,-,-,213,-,-,-,-,-,-,-,-,-,-
111,172,214,,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,9,16,-7,2,4,-2,0,1,1,0,0,0.016,0.019,-0.003,163,135,2,1,2,0.4,0.8,-0.4,186,2,257,2,-,-,214,-,-,-,-,-,-,-,-,-,-
215,702,215,Yes,JONATHAN WILBURN,Wings Of A Dove f/Inspirations,Daywind,-,8,0,8,2,0,2,0,2,0,0,0,0.014,0,0.014,175,555,2,2,2,1,0,1,208,2,258,2,-,-,215,-,-,-,-,-,-,-,-,-,-
95,858,216,Yes,GEORGE STRAIT,Codigo,MCA Nashville,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,554,513,1,1,1,1,0,1,357,1,528,0,-,-,216,-,-,-,-,-,-,-,-,-,-
73,450,217,Yes,MORGAN WALLEN,Neon Star(Country Boy Lullaby),Big Loud/Mercury/Republic,-,8,3,5,3,1,2,0,0,2,1,0,0.016,0.005,0.011,165,227,1,0,1,3,1,2,185,3,229,3,-,-,217,-,-,-,-,-,-,-,-,-,-
187,409,218,Yes,TRIBUTE QUARTET,Halfway Up The Mountain,Daywind,-,8,4,4,2,1,1,0,2,0,0,0,0.013,0.006,0.007,181,213,2,1,2,1,0.5,0.5,210,2,259,2,-,-,218,-,-,-,-,-,-,-,-,-,-
94,-,219,Yes,SAM HUNT,Ex To See,MCA Nashville,-,8,0,8,3,0,3,0,0,0,0,3,0.004,0,0.004,364,395,3,3,3,1,0,1,163,3,529,0,-,-,219,-,-,-,-,-,-,-,-,-,-
220,235,220,Yes,DALLAS SMITH,How Do You Miss Me,Local Hay/Big Loud,-,8,8,0,3,3,0,0,0,3,0,0,0.016,0.016,0,164,148,1,0,1,3,3,0,179,3,230,3,-,-,220,-,-,-,-,-,-,-,-,-,-
221,-,221,Yes,WES HAMPTON,On And On,---,-,8,0,8,2,0,2,1,0,1,0,0,0.01,0,0.01,197,385,2,2,2,1,0,1,313,1,306,1,-,-,221,-,-,-,-,-,-,-,-,-,-
138,-,222,Yes,SAM RIGGS,The Lucky Ones,Deep Creek,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,544,483,1,1,1,1,0,1,379,1,530,0,-,-,222,-,-,-,-,-,-,-,-,-,-
118,-,223,Yes,CODY JINKS,Ain't A Train,Late August,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,529,404,1,1,1,1,0,1,253,1,531,0,-,-,223,-,-,-,-,-,-,-,-,-,-
146,-,224,Yes,MICKY & THE MOTORCARS,Tonight We Ride,---,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,537,452,1,1,1,1,0,1,485,1,532,0,-,-,224,-,-,-,-,-,-,-,-,-,-
197,251,225,Yes,MICKY & THE MOTORCARS,Stranger Tonight,Micky&Motor/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,536,451,1,0,1,1,1,0,412,1,533,0,-,-,225,-,-,-,-,-,-,-,-,-,-
109,245,226,Yes,ZACH BRYAN,From Austin,Warner,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,509,312,1,0,1,1,1,0,402,1,534,0,-,-,226,-,-,1254,-,-,-,-,-,-,-
160,243,227,Yes,CODY JINKS,Hurt You,Late August,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,530,405,1,0,1,1,1,0,494,1,535,0,-,-,227,-,-,-,-,-,-,-,-,-,-
196,242,228,Yes,CASEY DONAHEW,Telling On My Heart,Almost Country,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,515,347,1,0,1,1,1,0,360,1,536,0,-,-,228,-,-,-,-,-,-,-,-,-,-
165,247,229,Yes,CURTIS GRIMES,Miles Don't Matter,Lonely River,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,524,379,1,0,1,1,1,0,383,1,537,0,-,-,229,-,-,-,-,-,-,-,-,-,-
139,248,230,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,547,488,1,0,1,1,1,0,432,1,538,0,-,-,230,-,-,-,-,-,-,-,-,-,-
164,246,231,Yes,FLATLAND CAVALRY,A Cowboy Knows How,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,520,369,1,0,1,1,1,0,470,1,539,0,-,-,231,-,-,-,-,-,-,-,-,-,-
150,250,232,Yes,FLATLAND CAVALRY,Come Back Down,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,521,370,1,0,1,1,1,0,319,1,540,0,-,-,232,-,-,-,-,-,-,-,-,-,-
55,252,233,Yes,AARON WATSON,Kiss That Girl Goodbye,BIG Label,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,563,551,1,0,1,1,1,0,461,1,541,0,-,-,233,-,-,-,-,-,-,-,-,-,-
146,212,234,,JILLIAN RISCOE,Decoration,---,-,8,10,-2,3,4,-1,2,0,1,0,0,0.006,0.008,-0.002,291,185,1,0,1,3,4,-1,448,1,307,1,-,-,234,-,-,-,-,-,-,-,-,-,-
130,201,235,,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,8,11,-3,4,5,-1,0,1,1,1,1,0.011,0.013,-0.002,187,163,1,0,1,4,5,-1,142,4,231,3,-,-,235,-,-,-,-,-,-,-,-,-,-
68,198,236,,AARON LEWIS,That Ain't Country,Dot,-,8,11,-3,4,5,-1,2,1,1,0,0,0.007,0.013,-0.006,233,168,1,0,1,4,5,-1,193,2,260,2,-,-,236,-,-,-,-,-,-,-,-,-,-
164,196,237,,LUKE COMBS,I Got Away With You,River House/Columbia Nash,-,8,13,-5,4,6,-2,2,0,2,0,0,0.009,0.013,-0.004,206,162,1,0,1,4,6,-2,187,2,261,2,-,-,237,-,-,-,-,-,-,-,-,-,-
183,184,238,,TECH N9NE,Red Kingdom,Strange Music,-,8,13,-5,3,5,-2,0,2,0,1,0,0.011,0.025,-0.014,194,122,1,0,1,3,5,-2,178,3,232,3,243,-,238,-,149,-,-,-,659,-,-,-,-
65,149,239,,RYAN GRIFFIN,Heart To Break,Red Street,-,8,27,-19,6,19,-13,3,0,1,0,2,0.002,0.007,-0.005,474,189,1,0,1,6,19,-13,168,3,308,1,-,-,239,-,-,-,-,-,-,-,-,-,-
201,623,240,Yes,SHANE PROFITT,I Am Who I Am,BMLG,-,7,0,7,4,0,4,2,1,1,0,0,0.006,0,0.006,290,477,2,2,2,2,0,2,194,2,262,2,-,-,240,-,-,-,-,-,-,-,-,-,-
151,601,241,Yes,MARLANA VANHOOSE,Star Spangled Banner,---,-,7,1,6,2,1,1,0,0,2,0,0,0.014,0,0.014,174,539,2,2,2,0.7,0.3,0.3,214,2,263,2,-,-,241,-,-,-,-,-,-,-,-,-,-
79,489,242,Yes,ZACH BRYAN,Sun To Me,Warner,-,7,2,5,3,1,2,0,1,0,1,1,0.008,0.004,0.004,210,231,1,0,1,3,1,2,165,3,264,2,-,-,242,-,-,-,-,-,-,-,-,-,-
243,463,243,Yes,BRYCE LEATHERWOOD,Neon Does,Republic Nash./UMG Nash.,-,7,3,4,2,1,1,0,0,0,0,2,0.005,0.002,0.003,337,262,2,1,2,1,0.5,0.5,227,2,542,0,-,-,243,-,-,-,-,-,-,-,-,-,-
104,419,244,Yes,TIM MCGRAW,Humble and Kind (Nunca Te ...),McGraw/Columbia Nashville,-,7,4,3,3,2,1,1,1,0,1,0,0.005,0.005,0,343,222,2,1,2,1,0.7,0.3,190,2,265,2,-,-,244,-,-,-,-,-,-,-,-,-,-
158,358,245,Yes,SCOTTY MCCREERY,Can't Pass The Bar,Triple Tigers,-,7,5,2,6,5,1,4,0,1,1,0,0.005,0,0.005,342,446,2,1,2,3,2.5,0.5,196,2,266,2,-,-,245,-,-,-,-,-,-,-,-,-,-
