PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
10,11,10,,KANE BROWN,I Can Feel It,RCA Nashville,15,15258,16641,-1383,4315,4703,-388,1138,504,867,765,1041,18.673,19.81,-1.137,10,12,157,0,157,27.5,30,-2.5,10,3177,10,2136,-,-,10,-,457,-,-,-,-,-,-,-,62
11,12,11,,CODY JOHNSON,The Painter,CoJo/Warner/WMN,20,13664,16076,-2412,3788,4408,-620,1092,422,762,613,899,16.967,19.123,-2.156,11,13,156,0,156,24.1,28.1,-3.9,12,2696,13,1797,-,-,11,-,-,-,-,-,-,-,-,-,72
12,13,12,,HARDY,TRUCK BED,Big Loud Rock/Big Loud,31,13624,15297,-1673,3975,4406,-431,1105,388,815,645,1022,16.043,17.641,-1.598,13,14,153,0,153,25.5,28.2,-2.8,11,2870,11,1848,-,-,12,-,314,-,-,-,-,-,-,-,67
13,15,13,,CONNER SMITH,Creek Will Rise,Valory Music Co.,38,12540,14027,-1487,3603,4022,-419,1174,307,691,535,896,12.804,13.34,-0.536,16,16,157,0,157,22.9,25.6,-2.7,14,2429,15,1533,-,-,13,-,628,-,-,-,-,-,-,-,78
14,16,14,,CHAYCE BECKHAM,23,Wheelhouse,39,12430,14004,-1574,3537,3967,-430,1186,312,701,509,829,13.802,14.672,-0.87,14,15,156,0,156,22.5,25.3,-2.7,16,2351,16,1522,-,-,14,-,-,-,-,-,-,-,-,-,80
1,14,15,,DYLAN SCOTT,Can't Have Mine (Find You A..),Curb,61,11911,14833,-2922,3213,3987,-774,758,459,749,600,647,16.806,21.858,-5.052,12,7,146,1,146,21.3,26.4,-5.1,13,2455,12,1808,-,-,15,-,-,-,-,-,-,-,-,-,87
16,17,16,,PARKER MCCOLLUM,Burn It Down,MCA Nashville,26,11536,12650,-1114,3230,3514,-284,1066,286,558,533,787,12.629,13.074,-0.445,17,17,154,0,154,20.8,22.7,-1.8,17,2164,17,1377,-,-,16,-,484,-,-,-,-,-,-,-,86
1,10,17,,MORGAN WALLEN,Everything I Love,Big Loud/Mercury/Republic,27,10837,16945,-6108,3171,4850,-1679,759,431,680,523,778,13.087,20.403,-7.316,15,11,154,0,154,20.2,30.9,-10.7,15,2412,14,1634,-,-,17,-,-,-,-,-,-,-,-,-,88
18,18,18,,JACKSON DEAN,Fearless,Big Machine,47,8835,10005,-1170,2443,2742,-299,1024,188,350,318,563,8.871,9.593,-0.722,19,18,151,0,151,15.7,17.6,-1.9,20,1419,19,856,-,-,18,-,825,-,-,-,-,-,-,-,116
19,20,19,,THOMAS RHETT,Mamaw's House f/Morgan Wallen,Valory/Big Loud,13,8306,8911,-605,2469,2620,-151,710,225,487,379,668,9.363,9.376,-0.013,18,19,151,1,151,16.1,17.1,-1,18,1759,18,1091,-,-,19,-,450,-,-,-,-,-,-,-,115
19,19,20,,GABBY BARRETT,Glory Days,Warner/WAR,30,8237,9323,-1086,2381,2675,-294,1014,169,323,294,581,7.319,7.419,-0.1,25,23,153,0,153,15.2,17,-1.9,22,1367,22,786,-,-,20,-,-,-,-,-,-,-,-,-,122
21,21,21,,SCOTTY MCCREERY,Cab In A Solo,Triple Tigers,19,8149,8888,-739,2397,2642,-245,878,181,355,287,696,8.039,7.36,0.679,21,24,157,1,157,15.3,16.8,-1.6,19,1519,20,823,-,-,21,-,886,-,-,-,-,-,-,-,119
22,24,22,,JORDAN DAVIS,Tucson Too Late,MCA Nashville,18,7701,8385,-684,2175,2368,-193,781,170,340,259,625,7.871,7.872,-0.001,23,21,151,0,151,14.3,15.6,-1.3,21,1394,23,769,-,-,22,-,-,-,-,-,-,-,-,-,129
22,22,23,,CARLY PEARCE,We Don't Fight...f/C.Stapleton,Big Machine,28,7612,8564,-952,2187,2470,-283,846,147,360,312,522,8.106,7.71,0.396,20,22,153,0,153,14.1,15.9,-1.8,23,1341,21,819,-,-,23,-,834,-,-,-,-,-,-,-,128
24,25,24,,LAINEY WILSON,Wildflowers And Wild Horses,Broken Bow,6,7452,7992,-540,2084,2221,-137,760,141,319,282,582,8.039,8.075,-0.036,22,20,154,1,154,13.4,14.2,-0.9,24,1324,24,742,-,-,24,-,-,-,-,-,-,-,-,-,136
21,23,25,,BROTHERS OSBORNE,Nobody's Nobody,EMI Nashville,36,7183,8416,-1233,2164,2466,-302,911,152,270,254,577,5.139,6.37,-1.231,30,28,146,0,146,14.3,16.3,-2,26,1253,26,676,-,-,25,-,358,-,-,-,-,-,-,-,130
26,26,26,,TYLER HUBBARD,Back Then Right Now,EMI Nashville,16,6992,7444,-452,2056,2204,-148,800,127,257,238,634,6.968,6.264,0.704,26,29,149,0,149,13.8,14.8,-1,25,1256,27,622,-,-,26,-,-,-,-,-,-,-,-,-,141
27,27,27,,MORGAN WALLEN,Man Made A Bar f/Eric Church,Big Loud/EMI/Mercury,6,6676,7121,-445,1776,1870,-94,525,159,302,235,555,7.706,7.259,0.447,24,25,148,0,148,11.8,12.5,-0.6,27,1251,25,696,-,-,27,-,550,-,-,-,-,-,-,-,166
28,28,28,,KENNY CHESNEY,Take Her Home,Warner Nashville/WEA,8,6269,6884,-615,1746,1880,-134,711,110,215,233,477,6.288,6.513,-0.225,27,26,151,0,151,11.5,12.4,-0.9,28,1035,30,558,-,-,28,-,-,-,-,-,-,-,-,-,172
28,29,29,,CARRIE UNDERWOOD,Out Of That Truck,Capitol Nashville,28,6067,6821,-754,1671,1877,-206,670,94,246,214,447,5.476,6.421,-0.945,28,27,136,0,136,11.5,12.9,-1.4,30,1001,31,554,-,-,29,-,-,-,-,-,-,-,-,-,180
30,30,30,,MEGAN MORONEY,I'm Not Pretty,Columbia/Columbia Nash,19,5815,6315,-500,1672,1777,-105,662,96,192,159,563,4.846,5.609,-0.763,31,30,143,0,143,11.1,11.8,-0.7,29,1010,34,447,-,-,30,-,453,-,-,-,-,-,-,-,179
31,32,31,,ZACH BRYAN,I Remember... f/K. Musgraves,Warner/WAR,16,5170,5773,-603,1537,1666,-129,550,110,276,214,387,4.414,4.856,-0.442,33,33,134,1,134,10.8,11.7,-0.9,31,987,28,600,202,22,31,-,35,18,-,-,-,-,1731,-,73
32,35,32,,OLD DOMINION,Can't Break Up Now f/M.Moroney,Columbia Nashville,13,5106,5462,-356,1454,1520,-66,613,92,171,146,432,5.304,4.794,0.51,29,34,131,13,131,10.9,11.3,-0.5,35,841,37,409,-,-,32,-,-,-,-,-,-,-,-,-,201
33,34,33,,SAM HUNT,Outskirts,MCA Nashville,20,5070,5463,-393,1504,1562,-58,607,99,169,168,461,4.575,4.997,-0.422,32,32,139,0,139,10.6,11,-0.4,33,897,35,436,-,-,33,-,-,-,-,-,-,-,-,-,198
33,33,34,,CHASE MATTHEW,Love You Again,Warner/WAR,17,4855,5529,-674,1480,1675,-195,639,107,196,167,371,3.827,4.573,-0.746,36,35,133,1,133,10.8,12.2,-1.4,34,841,33,470,-,-,34,-,658,-,-,-,-,-,-,-,200
24,31,35,,BRIAN KELLEY,See You Next Summer,Big Machine,31,4168,5812,-1644,1188,1678,-490,621,98,134,113,222,3.884,5.537,-1.653,35,31,135,2,135,7.8,11,-3.2,40,567,39,345,-,-,35,-,-,-,-,-,-,-,-,-,250
36,38,36,,ASHLEY COOKE,your place,Big Loud,2,3916,3938,-22,1136,1156,-20,167,72,287,228,382,4.091,4.061,0.03,34,39,87,5,87,13.1,13.3,-0.2,32,969,29,587,-,-,36,-,449,-,-,-,-,-,-,-,268
37,37,37,,DILLON CARMICHAEL,Drinkin' Problems,Riser House,22,3717,4063,-346,1103,1209,-106,495,68,136,100,304,2.488,2.827,-0.339,44,44,126,0,126,8.5,9.3,-0.8,37,608,41,304,-,-,37,-,-,-,-,-,-,-,-,-,287
30,42,38,,GARTH BROOKS & RONNIE DUNN,Rodeo Man,Big Machine,8,3429,3582,-153,961,999,-38,479,37,78,72,295,1.882,2.079,-0.197,48,50,122,1,122,7.5,7.7,-0.3,44,482,47,187,-,-,38,-,-,-,-,-,-,-,-,-,349
2,36,39,,LUKE BRYAN,But I Got A Beer In My Hand,Capitol Nashville,34,3412,4333,-921,949,1263,-314,183,126,206,153,281,3.451,4.455,-1.004,38,36,116,3,116,6.5,8.6,-2.1,36,766,32,485,-,-,39,-,-,-,-,-,-,-,-,-,353
39,40,40,,MICHAEL RAY,Spirits And Demons f/M.Patrick,Warner/WEA/Riser House,12,3337,3835,-498,955,1096,-141,486,40,74,60,295,1.847,2.258,-0.411,50,47,111,1,111,8.2,9.4,-1.2,45,469,48,174,-,-,40,-,-,-,-,-,-,-,-,-,351
41,46,41,,JASON ALDEAN,Let Your Boys Be Country,Macon Music/Broken Bow,4,3266,3371,-105,915,946,-31,346,50,185,154,180,3.222,3.242,-0.02,40,43,92,1,92,9.6,10,-0.3,39,569,38,389,-,-,41,-,-,-,-,-,-,-,-,-,369
41,41,42,,BAILEY ZIMMERMAN,Where It Ends,Warner/WEA/Elektra,11,3212,3764,-552,943,1087,-144,378,81,116,103,265,3.015,4.274,-1.259,42,37,96,1,96,7.7,8.9,-1.2,41,565,43,300,-,246,42,-,-,-,-,-,-,-,-,-,356
41,43,43,,JON PARDI & LUKE BRYAN,Cowboys And Plowboys,Capitol Nashville,11,3173,3516,-343,837,937,-100,425,42,82,74,214,3.44,3.438,0.002,39,41,101,1,101,7.5,8.4,-0.9,48,412,46,198,-,-,43,-,-,-,-,-,-,-,-,-,419
40,44,44,,CHRIS YOUNG,Young Love & Saturday Nights,RCA Nashville,12,3138,3458,-320,848,902,-54,349,58,138,116,187,3.714,4.234,-0.52,37,38,78,3,78,10.7,11.4,-0.7,43,499,40,312,-,-,44,-,-,-,-,-,-,-,-,-,410
42,45,45,,COREY KENT,Something's Gonna Kill Me,Combustion/RCA Nashville,16,3073,3372,-299,835,911,-76,413,43,99,88,192,3.101,3.338,-0.237,41,42,78,0,78,10.2,11.1,-0.9,47,422,44,230,-,-,45,-,-,-,-,-,-,-,-,-,425
10,39,46,,MITCHELL TENPENNY,We Got History,Riser House/Columbia Nash,52,2973,3933,-960,848,1131,-283,269,118,173,132,156,2.923,3.872,-0.949,43,40,111,3,111,5.8,7.7,-1.9,38,579,36,423,-,-,46,-,-,-,-,-,-,-,-,-,408
43,47,47,,BRYAN MARTIN,We Ride,Avg Joes/New Revolution,10,2887,3222,-335,786,836,-50,362,46,93,72,213,2.136,2.357,-0.221,45,46,80,1,80,9.8,10.4,-0.6,46,424,45,211,-,-,47,-,-,-,-,-,-,-,-,-,458
47,48,48,,PARMALEE,Gonna Love You,Stoney Creek,6,2794,2979,-185,916,959,-43,409,59,130,113,205,2.028,2.177,-0.149,47,48,80,0,80,10.4,10.9,-0.5,42,507,42,302,-,-,48,-,-,-,-,-,-,-,-,-,368
45,49,49,,BRETT YOUNG,Dance With You,BMLG,8,2419,2688,-269,732,801,-69,403,32,62,46,189,1.223,1.451,-0.228,52,51,83,0,83,8.5,9.3,-0.8,49,329,51,140,-,-,49,-,-,-,-,-,-,-,-,-,507
50,51,50,,LADY A,Love You Back,BMLG,2,2112,2198,-86,606,617,-11,317,26,34,30,199,0.986,1.017,-0.031,56,55,91,8,91,6.5,6.6,-0.1,50,289,60,90,-,-,50,-,-,-,-,-,-,-,-,-,642
39,50,51,,JUSTIN MOORE,This Is My Dirt,Valory Music Co.,5,2053,2298,-245,579,639,-60,311,22,37,36,173,1.869,2.398,-0.529,49,45,93,9,93,6.1,6.7,-0.6,52,268,57,95,-,-,51,-,-,-,-,-,-,-,-,-,685
49,53,52,,CHRIS LANE,Find Another Bar,Red Street,1,1811,1907,-96,545,559,-14,299,26,39,35,146,1.222,1.269,-0.047,53,53,73,5,73,7.2,7.4,-0.2,55,246,56,100,-,-,52,-,-,-,-,-,-,-,-,-,740
51,54,53,,TYLER CHILDERS,In Your Love,Hickman Holler/RCA,-,1711,1903,-192,566,628,-62,293,32,55,45,141,0.901,0.94,-0.039,59,57,68,1,68,8.1,9,-0.9,51,273,52,132,-,-,53,-,-,14,-,148,-,-,-,-,337
54,58,54,Yes,DUSTIN LYNCH,Chevrolet f/Jelly Roll,Broken Bow,-,1652,1598,54,506,496,10,248,32,56,61,109,0.906,0.846,0.06,58,61,64,6,64,7.8,7.6,0.2,53,258,50,149,-,-,54,-,-,-,-,-,-,-,-,-,808
52,56,55,,JOE NICHOLS,Brokenhearted,Quartz Hill,-,1623,1751,-128,535,569,-34,321,25,34,34,121,0.764,0.836,-0.072,60,62,63,0,63,7.9,8.4,-0.5,57,214,58,93,-,-,55,-,-,-,-,-,-,-,-,-,762
54,57,56,,DREW BALDRIDGE,She's Somebody's Daughter,Lyric Ridge,-,1506,1606,-100,533,548,-15,278,26,57,38,134,0.746,0.854,-0.108,62,59,72,8,72,6.9,7.1,-0.2,54,255,53,121,-,-,56,-,-,-,-,-,-,-,-,-,764
57,59,57,,HUNTERGIRL,Ain't About You,Wheelhouse,-,1397,1548,-151,465,495,-30,266,21,28,31,119,0.601,0.641,-0.04,66,66,70,0,70,6.2,6.6,-0.4,59,199,61,80,-,-,57,-,-,-,-,-,-,-,-,-,894
52,55,58,,TOBY KEITH,Don't Let The Old Man In,Show Dog/BMLGR,-,1351,1881,-530,441,617,-176,287,10,9,10,125,0.432,0.852,-0.42,71,60,82,0,82,5,6.9,-2,62,154,85,29,-,-,58,-,-,-,-,-,-,-,-,-,953
52,52,59,,HAILEY WHITTERS,I'm In Love,Big Loud,-,1315,1940,-625,404,668,-264,239,19,24,26,96,0.671,1.107,-0.436,63,54,63,1,63,4.1,6.8,-2.7,61,165,64,69,-,-,59,-,-,-,-,-,-,-,-,-,1056
53,60,60,,HIXTAPE,Pickup Man f/Post Malone ...,Big Loud/Mercury/Republic,-,1283,1486,-203,321,372,-51,106,26,29,37,123,1.148,1.368,-0.22,54,52,76,3,76,4.2,4.8,-0.7,56,215,59,92,-,-,60,-,-,-,-,-,-,-,-,-,1335
61,62,61,,WALKER HAYES,Fancy Like Christmas,RCA,-,1094,1145,-51,300,302,-2,95,77,40,45,43,2.091,2.085,0.006,46,49,119,22,119,2.2,2.3,0,58,205,49,162,98,100,61,-,158,-,-,-,-,-,-,-,1338
62,67,62,Yes,MATT STELL,Breakin' In Boots,RECORDS Nashville,-,1089,985,104,349,316,33,234,18,16,21,60,0.4,0.297,0.103,75,80,47,5,47,7.1,6.4,0.7,67,115,69,55,-,-,62,-,-,-,-,-,-,-,-,-,1227
60,63,63,,IAN MUNSICK,Long Live Cowgirls,Warner/WEA,-,1021,1129,-108,269,292,-23,135,17,20,22,75,0.62,0.767,-0.147,65,64,37,2,37,6.9,7.5,-0.6,65,134,66,59,-,-,63,-,-,-,-,-,-,-,-,-,1578
60,64,64,,RANDY HOUSER,Cancel,Magnolia Music,-,961,1091,-130,316,343,-27,203,11,17,22,63,0.394,0.457,-0.063,76,70,45,1,45,6.9,7.5,-0.6,69,113,72,50,-,-,64,-,-,-,-,-,-,-,-,-,1353
48,61,65,,HANNAH ELLIS,Wine Country,Curb,2,934,1156,-222,315,385,-70,162,18,23,17,95,0.408,0.52,-0.112,73,68,51,3,51,5.6,6.9,-1.3,63,153,67,58,-,-,65,-,-,-,-,-,-,-,-,-,1355
66,79,66,Yes,SCOTTY MCCREERY,Feel Like The Holidays,Triple Tigers,-,928,392,536,206,78,128,36,28,53,35,54,1.294,0.787,0.507,51,63,49,33,49,3.7,1.4,2.3,60,170,54,116,-,-,66,-,-,2338,-,-,-,-,-,-,1969
61,65,67,,NEON UNION,This Side Of The Dirt,Red Street,-,907,1050,-143,271,305,-34,163,9,20,20,59,0.402,0.482,-0.08,74,69,40,0,40,6.5,7.3,-0.8,71,108,73,49,-,-,67,-,-,-,-,-,-,-,-,-,1567
63,68,68,,RUNAWAY JUNE,Make Me Wanna Smoke,Quartz Hill,-,902,956,-54,294,319,-25,179,13,26,23,53,0.531,0.445,0.086,67,71,37,0,37,6.1,6.6,-0.5,68,115,65,62,-,-,68,-,-,-,-,-,-,-,-,-,1465
65,69,69,,RYAN LARKINS,King Of Country Music,Red Street,-,885,929,-44,268,285,-17,177,7,18,13,53,0.377,0.417,-0.04,79,73,46,2,46,5.6,5.9,-0.4,75,91,79,38,-,-,69,-,-,-,-,-,-,-,-,-,1580
56,66,70,,LAUREN ALAINA,Thicc As Thieves,Big Loud,-,873,1007,-134,272,305,-33,168,9,18,17,60,0.371,0.375,-0.004,80,76,46,4,46,5.7,6.4,-0.7,72,104,75,44,-,-,70,-,-,-,-,-,-,-,-,-,1562
66,71,71,Yes,ANNE WILSON,Rain In The Rearview,Sparrow/EMI Nashville,-,781,752,29,260,252,8,166,9,10,14,61,0.269,0.245,0.024,84,83,44,2,44,4.7,4.6,0.1,73,94,83,33,-,-,71,-,-,-,-,-,-,-,-,-,1631
70,70,72,Yes,DYLAN MARLOWE & DYLAN SCOTT,Boys Back Home,Columbia Nash-Curb,-,781,787,-6,230,227,3,122,10,23,19,56,0.338,0.318,0.02,83,78,41,3,41,5.5,5.4,0.1,70,108,70,52,-,-,72,-,-,-,-,-,-,-,-,-,1815
73,77,73,Yes,JON PARDI,All I Want For Christmas Is...,Capitol Nashville,-,749,522,227,183,119,64,31,27,40,34,51,0.927,1.001,-0.074,57,56,35,5,35,2.7,1.8,1,64,152,55,101,-,-,73,-,-,-,-,-,-,-,-,-,2177
72,72,74,,HIGH VALLEY,Run Outta Mistletoe,Cage Free Music,-,664,724,-60,185,209,-24,159,5,3,3,15,1.026,0.869,0.157,55,58,67,12,67,2.8,3.1,-0.4,97,26,106,11,-,-,74,-,-,-,-,-,-,-,-,-,2158
64,75,75,Yes,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,647,642,5,232,234,-2,162,15,9,8,38,0.194,0.206,-0.012,95,87,28,0,28,8,8.1,-0.1,79,70,84,32,-,-,75,-,-,-,-,-,-,-,-,-,1800
76,82,76,Yes,CHRIS JANSON,Holiday Road,BMLG,-,621,333,288,188,102,86,131,26,11,6,14,0.34,0.114,0.226,82,97,71,15,71,2.4,1.3,1.1,83,57,76,43,-,-,76,-,-,-,-,-,-,-,-,-,2124
77,80,77,Yes,JON PARDI,Beer For Santa,Capitol Nashville,-,586,383,203,148,104,44,31,12,37,28,40,0.758,0.714,0.044,61,65,46,24,46,2.2,1.6,0.7,66,117,62,77,-,-,77,-,-,-,-,-,-,-,-,-,2564
71,73,78,,RUNAWAY JUNE,Cowboy For Christmas,F2 Entertainment Group,-,556,675,-119,174,205,-31,152,3,3,0,16,0.137,0.133,0.004,103,92,53,1,53,3.3,3.9,-0.6,102,22,129,6,-,-,78,-,-,-,-,-,-,-,-,-,2259
70,121,79,Yes,KELSEA BALLERINI & J ALEXANDER,My Favorite Things,Black River Entertainment,-,546,87,459,127,23,104,34,32,15,26,20,0.655,0.146,0.509,64,90,43,31,43,2.8,0.5,2.3,74,93,63,73,-,-,79,-,-,-,-,-,-,-,-,-,2834
59,74,80,,JOSH ROSS,Trouble,Mercury Nashville,-,544,654,-110,170,202,-32,106,10,7,9,38,0.244,0.308,-0.064,88,79,29,0,29,5.2,6.1,-1,80,64,87,26,-,-,80,-,-,-,-,-,-,-,-,-,2299
66,76,81,,MADDIE & TAE,Heart They Didn't Break,Mercury Nashville,-,536,577,-41,212,226,-14,139,6,13,16,38,0.211,0.211,0,93,86,32,0,32,6.2,6.6,-0.4,77,73,82,35,-,-,81,-,-,-,-,-,-,-,-,-,1936
82,84,82,Yes,ELVIS PRESLEY & KANE BROWN,Blue Christmas,RCA Nashville,-,491,243,248,159,81,78,96,41,7,9,6,0.426,0.361,0.065,72,77,65,15,65,2.4,1.2,1.2,81,63,68,57,-,-,82,-,-,-,-,-,-,-,-,-,2418
70,78,83,,CAROLINE JONES/ZAC BROWN BAND,Million Little Bandaids,True To The Song,-,439,458,-19,178,191,-13,96,7,16,19,40,0.145,0.145,0,100,91,27,1,27,5.9,6.4,-0.4,76,82,77,42,-,-,83,-,-,-,-,-,-,-,-,-,2226
84,119,84,Yes,JOE NICHOLS,O Come All Ye Faithful,Quartz Hill,-,414,91,323,90,15,75,20,12,23,17,18,0.523,0.009,0.514,68,201,18,15,18,5,0.8,4.2,78,70,71,52,-,-,84,-,-,-,-,-,-,-,-,-,-
74,81,85,Yes,ANNIE BOSKO,Neon Baby,Stone Country,-,358,367,-9,131,128,3,85,5,13,7,21,0.069,0.063,0.006,119,114,22,0,22,5.7,5.6,0.1,87,46,88,25,-,-,85,-,-,-,-,-,-,-,-,-,2774
86,102,86,Yes,MADDIE & TAE,It's Beginning To Look A Lot..,Mercury Nashville,-,320,117,203,68,19,49,18,10,25,5,10,0.386,0.075,0.311,78,107,24,22,24,2.8,0.8,2,85,50,78,40,-,-,86,-,-,-,-,-,-,-,-,-,-
10,91,87,Yes,KEITH URBAN,Brown Eyes Baby,Capitol Nashville,48,284,178,106,67,33,34,10,33,7,5,12,0.35,0.262,0.088,81,82,43,29,43,1.5,0.7,0.7,84,57,74,45,-,-,87,-,-,-,-,-,-,-,-,-,-
72,83,88,Yes,JAY ALLEN,No Present Like The Time,ONErpm/16camino,-,275,254,21,99,95,4,68,5,4,5,17,0.06,0.04,0.02,125,126,15,0,15,6.6,6.3,0.3,91,31,101,14,-,-,88,-,-,-,-,-,-,-,-,-,-
89,90,89,Yes,HUNTERGIRL,Hurry Up Christmas,Wheelhouse,-,273,181,92,78,43,35,20,9,17,12,20,0.264,0.034,0.23,85,131,39,21,39,1.9,1.1,0.9,82,58,80,38,-,-,89,-,-,-,-,-,-,-,-,-,-
90,175,90,Yes,CODY JOHNSON,Dirt Cheap,CoJo/Warner/WMN,-,242,32,210,32,11,21,2,6,8,8,8,0.39,0.061,0.329,77,116,3,1,3,8,2.8,5.3,93,30,92,22,-,-,90,-,-,-,-,-,-,-,-,-,-
81,86,91,Yes,KELSEY HART,Life With You,Curb,-,228,219,9,56,54,2,25,7,8,7,9,0.007,0.006,0.001,245,218,7,0,7,8,7.7,0.3,90,31,93,22,-,-,91,-,-,-,-,-,-,-,-,-,-
92,99,92,Yes,HUNTERGIRL,Christmas Again,Wheelhouse,-,217,146,71,62,35,27,17,6,13,8,18,0.187,0.045,0.142,97,123,35,21,35,1.7,1,0.8,88,45,86,27,-,-,92,-,-,-,-,-,-,-,-,-,-
93,174,93,Yes,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,-,206,32,174,50,10,40,9,6,8,8,19,0.248,0.028,0.22,87,136,10,7,10,4.5,0.9,3.6,89,41,94,22,-,-,93,-,-,-,-,-,-,-,-,-,-
94,145,94,Yes,JON PARDI,"Let It Snow, Let It Snow,...",Capitol Nashville,-,203,49,154,40,7,33,13,5,15,4,3,0.499,0.288,0.211,69,81,19,15,19,2.1,0.4,1.7,96,27,89,24,-,-,94,-,-,-,-,-,-,-,-,-,-
74,117,95,Yes,GARTH BROOKS & TRISHA YEARWOOD,Santa Baby,Pearl,-,203,92,111,57,24,33,7,14,15,8,13,0.261,0.116,0.145,86,96,26,22,26,1.9,0.8,1.1,86,50,81,37,195,-,95,-,-,-,-,-,-,-,-,-,-
88,88,96,Yes,FRANK RAY,Feliz Navidad,Stoney Creek,-,184,194,-10,43,40,3,12,9,7,7,8,0.168,0.18,-0.012,98,88,15,4,15,2.3,2.1,0.2,92,31,91,23,-,-,96,-,-,-,-,-,-,-,-,-,-
68,87,97,,MICKEY GUYTON,Nothing Compares To..f/K.Brown,Capitol Nashville,-,171,201,-30,55,60,-5,40,2,4,3,6,0.078,0.105,-0.027,112,99,10,0,10,4.6,5,-0.4,111,15,114,9,-,-,97,-,-,-,-,-,-,-,-,-,-
89,89,98,,JON PARDI,Santa Looked A Lot Like Daddy,Capitol Nashville,-,156,192,-36,36,53,-17,7,6,6,5,12,0.226,0.426,-0.2,90,72,15,6,15,1.7,2.5,-0.8,94,29,98,17,-,-,98,-,-,-,-,-,-,-,-,-,-
69,110,99,Yes,TAYLOR SWIFT,Mean (Taylor's Version),Republic,-,155,104,51,32,23,9,10,1,12,6,3,0.242,0.126,0.116,89,93,15,6,15,2,1.4,0.6,101,22,95,19,-,-,99,-,-,-,-,-,-,-,-,-,-
80,97,100,Yes,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,151,151,0,21,21,0,5,3,6,4,3,0.222,0.226,-0.004,91,84,1,0,1,21,21,0,106,16,103,13,-,-,100,-,-,-,-,-,-,-,-,-,-
