PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
214,466,214,Yes,TECH N9NE,Red Kingdom,Strange Music,-,8,3,5,3,1,2,0,2,0,1,0,0.011,0.005,0.006,187,243,1,0,1,3,1,2,174,3,236,3,-,-,214,-,209,-,-,-,-,-,-,-,-
215,471,215,Yes,JEFF & SHERI EASTER,Here Comes Jesus f/ Mo Pitney,She Loved Music,-,8,3,5,2,1,1,0,2,0,0,0,0.006,0.006,0,245,200,2,1,2,1,0.5,0.5,200,2,261,2,-,-,215,-,-,-,-,-,-,-,-,-,-
216,406,216,Yes,GAITHER VOCAL BAND,Make The Morning Worth...,Gaither,-,8,3,5,2,1,1,0,2,0,0,0,0.006,0.006,0,250,205,2,1,2,1,0.5,0.5,182,2,262,2,-,-,216,-,-,-,-,-,-,-,-,-,-
217,421,217,Yes,TRUESONG,Waiting For Me,New Day,-,8,3,5,2,1,1,0,2,0,0,0,0.006,0.006,0,288,232,2,1,2,1,0.5,0.5,196,2,263,2,-,-,217,-,-,-,-,-,-,-,-,-,-
218,431,218,Yes,SCOTTY INMAN,My God,Daywind,-,8,3,5,2,1,1,0,1,1,0,0,0.006,0.006,0,257,212,2,1,2,1,0.5,0.5,197,2,264,2,-,-,218,-,-,-,-,-,-,-,-,-,-
218,220,219,Yes,STEELES,A Hundred Different Altars,StowTown,-,8,8,0,2,2,0,0,2,0,0,0,0.013,0.013,0,179,155,2,0,2,1,1,0,205,2,265,2,-,-,219,-,-,-,-,-,-,-,-,-,-
98,-,220,Yes,BLAKE SHELTON,The Girl Can't Help It,Warner/WMN,-,8,0,8,1,0,1,0,0,1,0,0,0.018,0,0.018,154,503,1,1,1,1,0,1,340,1,299,1,-,-,220,-,-,-,-,-,-,-,-,-,-
81,-,221,Yes,MORGAN WALLEN,Me To Me,Big Loud/Mercury/Republic,-,8,0,8,1,0,1,0,1,0,0,0,0.011,0,0.011,188,543,1,1,1,1,0,1,305,1,300,1,-,-,221,-,-,-,-,-,-,-,-,-,-
146,-,222,Yes,MICKY & THE MOTORCARS,Tonight We Ride,---,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,540,460,1,1,1,1,0,1,296,1,536,0,-,-,222,-,-,-,-,-,-,-,-,-,-
78,227,223,Yes,ASHLEY MCBRYDE,The Devil I Know,Warner Nashville/WMN,-,8,8,0,1,1,0,1,0,0,0,0,0.001,0.001,0,484,285,1,0,1,1,1,0,547,0,537,0,-,-,223,-,-,-,-,-,-,-,-,-,-
197,234,224,Yes,MICKY & THE MOTORCARS,Stranger Tonight,Micky&Motor/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,539,459,1,0,1,1,1,0,372,1,538,0,-,-,224,-,-,-,-,-,-,-,-,-,-
109,235,225,Yes,ZACH BRYAN,From Austin,Warner,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,504,337,1,0,1,1,1,0,523,1,539,0,-,-,225,-,-,5464,-,-,-,-,-,-,-
224,231,226,Yes,CASE HARDIN,Honky Tonk Highway,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,529,402,1,0,1,1,1,0,449,1,540,0,-,-,226,-,-,-,-,-,-,-,-,-,-
127,232,227,Yes,RANDY ROGERS BAND,Crazy People,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,546,494,1,0,1,1,1,0,384,1,541,0,-,-,227,-,-,-,-,-,-,-,-,-,-
55,228,228,Yes,AARON WATSON,Kiss That Girl Goodbye,BIG Label,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,561,551,1,0,1,1,1,0,354,1,542,0,-,-,228,-,-,-,-,-,-,-,-,-,-
139,230,229,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,547,495,1,0,1,1,1,0,291,1,543,0,-,-,229,-,-,-,-,-,-,-,-,-,-
164,229,230,Yes,FLATLAND CAVALRY,A Cowboy Knows How,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,520,382,1,0,1,1,1,0,416,1,544,0,-,-,230,-,-,-,-,-,-,-,-,-,-
126,221,231,Yes,WADE BOWEN,Everything Has Your Memory,Bowen Sound/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,500,323,1,0,1,1,1,0,267,1,545,0,-,-,231,-,-,-,-,-,-,-,-,-,-
150,237,232,Yes,FLATLAND CAVALRY,Come Back Down,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,521,383,1,0,1,1,1,0,440,1,546,0,-,-,232,-,-,-,-,-,-,-,-,-,-
72,162,233,,CODY JINKS,Loud And Heavy,Late August/16camino,-,8,19,-11,4,6,-2,2,0,1,0,1,0.006,0.01,-0.004,260,165,1,0,1,2,3,-1,202,2,301,1,-,-,233,-,-,-,-,-,-,-,-,-,-
234,539,234,Yes,HANNAH ELLIS,That Girl,Curb,-,7,1,6,2,1,1,0,2,0,0,0,0.009,0.001,0.008,199,283,2,2,2,0.7,0.3,0.3,181,2,266,2,-,-,234,-,-,-,-,-,-,-,-,-,-
86,490,235,Yes,KIDD G,Summer In A Small Town,Rebel/Valory/Geffen,-,7,2,5,3,1,2,1,1,1,0,0,0.007,0.003,0.004,226,266,1,0,1,3,1,2,198,2,267,2,-,-,235,-,-,-,-,-,-,-,-,-,-
64,346,236,Yes,LAINEY WILSON,Dirty Looks,Broken Bow,-,7,4,3,3,2,1,0,0,3,0,0,0.012,0.005,0.007,181,247,2,1,2,1.5,1,0.5,168,3,237,3,-,-,236,-,-,-,-,-,-,-,-,-,-
237,-,237,Yes,CATIE OFFERMAN,Sound Of Missing You,MCA Nashville,-,7,0,7,2,0,2,0,2,0,0,0,0.009,0,0.009,204,472,2,2,2,1,0,1,195,2,268,2,-,-,237,-,-,-,-,-,-,-,-,-,-
83,-,238,Yes,KYLIE MORGAN,Country Girl,EMI Nashville,-,7,0,7,2,0,2,0,2,0,0,0,0.009,0,0.009,203,468,2,2,2,1,0,1,207,2,269,2,-,-,238,-,-,-,-,-,-,-,-,-,-
121,214,239,,TYLER CHILDERS,Whitehouse Road,HickmanHoll/Thirty Tigers,-,7,9,-2,3,4,-1,0,0,2,0,1,0.009,0.006,0.003,197,198,2,0,2,1.5,2,-0.5,172,3,270,2,-,-,239,-,-,4651,-,-,-,-,-,-,-
159,210,240,,TANNER ADELL,Love You A Little Bit,Columbia,-,7,9,-2,3,4,-1,2,0,0,0,1,0.002,0.002,0,445,273,1,0,1,3,4,-1,231,1,547,0,-,-,240,-,-,-,-,-,-,-,-,-,-
163,168,241,,LAURA BRYNA,Certified,LTD Entertainment LLC,-,7,18,-11,3,7,-4,2,0,0,0,1,0.002,0.006,-0.004,449,197,2,1,2,1.5,3.5,-2,476,1,548,0,-,-,241,-,-,-,-,-,-,-,-,-,-
223,799,242,Yes,WILLIAM BECKMANN,Damn This Heart Of Mine,---,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,160,310,1,1,1,1,0,1,406,1,302,1,-,-,242,-,-,-,-,-,-,-,-,-,-
139,709,243,Yes,JON WOLFE,Boots On A Dance Floor,Fool Hearted Productions,-,6,0,6,1,0,1,0,0,0,0,1,0.004,0,0.004,364,561,1,1,1,1,0,1,368,1,549,0,-,-,243,-,-,-,-,-,-,-,-,-,-
115,818,244,Yes,MIKE RYAN,Loser,Rock & Soul,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,487,500,1,1,1,1,0,1,540,0,550,0,-,-,244,-,-,-,-,-,-,-,-,-,-
40,399,245,Yes,KASSI ASHTON,Drive You Out Of My Mind,MCA Nashville/Interscope,-,6,4,2,3,2,1,2,0,0,1,0,0.004,0.004,0,340,249,1,0,1,3,2,1,324,1,303,1,-,-,245,-,-,-,-,-,-,-,-,-,-
135,400,246,Yes,PARKER MCCOLLUM,I Can't Breathe,---,-,6,4,2,1,1,0,1,0,0,0,0,0.001,0.003,-0.002,485,269,1,1,1,0.5,0.5,0,527,0,551,0,-,-,246,-,-,-,-,-,-,-,-,-,-
19,290,247,Yes,KELSEA BALLERINI,Heartfirst,Black River Entertainment,-,6,5,1,3,2,1,0,1,0,1,1,0.006,0.006,0,234,190,2,1,2,1.5,1,0.5,169,3,271,2,-,-,247,-,-,-,-,-,-,-,1709,-,-
89,-,248,Yes,AARON WATSON,Seven Year Ache f/J. Paulette,Adub,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,170,552,1,1,1,1,0,1,495,1,304,1,-,-,248,-,-,-,-,-,-,-,-,-,-
125,-,249,Yes,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,163,421,1,1,1,1,0,1,461,1,305,1,-,-,249,-,-,-,-,-,-,-,-,-,-
116,-,250,Yes,RANDALL KING,When My Baby's In Boots,Warner Nashville/WAR,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,164,433,1,1,1,1,0,1,475,1,306,1,-,-,250,-,-,-,-,-,-,-,-,-,-
126,-,251,Yes,DREW PARKER,My Baby Does,Warner Music Nashville,-,6,0,6,1,0,1,0,0,0,0,1,0.004,0,0.004,356,478,1,1,1,1,0,1,482,1,552,0,-,-,251,-,-,-,-,-,-,-,-,-,-
207,-,252,Yes,WILLIAM BECKMANN,Follow,Highway 90,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,467,311,1,1,1,1,0,1,549,0,553,0,-,-,252,-,-,-,-,-,-,-,-,-,-
153,-,253,Yes,ASHLEY MCBRYDE,Blackout Betty,Warner Nashville/WMN,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,483,455,1,1,1,1,0,1,550,0,554,0,-,-,253,-,-,-,-,-,-,-,-,-,-
214,-,254,Yes,TRENT COWIE BAND,She Ain't Dancin' Here,Cowie Music LLC,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,473,358,1,1,1,1,0,1,554,0,555,0,-,-,254,-,-,-,-,-,-,-,-,-,-
191,-,255,Yes,CODY JOHNSON,Son Of A Ramblin' Man,CoJo/Warner/WMN,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,479,420,1,1,1,1,0,1,562,0,556,0,-,-,255,-,-,-,-,-,-,-,-,-,-
182,256,256,Yes,MUSCADINE BLOODLINE,Porch Swing Angel,Grape Juice,-,6,6,0,1,1,0,0,0,0,1,0,0.015,0.015,0,167,147,1,0,1,1,1,0,237,1,307,1,-,-,256,-,-,-,-,-,-,-,-,-,-
191,255,257,Yes,ZACH BRYAN,Quittin' Time,Warner,-,6,6,0,1,1,0,1,0,0,0,0,0.001,0.015,-0.014,470,144,1,0,1,1,1,0,543,0,557,0,-,-,257,-,-,-,-,-,-,-,-,-,-
109,196,258,,MORGAN WALLEN,Cover Me Up,Big Loud/Republic,-,6,10,-4,3,5,-2,0,0,1,0,2,0.003,0.009,-0.006,436,173,2,1,2,1,1.7,-0.7,162,3,308,1,-,-,258,-,-,-,-,-,-,-,-,-,-
111,191,259,,RANDALL KING,You In A Honky Tonk,Warner/WAR,-,6,11,-5,1,2,-1,0,0,0,1,0,0.015,0.018,-0.003,165,133,1,0,1,0.5,1,-0.5,513,1,309,1,-,-,259,-,-,-,-,-,-,-,-,-,-
146,146,260,,MIDLAND,Up In Texas,Big Machine,-,6,32,-26,1,5,-4,0,0,0,1,0,0.015,0.05,-0.035,166,98,1,0,1,1,5,-4,467,1,310,1,-,-,260,-,-,-,-,-,-,-,-,-,-
92,92,261,,TAYLOR SWIFT,Back To Dec.(Taylor's Version),Republic,-,6,149,-143,3,44,-41,0,0,1,1,1,0.009,0.083,-0.074,206,86,2,0,2,0.1,1.1,-1,161,3,272,2,87,-,261,-,-,-,-,-,-,-,-,-,-
262,734,262,Yes,FAREN RACHELS,The Rug,Combustion Masters,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,357,489,1,1,1,1,0,1,484,1,558,0,-,-,262,-,-,-,-,-,-,-,-,-,-
243,737,263,Yes,BRYCE LEATHERWOOD,The Finger,Republic Nash./UMG Nash.,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,353,443,1,1,1,1,0,1,344,1,559,0,-,-,263,-,-,-,-,-,-,-,-,-,-
136,759,264,Yes,HAYES CARLL,You Get It All,Dualtone/MNRK,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,378,342,1,1,1,1,0,1,325,1,560,0,-,-,264,-,-,-,-,-,-,-,-,-,-
217,741,265,Yes,THE STEEL WOODS,Let The Rain Come Down,Woods Music,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,434,529,1,1,1,1,0,1,448,1,561,0,-,-,265,-,-,-,-,-,-,-,-,-,-
158,787,266,Yes,JOSH WARD,The Devil Don't Scare Me,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,438,550,1,1,1,1,0,1,313,1,562,0,-,-,266,-,-,-,-,-,-,-,-,-,-
220,786,267,Yes,SAM KOON,He Ain't There,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,404,437,1,1,1,1,0,1,481,1,563,0,-,-,267,-,-,-,-,-,-,-,-,-,-
268,777,268,Yes,ASHLEY BROOKS,It Ain't You,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,374,329,1,1,1,1,0,1,272,1,564,0,-,-,268,-,-,-,-,-,-,-,-,-,-
269,780,269,Yes,SAM KOON,Get To Drinkin',---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,403,436,1,1,1,1,0,1,433,1,565,0,-,-,269,-,-,-,-,-,-,-,-,-,-
115,781,270,Yes,NIKO MOON,HEAVEN HAS A BAR f/Zac Brown,RCA Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,413,463,1,1,1,1,0,1,458,1,566,0,-,-,270,-,-,-,-,-,-,-,-,-,-
271,747,271,Yes,JACOB BRYANT,That'll Be the Day,American Roots,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,376,339,1,1,1,1,0,1,447,1,567,0,-,-,271,-,-,-,-,-,-,-,-,-,-
272,766,272,Yes,CLAYTON HACKLE,Georgia Calls Me Home,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,393,400,1,1,1,1,0,1,309,1,568,0,-,-,272,-,-,-,-,-,-,-,-,-,-
87,764,273,Yes,DREW PARKER,Party In The Back,Make Wake Artists,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,421,479,1,1,1,1,0,1,391,1,569,0,-,-,273,-,-,-,-,-,-,-,-,-,-
162,772,274,Yes,JON LANGSTON,Heart On Ice,EMI Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,405,440,1,1,1,1,0,1,276,1,570,0,-,-,274,-,-,-,-,-,-,-,-,-,-
272,783,275,Yes,COREY SMITH,Still In The Running,UNDERtone Records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,425,506,1,1,1,1,0,1,369,1,571,0,-,-,275,-,-,-,-,-,-,-,-,-,-
259,738,276,Yes,TRAVIS TRITT,Smoke In A Bar,Big Noise,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,435,531,1,1,1,1,0,1,270,1,572,0,-,-,276,-,-,-,-,-,-,-,-,-,-
171,751,277,Yes,RAY FULCHER,"Love Ya Son, Go Dawgs",Larkin Hill/Black River,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,389,388,1,1,1,1,0,1,243,1,573,0,-,-,277,-,-,-,-,-,-,-,-,-,-
80,758,278,Yes,DREW PARKER,All The Beers,Make Wake Artists,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,420,477,1,1,1,1,0,1,256,1,574,0,-,-,278,-,-,-,-,-,-,-,-,-,-
279,774,279,Yes,CHASE BAKER,Life Out Here,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,367,301,1,1,1,1,0,1,227,1,575,0,-,-,279,-,-,-,-,-,-,-,-,-,-
279,771,280,Yes,LOGAN CROSBY,Breakin' In This Broken Heart,50 Egg records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,383,363,1,1,1,1,0,1,331,1,576,0,-,-,280,-,-,-,-,-,-,-,-,-,-
281,753,281,Yes,MICHELLE MALONE,Dust Bowl Man,SBS,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,407,449,1,1,1,1,0,1,396,1,577,0,-,-,281,-,-,-,-,-,-,-,-,-,-
178,752,282,Yes,LEAH BELLE FASER,Trash Talk,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,387,381,1,1,1,1,0,1,262,1,578,0,-,-,282,-,-,-,-,-,-,-,-,-,-
259,763,283,Yes,CODY MATTHEWS,Who Would've Known,C.M. Music Entertainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,408,454,1,1,1,1,0,1,432,1,579,0,-,-,283,-,-,-,-,-,-,-,-,-,-
278,755,284,Yes,SAM KOON,Boat Into A Bedroom,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,402,435,1,1,1,1,0,1,403,1,580,0,-,-,284,-,-,-,-,-,-,-,-,-,-
285,773,285,Yes,CORY WALLER/WICKED THINGS,Body Aches,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,489,549,1,1,1,1,0,1,528,0,581,0,-,-,285,-,-,-,-,-,-,-,-,-,-
174,767,286,Yes,ANNE WILSON,Sunday Sermons,Capitol CMG,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,563,557,1,1,1,1,0,1,370,1,311,1,293,-,286,-,908,-,-,-,-,-,-,-,-
287,451,287,Yes,MITCHELL TENPENNY,Breaking My Heart,Riser House/Columbia,-,5,3,2,1,1,0,0,0,0,1,0,0.008,0.005,0.003,220,245,1,1,1,0.5,0.5,0,526,1,312,1,-,-,287,-,-,-,-,-,-,-,-,-,-
101,356,288,Yes,ERIC CHURCH/JAZMINE SULLIVAN,The Star-Spangled Banner,---,-,5,4,1,1,1,0,1,0,0,0,0,0.001,0.007,-0.006,472,182,1,1,1,0.5,0.5,0,530,0,582,0,-,-,288,-,-,-,-,-,-,-,-,-,-
75,353,289,Yes,HILLARY SCOTT/THE SCOTT FAMILY,Thy Will,EMI Nashville/Cap CMG,-,5,4,1,1,1,0,0,1,0,0,0,0,0.008,-0.008,550,179,1,1,1,0.5,0.5,0,388,1,313,1,262,-,289,-,-,-,-,-,-,-,-,-,-
60,291,290,Yes,ASHLEY MCBRYDE,Martha Divine,Warner/WMN,-,5,5,0,4,4,0,1,0,2,0,1,0.003,0.003,0,410,268,1,0,1,4,4,0,163,3,273,2,-,-,290,-,-,-,-,-,-,-,-,-,-
291,-,291,Yes,DALLAS SMITH,How Do You Miss Me,Local Hay/Big Loud,-,5,0,5,2,0,2,0,0,2,0,0,0.011,0,0.011,186,508,1,1,1,2,0,2,179,2,274,2,-,-,291,-,-,-,-,-,-,-,-,-,-
292,-,292,Yes,DUSTIN LYNCH,George Strait Jr.,Broken Bow,-,5,0,5,2,0,2,0,0,2,0,0,0.011,0,0.011,183,446,1,1,1,2,0,2,188,2,275,2,-,-,292,-,-,-,-,-,-,-,-,-,-
75,-,293,Yes,MORGAN WALLEN,Tennessee Fan,Big Loud/Mercury/Republic,-,5,0,5,2,0,2,0,0,0,1,1,0.008,0,0.008,221,547,2,2,2,1,0,1,190,2,314,1,-,-,293,-,-,-,-,-,-,-,-,-,-
294,-,294,Yes,ANELLA HERIM,Tennessee Love Song,Def Jam,-,5,0,5,2,0,2,0,0,1,0,1,0.007,0,0.007,225,405,1,1,1,2,0,2,186,2,315,1,-,-,294,-,235,-,-,-,-,-,-,-,-
295,-,295,Yes,JAKE OWEN,When It All Shakes Out,Big Loud,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,216,473,1,1,1,1,0,1,300,1,316,1,-,-,295,-,-,-,-,-,-,-,-,-,-
296,-,296,Yes,RAYNE JOHNSON,Pretty Like You,Mountain Road,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,213,422,1,1,1,1,0,1,443,1,317,1,-,-,296,-,-,-,-,-,-,-,-,-,-
297,-,297,Yes,DALTON DOVER,"Take Me Home, Country Roads",---,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,209,369,1,1,1,1,0,1,401,1,318,1,-,-,297,-,-,-,-,-,-,-,-,-,-
94,-,298,Yes,SAM HUNT,Ex To See,MCA Nashville,-,5,0,5,1,0,1,0,1,0,0,0,0.008,0,0.008,212,410,1,1,1,1,0,1,288,1,319,1,-,-,298,-,-,-,-,-,-,-,-,-,-
143,-,299,Yes,JELLY ROLL,Behind Bars f/B. Gilbert &...,Stoney Creek/BMG,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,350,417,1,1,1,1,0,1,493,1,583,0,-,-,299,-,-,-,-,-,-,-,-,-,-
300,-,300,Yes,THE BAND LOULA,A Little At A Time,Grotto Records,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,341,304,1,1,1,1,0,1,452,1,584,0,-,-,300,-,-,-,-,-,-,-,-,-,-
254,-,301,Yes,BILLY STRINGS,Fire Line,Rounder/Concord,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,429,517,1,1,1,1,0,1,383,1,585,0,-,-,301,-,-,1357,-,-,-,-,-,-,-
302,-,302,Yes,WILLIAM CLARK GREEN,Anymore,Bill Grease,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,391,397,1,1,1,1,0,1,373,1,586,0,-,-,302,-,-,-,-,-,-,-,-,-,-
303,-,303,Yes,SHANE SMITH & THE SAINTS,All The Way,Geronimo W./Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,427,509,1,1,1,1,0,1,359,1,587,0,-,-,303,-,-,-,-,-,-,-,-,-,-
183,-,304,Yes,PROPHETS AND OUTLAWS,Dreamer,Seven Set Jam Records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,422,486,1,1,1,1,0,1,374,1,588,0,-,-,304,-,-,-,-,-,-,-,-,-,-
305,-,305,Yes,BROTHERS OSBORNE,Sun Ain't Even Gone Down Yet,EMI Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,375,333,1,1,1,1,0,1,281,1,589,0,-,-,305,-,-,-,-,-,-,-,-,-,-
221,-,306,Yes,WHISKEY MYERS,On The River,Wiggy Thump/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,440,554,1,1,1,1,0,1,508,1,590,0,-,-,306,-,-,-,-,-,-,-,-,-,-
307,-,307,Yes,TYLER BOOTH,Different Kind Of Blue,Sony Music Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,370,322,1,1,1,1,0,1,377,1,591,0,-,-,307,-,-,-,-,-,-,-,-,-,-
150,-,308,Yes,ASHLEY MCBRYDE,Made For This,Warner Nashville/WMN,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,409,456,1,1,1,1,0,1,442,1,592,0,-,-,308,-,-,-,-,-,-,-,-,-,-
293,-,309,Yes,JACKSON DEAN,Wings,Big Machine,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,384,367,1,1,1,1,0,1,246,1,593,0,-,-,309,-,-,-,-,-,-,-,-,-,-
212,-,310,Yes,CHARLEY CROCKETT,Midnight Run,Son Of Davy/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,382,362,1,1,1,1,0,1,408,1,594,0,-,-,310,-,-,4624,-,-,-,-,-,-,-
311,-,311,Yes,COREY SMITH,The Regular,UNDERtone Records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,426,507,1,1,1,1,0,1,441,1,595,0,-,-,311,-,-,-,-,-,-,-,-,-,-
288,-,312,Yes,JON LANGSTON,I Ain't Country f/T. Denning,EMI Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,406,441,1,1,1,1,0,1,234,1,596,0,-,-,312,-,-,-,-,-,-,-,-,-,-
177,-,313,Yes,LEAH BELLE FASER,Better Than Mine,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,386,380,1,1,1,1,0,1,516,1,597,0,-,-,313,-,-,-,-,-,-,-,-,-,-
99,-,314,Yes,COLE SWINDELL,Dad's Old Number,Warner Bros./WMN,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,432,521,1,1,1,1,0,1,295,1,598,0,-,-,314,-,-,-,-,-,-,-,-,-,-
83,-,315,Yes,JASON ALDEAN,Dirt We Were Raised On,Macon Music/Broken Bow,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,365,298,1,1,1,1,0,1,479,1,599,0,-,-,315,-,-,-,-,-,-,-,-,-,-
316,-,316,Yes,JORDAN BEEM,Iowa Skies,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,468,312,1,1,1,1,0,1,531,0,600,0,-,-,316,-,-,-,-,-,-,-,-,-,-
236,-,317,Yes,BEN JOHNSON,Backwood Critics,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,478,419,1,1,1,1,0,1,533,0,601,0,-,-,317,-,-,-,-,-,-,-,-,-,-
318,-,318,Yes,LUKE LYNELL,Mustang,Hollow Maple Records,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,482,447,1,1,1,1,0,1,544,0,602,0,-,-,318,-,-,-,-,-,-,-,-,-,-
145,-,319,Yes,JASON CRABB,Your Help Is On The Way,Daywind,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,512,360,1,1,1,1,0,1,404,1,320,1,-,-,319,-,-,-,-,-,-,-,-,-,-
298,-,320,Yes,DOWN EAST BOYS,Love Worth Dying For,Sonlite,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,515,370,1,1,1,1,0,1,518,1,321,1,-,-,320,-,-,-,-,-,-,-,-,-,-
203,-,321,Yes,LAUREN DAIGLE,You Say,Centricity/12Tone/Warner,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,513,364,1,1,1,1,0,1,422,1,322,1,274,488,321,959,984,-,-,-,-,-,-,-,1407
247,-,322,Yes,JASON CRABB,Good Morning Mercy,Red Street,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,511,359,1,1,1,1,0,1,332,1,323,1,-,-,322,-,-,-,-,-,-,-,-,-,-
177,-,323,Yes,CASTING CROWNS,Scars In Heaven,Beach Street/Reunion/PLG,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,506,345,1,1,1,1,0,1,360,1,324,1,267,-,323,-,-,-,-,-,-,-,-,-,-
232,-,324,Yes,GRASCALS,What Does God Look Like,Mountain Home Music,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,524,394,1,1,1,1,0,1,287,1,325,1,-,-,324,-,-,-,-,-,-,-,-,-,-
132,-,325,Yes,ZACH WILLIAMS,There Was Jesus f/Dolly Parton,Essential/PLG,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,562,556,1,1,1,1,0,1,521,1,326,1,77,-,325,-,-,-,-,-,-,-,-,-,-
298,-,326,Yes,CHRIS TOMLIN,Power f/Bear Rinehart,Sparrow/Cap CMG,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,558,530,1,1,1,1,0,1,394,1,327,1,-,-,326,-,-,-,-,-,-,-,-,-,-
